"n"	"dream"
"073-3"	"#073-3 I had a dream that I was one of the paramedics at the car accident doing CPR on my friend. Only this time my friend lived. I can remember pushing on his chest, hearing his ribs snap, but because of this he survived."
"073-4"	"#073-4 I had a dream I played for the Boston Red Sox. I was in the outfield and Bo Jackson was at bat. He hit a line drive out over my head but I jumped up over the green monster to catch it. Because of my catch our team won the world series."
"075-1"	"#075-1 This dream my cousin Alfred who died 10 years ago. Alfred looked a lot younger in the dream than the time he died at 51. Alfred was having a good time, laughing, dressed very well, looking good. He and I were just [illegible] and having a good time."
"075-2"	"#075-2 Taking a final exam in Dr. Bursik's class. A lot of anxiety in the class. The Final Exam seemed like this was the last exam in order to graduate."
"075-3"	"#075-3 I went back to an old place where I used to work. John's auto sales in Somerville. It was a cold winter night and I walked in and saw John and Charlie. We had some laughs, ate some pizza and drank some wine."
"075-4"	"#075-4 Two weeks after I graduated: This dream was about going back to school at Suffolk. First day of school walking up the stairs and going to class. I was very tense and anxious. When I woke up, I got out of bed and was getting ready for school."
"076-1"	"#076-1 I recall that I was at a junkyard but was not there to see cars. I went there to see fully intact dinosaur bones. These dinosaurs were lined up following each other like a parade. The workers explained to me that they died that way, instantly frozen, when a deep freeze set in. I recall that I thought it was very odd that they didn't die slowly and why they weren't down on the ground. Then my brother came up to me and said that he saw my old car (which I owned 10 years ago and sold) fully intact, for sale in the yard. Then that's when I started seeing old cars in the junkyard surrounded by the dinosaurs. I started looking for the car and finally found it sitting on top of other cars. I looked at it and saw it was like my old car until I looked inside of it and noticed it was different than mine, then when I looked at the outside again, it was completely different."
"076-2"	"#076-2 Recalled that I had a fight with my girlfriend and she wasn't talking to me. Both of us took off and went home. All through the night she kept on calling me. When I answered the phone she wouldn't talk, so I kept on hanging up. Finally I couldn't take it anymore, so I unplugged the phone. She then started beeping me on my pager so I shut that off."
"076-3"	"#076-3 I recall that I was in my house and noticed some birds flying around in the house. It didn't seem odd to me but I decided to follow them. I saw that they flew into the fireplace, so I took a flashlight and looked up into the fireplace. It was big enough to stand up but I didn't at first. I noticed a nest on the left side and a bee's nest on the right. I went to get a closer look and a big black bird was sitting in the middle of the chimney. I had to back off because he got mad. I thought it was great that we had these birds flying throughout the house so I left them there."
"076-4"	"#076-4 I recall that I woke up late for school one morning and that I skipped showering and eating breakfast so I could catch the train. I then got a phone call from a friend who told me that a friend of ours had been in a motorcycle accident and he was paralyzed. He said that we should go give him our support. I showed up there and he was wheeling himself around in a wheelchair. I had to calm him down because he didn't want to live anymore due to his condition. Nobody else was there and I didn't know what to do."
"080-1"	"#080-1 A dream that I have been constantly having since my early childhood has been bothering me for quite some time. The dream occurs in this beige-colored room -- not quite brown -- with no doors and no other way out. Throughout this dream I am a small particle in this huge room and all I seem to be doing is looking for a way out. The reason why I keep looking is because there is this deep man's voice calling my name. It keeps getting closer and closer to me. I am totally helpless in this dream because I can go nowhere. However, I somehow find a way to get out of the room. I'm not quite sure how but it does me no good. Because when I get out I end up in another room exactly like the one I was just in except that it is white and not that beige color. The thing that is weird about this dream is that it occurs in slow motion and I can't seem to move fast enough to get away from the voice. If I do the whole process starts all over again. Everytime I hear the voice all I want to do is run, but there is nowhere to run. That's all I remember about the dream and I never know if anything or what happens to me. Basically, I wake up right when the voice gets so close that it is in back of me and when I turn around to see who or what it is I can still see nobody and usually I wake up."
"080-2"	"#080-2 The other night I had a dream that I fell asleep while studying for an exam -- believe it or not it was my psychology exam. What happened was when I woke up my notes were on top of my head and I realized that I had not studied everything that I needed to. I was so scared and nervous, because I never fall asleep while studying. Usually I don't wait until the last minute to study, but for some reason in my dream I did. When it came time to go to school I was so afraid that I would fail that I crammed for the two hours I had before the test. Also, I would have to run to the bathroom and throwup because I was so nervous because I knew I had not studied enough. Sure enough I took the test and failed. But not only did I fail, but I also could not cope and dropped out of school because of it. The end result is that I ended up workiing at some kind of convenience store for the rest of my life as a cashier. The scariest thing about the dream was when I woke up. Sure enough I was dreaming this dream. I really did have a psychology test and I really did fall asleep while studying. In some way my unconscious was trying to tell me to wake up and to study because I knew I could never let myself fail. Thankfully I had a good understanding of the material, but I still could do better. I'm still in school and I didn't fail. It was scary, though, because it was like deja vu. I felt that everything [illegible] in the dream was going to really happen to me in reality."
"080-3"	"#080-3 Another dream that I had was that I was able to get into a local bar in my hometown using my current driver's license. Even though my license says I'm 20 years old, the bouncer let me in with full knowledge of the fact that I was not old enough to be there. The feeling of being able to go in the bar was awesome. I was psyched because all my friends are at the age of 22 and always go out without me because I can never go into the bar with them. Finally I was able to go out and have a good time with them. The weird thing was that even though I got into the bar, I had a horrible time. You see in the dream I was the only one over 21. The rest of them were only 20 and could not get in, so the roles were reversed. Basically having the dream proved to me that life is not always so good if you live by ""only if"" phrases. Because I used to say only if I was old enough when the fact of the matter was in the dream I was, but they weren't. This still was depressing for me. So basically now I don't wish that I was older or younger. I'm just happy and content with who and what I am."
"080-4"	"#080-4 Last night's dream I had was that I was a commuting student at a college. However, the college I was commuting to was in England. Yeah, I know, it's far-fetched, but in my dream I would fly to England on Sunday nights and fly back to Boston on Thursdays. You see I went to study overseas in September, however, it didn't work out so I came back to Suffolk. Now somehow or another in my dream I would go to that same school and instead of taking their curriculum I would be taking Suffolk's curriculum with all of the students who I met over there. The weird thing was I no longer hated it. I actually loved going to school there now and I felt at peace with myself to be able to study there without feeling any anxieties. In the dream it worked for everybody including my parents. They were happy that I could finally see England and enjoy it. When I was there I didn't enjoy any part of being over there. So because of the dream I now feel that I have successfully done what is right for me - - to stay in Suffolk."
"083-1"	"#083-1 I always wanted to drive a standard automobile. My friend has a standard Mustang GT. He let me drive it a couple of times to learn how to drive a standard. One time when he let me drive, my brother, my friend and he (the car's owner) were in it. It was a snowy day. The road had snow on it. There was already like 6"" of snow on the ground. The snowbanks were high. As I was driving and turning a corner, I was switching gears, and I slid into a snowbank and put a dent in my friend's Mustang."
"083-2"	"#083-2 I was at work cashiering. It was a very slow night. I saw this girl walk into the store with some guy. I thought the girl was my girlfriend with some other guy. I watched them from my register into the aisle. When she turned around and came walking to the front of the store where the registers are, I noticed it wasn't she, and I was very relieved."
"083-3"	"#083-3 I was on the phone with my girlfriend and we got into a huge argument. She was in her kitchen talking on the phone, where her father and mother were. She was crying on the phone, in front of her parents because of the argument. Her parents asked her what was wrong and if she were all right. She said she was fine; nothing was wrong. When I went over to her house the next night, she stepped out of the room for a minute and her father came in to talk to me for a minute. He said if I ever get into another argument and get her upset again, like she was before, he would never let me see her again because of all the stress I would be causing her."
"083-4"	"#083-4 My father is a police officer and one night when he was working a late shift something had happened. My father was on a call and pulled over a car. When my father walked over to the car, the driver pointed a gun and shot and killed my father. My family and I were in total shock and very upset. Now I was the man of the house, and I had to make sure things got done and had to take care of the family."
"085-1"	"#085-1 I committed a severe crime. I forget what, but afterwards I was being chased. During the chase I got away. For a while I was just watching out for the police, but a person turned me in and police chased me. Gunned me down. I got shot. Ran while shot in the leg. I arrived at my house, but sneaked into my neighbor's house and hid in the cellar. Later during the day I was caught and awoke right away."
"085-2"	"#085-2 I was being accused of stealing my roommate's things from his room. An undercover cop came by and went into my top drawer and pulled the missing shirt from my drawer. He warned me but said we'd make a deal. He left and stuff from my roommate's room was winding up in my room. She eventually found out. However, she said she knew it wasn't me."
"085-3"	"#085-3 I found a winning lottery ticket, but I couldn't figure out how to play it. I asked everyone I knew but noone could figure out what exactly to do. Eventually I figured it out and cashed it in. The money I made was used for important things I needed to pay."
"085-4"	"#085-4 I had the biggest hockey game of my life. I went through usual game preparations. During the game I was hitting well and the game came down to the wire. I passed the puck over to my linemate who scored to win the game. I was psyched afterwards about the team winning. We went to the White House to meet the President because we had won."
"087-1"	"#087-1 I was in a nursing home or a hospital, I was not quite sure. There were large, white rooms with curtains of the same color, and there were standard medical beds. I saw elderly patients eating food, such as bread and sandwiches. There was a supervisor that entered the room. He was dressed in standard doctor's apparel. He had curly, dark, reddish hair and had glasses. He was insulting the patients, and mocking them, and poking fun at them. He claimed they smelled, that they had bad breath and poked fun at the way they ate. He then turned and looked straight into my direction and started insulting me. He pointed out to the other supervisors that I ate funny. I realized I was a patient there. Then the dream ended."
"087-2"	"#087-2 I was in a wide room, but the room was packed with assortments of furniture. There were blue colored slip covers on the furniture. There was a young lady who was sitting on the couch situated in the corner of the room near the doorway. I couldn't see her face. I could hear her voice and I could see her from the neck down. but everytime I tried to look at her face, the lights would darken making visibility poor. Then I saw an old high school classmate who kept telling me that I almost saw her. Then the dream ended."
"087-3"	"#087-3 I was mowing my lawn. The strange thing is my yard was totally different than the real world. There were vast areas of grass, [illegible] wire fences separated each person's property. The houses were far apart from each other. It was also a bright sunny day. I was mowing my lawn and so were the neighbors. But I noticed that they were starting to get hostile. I stopped and saw the two neighbors upsetting each other. The blades of grass and other small particles were flying into each other's lawns due to the mowers. Before it got too ugly, I woke up."
"087-4"	"#087-4 This is one of the strangest dreams that I have recalled. There was a long table in a dimly lit room. The table had a long red cloth covering it. There were six or seven chairs, and seated in the chairs were brunettes. They were dressed all the same, in blue nightgowns. They were discussing about what they wanted for dinner. After a few seconds, a blonde appeared from the left side of the table and volunteered for the task to look for food, simultaneously grinning and exposing teeth. The teeth were shared by two pointed fangs with a touch of red at the points. I woke up realizing they were talking about hunting humans. Preferably men."
"088-1"	"#088-1 Last night I had a dream that took place mostly in my own bedroom. In the dream, I was in my bedroom finishing up my cleaning duties. I could hear my two sisters having a discussion. I tried to understand what they were saying but their words were totally incomprehensible. While I tried to listen in on their conversation, I continually picked up neckties and T-shirts on my dirty bedroom floor. It seemed that I had to pick up about a hundred neckties and T-shirts. The cleaning task seemed never-ending. The quicker I picked up a tie, the more and more I found. I felt a sense of futility in my task. I took time out and looked around the floor. I saw more neckties and shirts on my bed."
"088-2"	"#088-2 Last night I had a dream about cigarettes. In reality, I recently gave up the habit of smoking. In the dream I saw people who I have never seen with a cigarette lighting two or three at  time! I recall that I was at work participating in some kind of activity, when all of a sudden I saw my manager with a cigarette butt in his mouth. The look on his face was kind of strange because he looked like he was mocking me. As I walked past my manager, I saw one of my work buddies with a cigarette in his hand. He was calling me over to do something, but his words were jumbled. All I could see was the smoke coming from the butt. I felt worried during the dream."
"088-3"	"#088-3 Last night I had a dream about my relatives. I was in my bedroom watching TV. I could hear a few people walking toward my door. As they entered, I noticed that it was my uncle and my aunt from Virginia. They talked really fast but I could make out some of the words. In the background, I could see my family and a couple of friends standing behind them. The main thing that my aunt and uncle wanted was to ask me about a girl that I dated. They were saying, ""Who is she?"", ""What's she like?"", ""Where's she from?"" I felt very uncomfortable and, besides, they weren't giving me the opportunity to answer. I tried to yell but I couldn't. It felt like I was on trial. I turned around and dove into bed because I didn't want to hear anymore. They turned around and left the room."
"088-4"	"#088-4 Last night I had a dream that I was a work supervisor who was in charge of hiring job personnel. I sat in a large chair that looked like a throne. My desk was pretty big also, and it was made of a certain kind of dark metal (maybe iron?). As I sat in my seat, I interviewed the first person. His face wasn't at all familiar, but I noticed something strange. His head and face were normal, but his body was shaped like a boxcar. He came in as if he were driving a car (his feet were like wheels). At least a couple of more people came in for job interviews, but their bodies were also shaped like boxcars. As I asked job relevant questions they all laughed. At one point, they all came in at the same time and didn't listen to anything I said. They still laughed and laughed. It was mayhem."
"089-1"	"#089-1 [This is the most recent dream I have had.] The dream has to do with a Baybank automatic teller machine. One day I went to take some money from one of the Baybank ATM's. This ATM ran out of paper to record the transaction of ""fast cash."" I was eager to know how much I had left in my account. But because the ATM ran out of paper, I couldn't tell. I made purchases with my Baybank Mastercard that allowed the store to bill my account. I was a bit nervous maybe there was not enough money in my account, I thought. I wasn't sure whether the bank paid the store or not. So this confusion led me to dream about the ATM giving me a receipt of my transaction, which would have displayed my balance. Strange, isn't it?"
"089-2"	"#089-2 [The dream happened after or before the ATM dream.] In this dream, I dreamt I had my ""Horizon Reader"" book in my bag. I believe the reason why I dreamt about the book was probably due to my eagerness in having it. I left my book in my locker, because my bag was heavy enough. I didn't need to increase the load. So I left it in my locker. But now I regret having done that because I have a reading assignment due next week. I was elated to find in my dream that my English ""Horizon Reader"" was in my bag. Of course this was just a dream. My book is actually in my locker. Strange, isn't it?"
"089-3"	"#089-3 [This dream is a recent dream that preceded the ATM-Book dreams. This dream is of a sexual nature.] I dreamt I was in a hotel. I saw myself outside of my room, while a maid came down with [illegible] equipment. When she got close enough to me, she said things to me that I could not accurately remember. But I did remember her saying price figures. I believe she wanted to sell herself for fifty dollars. I bargained with her and lowered the price to thirty dollars. She agreed to the price. So she would grant me sexual pleasure for thirty dollars. I also agreed. Then strange things happened. I found myself in the bathroom of my hotel room. From the bathroom, I could see people discussing things, just normal things (not sure about the contents). I started feeling guilty; I started changing my mind. I didn't want to have sexual pleasures with the maid. From the bathroom, I could see the maid preparing my bed. She wore [illegible] clothes. The dream ended there. Strange, isn't it?"
"089-4"	"#089-4 [This dream took some time before I filled the questionnaire of the psychology survey.] I dreamt of this kind of a building which I have difficulty describing: [drawing] . The house has a tall musclelike structure above the rest of the house. The dream began with an eerie feeling that I was at Harvard University. Somewhere near the top of the muscle structure there was a nest for a white bird. The view of the house in my dream moved from top (bird nest) to the bottom of the house. The whole house was in view. The transition from top to bottom was accompanied by a U2 music. I don't listen to U2 music but I did once see a video of U2 of one of their songs. There were some people in my dreams on the ground who were supposedly making a movie. I think the director was U2 lead singer himself. He was at the same time the music player. I don't know from where. That was it. Strange, isn't it?"
"090-1"	"#090-1 I was at Fenway with a childhood friend who I haven't seen in over 10 years. Bucky Dent was coaching third base. While the game was going on he came over to the seats and asked me what my name was. The whole time the game is still going on but in a way that didn't make sense. I can't remember why it didn't make sense. The next thing is we're standing in a living room. He's signing autographs and giving me all the baseballs that he signed. It was much longer but by the time I wrote it down I could only remember this small chunk. I do remember seeing this same scene over again about 5 or 6 times."
"090-2"	"#090-2 I was at a swanky hotel it looked like; there were no sounds. I started the dream with the feeling I had done something wrong. I was walking through the lobby. Pinkish/red carpet, lots of big plants/trees. The front side of the lobby was glass at an angle. I was walking, eventually, to the elevator and saw an old high school friend. She said nothing but looked at me with disapproval. This all happened in slow motion. I saw a brunette as me, who I knew at the time but I can see her face now. I got on the elevator. There were several people who I didn't know. As soon as the elevator started up I knew what was going to happen. The elevator shot through the top of the hotel. No one panicked though. Everyone was very calm. I pulled the doors apart and we were hundreds of feet in the air. We slowly fell towards the ground. None of us was concerned. We just watched as we fell. It was actually a cool feeling free falling with no anxiety. The next thing I'm walking out the front door of the hotel. I'm watching myself walk out the front door, as if I were watching back on the TV. And then it ended."
"090-3"	"#090-3 I was in some kind of eating establishment, like a Friendly's or a Wendy's. I was having a cup of coffee with a lady who is in one of my classes. No words were spoken. She then looked out the window and said, ""Look. There's Mike, Craig, Jason and Ed."" I turned around to look and across the large parking lot in front of a building that looked like the NAPA store in my hometown are my fiancee's cousins, Mike, Craig and Jason and her Uncle Ed. They were dressed up in tuxedos and looked just like one of the pictures we have of them at a wedding. I remember thinking at the time that was strange. That's it."
"090-4"	"#090-4 Inside of a store there was just like an empty box. No front. This [illegible] building and there were stores on each side like you would find at downtown crossing. It was 4-5 stores from the corner. In the back of the store you walked out a door and onto like an [illegible] channel of water. It was like the underground passageways in Istanbul. A friend of mine and I had hooked up a guitar to an amp and run an extension cord to the corner. Neither of us plays the guitar in reality. I'm in the back on the indoor boardwalk. I walk down a couple of shops having a cigarette and I hear this song playing. At first I think it's a radio but as I walk down to the ""store"" there is my friend playing the guitar with a drummer and two back-up singers. The song sounds great. I've never heard this song before yet I'm singing the words in the dream. They finish. There's a large crowd in front of the store. I feel envious that I missed a chance to play. One of the singers collapses what it looks to be a baby stroller. My friend asks me if I'm going up to school. I think to myself, ""Do I have time to go home and change first?"" I remember [illegible] It ended there."
"091-1"	"#091-1 This morning I woke up and the dream I remembered for last night was about my being at a big social dance. Over there I recalled dancing with a few women that I know. Later, I remembered that we left with a few friends in my car, and I forgot what happened after that."
"091-2"	"#091-2 I dreamed that I was with my girlfriend. Then a Chinese person began throwing stones at my back car window. In this confusion with the Chinese person, I also remembered having ice cream with my girlfriend. Meanwhile, the Chinese person was still throwing stones at my window, but the window would not break. I remember shouting at that person. That is all I remember."
"091-3"	"#091-3 I dreamed that my friend opened up another laundromat. My girlfriend works for her sister's laundromat. I dreamed that they opened up another laundromat, because they are so busy, and the one they have now isn't a very big one."
"091-4"	"#091-4 My last dream was about my playing baseball at my family's apartment building which they own in Londonderry, New Hampshire. My family has property with a lot of land in New Hampshire, and I dreamed that I was there with my sister and a couple of friends, and we were playing baseball."
"092-1"	"#092-1 My first dream was I was at my work and I was watching football in work. It was dark and rainy in my work. And, I got locked in work overnight and had to sleep there and work the next day. That is all I can remember."
"092-2"	"#092-2 My second dream was I was in Canada since I was there about two weeks ago. I had a dream I saw my girlfriend with someone else. I kept trying to talk to her but she couldn't hear me. I finally woke up and I was glad it was a dream."
"092-3"	"#092-3 My third dream was I was in the mall and I saw some kid steal something out of the record store. The cops chased him around the corner and instead of grabbing him they got me. I tried to talk and nothing came out of my mouth so they arrested me."
"092-4"	"#092-4 My fourth dream was I called up my friend to go out but before I went to bed I was drinking. Unfortunately for me to get home that night my friend had to drive me home drunk. So that night I had a dream that my friend and I were driving around this [illegible] and he skidded out but nothing happened to our car. Six to eight cars behind us flipped over and got on fire. It reminded me of a scene I saw in the movie,  ""The Good Sow."" I got out of my friend's car and walked away and didn't get caught."
"093-1"	"#093-1 I had a dream that my father bought three cars for me and gave me a choice of which car I wanted. I could not make up my mind. They were all nice cars. They were three Lincoln LSC's. I took a black one for a ride and ended up in a beautiful field that had many flowers and lush green grass. I kept driving, and I never ended up anywhere. I kept seeing the same street sign over and over. It said next exit three miles ahead. Then I woke up. The dream was senseless."
"093-2"	"#093-2 I had a dream that my friends and I went to Florida for spring break and I forgot to pack my hairbrush and my razor. I remember I was really frantic because I needed those two items. My friends kept saying that I could buy new ones, but I did not listen to them. I was pretty mad at myself for forgetting. Then I woke up."
"093-3"	"#093-3 I am having an exam in my culture and diversity class. There is a lot of material to remember. I had a dream that I was sitting in class taking the exam and I could not remember anything that I studied. The clock kept ticking away and I could not write anything. I started to cheat off the girl in front of me. I wrote all her answers down. The professor was getting suspicious. I started to sweat a lot; sweat was dripping down my forehead. The teacher came over and whispered the answers in my ear. I could not believe it, but when I looked down on my paper it was blank again. Next thing I woke up."
"093-4"	"#093-4 I dreamed that I was at work and I had a fight with a customer over the change I gave her. She said I gave her the wrong change, but I did not. She kept persisting and I got madder and madder. I called the manager and had him talk to her but she said I stole her money because I needed it to buy new shoes. This made no sense to me. How would she know if I needed new shoes or not? I told her she was crazy. Next thing I knew she was grabbing all the money from the till. I told her to stop stealing. She said she was not stealing; she was just taking what belongs to her. The money did not belong to her; she was a thief. I started to grab the money back and then I woke up right in the middle of my dream."
"094-1"	"#094-1 My first dream started off at the carnival. I was on the ferris wheel with a girl when all of a sudden she was kidnapped by four thugs in a van. So I quickly jumped off, got in my car, and chased after them. When I finally did catch up, they pulled out machine guns and started shooting at me. I then pulled up next to them, grabbed the girl somehow and rescued her."
"094-2"	"#094-2 My second dream had to deal with me getting into an accident that day. All I kept dreaming was looking in my rearview mirror and seeing a car coming right for me nonstop. He then slammed into me and sent me flying. It was more of a nightmare that really did happen. I just hope it's something I never have to live or sleep through again."
"094-3"	"#094-3 My third dream was about me going to visit my girlfriend in the hospital. In real life, she is currently wearing a neck brace and an arm sling due to some guy hitting my car from behind. However, in the dream, I pictured her being much worse lying in a hospital bed. How much I wanted to kill the guy who put her there."
"094-4"	"#094-4 My fourth dream was really stupid. For some reason all I remember was going in and out of a particular door in a business building for no apparent reasons. In and out . . . In and out . . . In and out . . . It made no sense. All I kept doing was going outside to talk to someone only to come back in and then go back out again"
"095-1"	"#095-1 I had a dream last night that I was at work and a man came in and wanted a sandwich. (I work at a deli.) He asked for a hamburg sub, like the one at DeAngelo's. We don't sell those. I found a little bit of hamburger anyway. So I then started to cook it in the microwave. We usually only cook pastrami in the microwave. I put pastrami in with the hamburg. The weird thing was that when everything was still cold and before I put it in the microwave the cheese that I put on it was melted already. Then I asked the guy, who looked like he was part of the Hell's Angels, if he liked the cheese melted and he wanted to know why it was melted before I cooked it. Then he asked me how much hamburg I put in. I showed him the little bit I had put in. (We put things in a dish when we cook in microwave.) Then he said that I should charge him less. I told him I put pastrami in it also so it would be the same price. Then he got upset. I was nervous when getting everything ready and I took out a hot dog roll to put the sandwich in but he said he wanted a sub roll. Then another customer wanted something at the lottery so I went over to take care of that person. There were all these people at the counter. My cousin, who does not work there, was behind the counter and I could not squeeze by him because he was too fat. Then I started panicking and getting real nervous. Then I woke up."
"095-2"	"#095-2 A dream I had recently went like this. I was at a cottage on a dock we stayed at in Nantucket. I was in a room with my girlfriend and a few of my friends. We were all drinking. My girlfriend was in the room but she was wearing a bikini. All my friends were staring at her. I began to get mad but I held it in. I can remember becoming really uncomfortable. While we were all sitting around drinking I told her that she should change, but she did not listen to me. Then one by one my friends started talking to her and trying to kiss her and grab her breasts. I flew off the handle. I grabbed everyone who did this and threw them out a window into the water. (The cottage was part of the dock and it was on stilts over the water.) Then my girlfriend started to cry. I asked her why she was crying. She said because they were my friends that I threw out the window. I kept telling her that they weren't because, ""They were trying to kiss you,"" but she couldn't understand that. I woke up, but I had the feeling that when I woke up that something was unresolved."
"095-3"	"#095-3 Another dream which I had was one in which there were kids in the woods somewhere. I was with my brother and they were behind some bushes. They were being loud so I threw a rock at them. They began to chase after us. I was saying to them as I ran, ""I'm sorry."" I remember feeling like a coward with my brother watching me do this. I ran into my house, but it was not my house. It was someone else's house and I thought it was my house. I locked all the doors and windows so no one could get in and then the kids started throwing bricks in at the windows. I became scared so I called the police. They never came. Then my brother and I went outside through a window or something that they could not see me leave. We watched them throw bricks at the house. Then one of them wandered over to us, and I began to talk to him. He was siding with me and forgiving me for throwing a brick at them. Then he called them, the rest of the kids, over to us and they were not so forgiving. They tried to hit me over the head with a brick so I tried to cover my head. I have no idea where my brother was as I tried to escape. Then I woke up feeling my heart racing. I was sweating and afraid but at the same time feeling like a coward."
"095-4"	"#095-4 I had a dream in which I was out at a party and my girlfriend was with me. There was a kid she knew from my old high school. She was flirting with him and I tried to keep her from doing it. She just kept doing it. He kept flirting back even though I was right there. Then I remember walking into the bedroom and she was in there on the bed with her ex-boyfriend. She was having sex with him. I pushed him off and started to fight with him. He disappeared and she was on a couch with two boys who were both having sex with her. I remember very vividly feeling the walls and things in the room coming closer to me like everything was closing in on me. I was helpless. I woke up feeling very uncomfortable and angry."
"097-1"	"#097-1 It was a rainy night and I was on patrol with the police department. The roads were flooded because it was raining so hard. We were patrolling the east side of town when we came across two people who looked as if they were breking into the car. My partner put on the highbeams and the ""take-down lights."" The person on my side took out a semi-automatic gun and began to shoot at us. Both my partner and I were hit. When I looked over at him, he looked dead. As the people kept shooting, I crawled to the edge of a hill and slid down to the bottom. Then I floated down a street where I reached up and grabbed a pay phone and dialed 911."
"097-2"	"#097-2 I was in a subway station, but not any of the ones in Boston. I think it may have been in New York. One of my bosses from a restaurant that I work in was there. He had these two guys chasing me. They chased me all over. I fell down a large set of stairs and then got up and ran. All I can remember is that they were still behind me."
"097-3"	"#097-3 We were off Admiral Street sitting on a house that has been known to have drugs deals there. There were at least two patrol cars that I could see. I was alone in one. I went into the house and arrested various people, but the one I caught happened to be my sister. I did not know what to do. Do I arrest her or let her go? She had just had a baby in February. I arrested her because it was my obligation and it was the best thing for her. I then became scared that the court would take away her baby, but I would file for custody."
"097-4"	"#097-4 I was riding down a tower's stairs on my bike and we were about three stories high. A friend of mine wanted to bust me up by throwing my bike over the side. I told him that if he tried, I would beat the hell out of him. All of a sudden he threw my bike over. So I hit him so hard he fell over the edge. He fell about three stories. When I looked over the edge he was dead. I walked down to see if were really alive or dead. Then I saw my brother-in-law walk by. I called for help but he would not come over to help. When I looked at my friend he was alive again as if he were waking up from a sleep."
"098-1"	"#098-1 To understand this dream you have to understand my family. In my eyes, my father's mother doesn't care about us. She never calls to see if anything's new or just to check up on us. I maybe see her 4-5 times a year and she lives in the same city as us. My mother's mother is always around and would do just about anything for us. Anyway I am at a party with my family and father's mother comes and starts bitchin' at us for no reason. I blow her off cause I'm fed up with her. My mother's mother comes and I give her all of my attention and do anything she needs. Then the dream turns to where I see my sister lying in an alley beat up. The kid who did this was a kid I don't like from the projects. My cousins and I get a hold of him in front of my house and we beat the hell out of him. When we're done and walking into my house I turn to see him gasping for breath and bleeding very badly in the middle of the street."
"098-2"	"#098-2 I was reunited with all of my friends from years ago. [A lot of the friends I had when I was younger are having difficulties with police now.] Anyway we all were standing under a streetlight when something happened. I don't recall what, but the next thing I remember is my friend Paul and I were running through alleyways, jumping fences and climbing on the ladders that are attached to apartments. The police were chasing us and we were trying to escape. When we got on top of one of the roofs and the police were catching up, a door we needed to get in on top of the roof was locked. I ended up kicking the door in and after that we kept on running and a few seconds later I woke up."
"098-3"	"#098-3 This dream was short and to the point. My girlfriend and I have been together now for almost two years. The relationship that I am in is incredible. We match together perfectly. Anyway the dream that I had was of our wedding (the church, the reception and honeymoon). Of those three the reception is the most vivid. Everybody was drinking, dancing and having one great time. Melissa looked as beautiful as ever. I myself didn't look that bad. Then on the honeymoon we went to Disneyworld. I personally have been there three times and I can picutre Disneyworld real well. In my dream Melissa and I were riding on all kinds of rides I remember from being there before."
"098-4"	"#098-4 My friend Paul and I were at a convenience store. These two guys came into the store. There was an argument between them and us. Outside the car one of the guys came up to my window and started screaming and waving a gun. I took off with Paul and they chased us. After a couple of minutes into the chase I got a flat tire. Paul and I said that if we split up it would be harder for them to chase us. I ended up running to the fire station where my father was working that night. He took me up to the third floor. All of a sudden we both saw one of the men trying to get at us from outside as he was trying to get in through the window. Once he got into the room I ran right into him causing him to fall right through the window. I thought I had killed him, but I looked out the window. He had only fallen into a hedge that was out on the second floor. As my father and I looked over he was pulling out a gun. I ducked and my father was one second short of ducking and ended up getting hit in his right side of his ribs. I picked my father up on my shoulders and carried him throughout the fire station. I was very aggravated because of what had happened so I hid my father in the fire station, got an axe off of the fire truck and went looking for this person. As I was retracing my tracks the stupid phone rang -- woke."
"099-1"	"#099-1 Dreamt I was in some kind of a war. I was trying to rescue someone from a prison. I don't know if I was working with the government or on my own. I do know that the person I was trying to rescue was important to me. It took place in a jungle. That's all I really can remember."
"099-2"	"#099-2 This dream was one of the best ones I've ever had. I dreamt that I was able to fly. Not just fly in the sky, but in space. This dream did a lot of skipping around on me: as if I were changing channels, so a lot of it doesn't make sense. I do know one thing for certain -- that I was able to fly to the end of the universe. At the end there was nothing but a white and black light."
"099-3"	"#099-3 This dream was very strange. I was hunting demons. The only thing I had to hunt them with was a sword. It seemed to be happening in the nighttime. I had a companion with me, a girl. I can't remember anything about her -- why she was there, if she was a friend or relative, or if I saved her from something. All I can really remember is the desire to kill these demons. I'm not sure why I wanted to, but I think it is because they did something to me or my family, or they took something from me."
"099-4"	"#099-4 I was brought to the future. The world was war-torn. The people that brought me there were rebels fighting aliens that took over. They showed me tapes of when this take-over was to happen. They sent me back to my own time to try and stop them. I got as many people as I could to help me, but they all ended up dying. I was able to slip a computer virus into the mother ship's main computer, causing them to return to their own planet."
