"n"	"date"	"dream"
"031"	"(04/09/08)"	"I was in competition with another newspaper for a story. A big story broke, and I was sent to cover it. I was worried about when I should leave for it. It ended up getting dark and I just sort of hung around the parking lot of the newspaper where I interned. I was thirsty, and I went to find water or something. I went home and took a shower. It was one of the houses I lived in when growing up. There was a photojournalist from the newspaper where I work doing a story of Obama or someone like that living in the house. I stepped out of the shower and the photographer was sitting right there on the couch, with a clear view of the hallway. He took a shot of the candidate with me in the frame in a white towel. As I moved to quickly get into my room, I slipped. He took another shot. I grumbled about how they offer no privacy. The journalist, a young girl eager to get a good story, came in to talk to me. I offered some good quotes (I can't remember them) as I was trying to fall asleep. She put them in the story, along with pictures. One of the pictures she got was one of me with a skinny black girl, the daughter of someone famous. One was me with my arms wrapped around her. The other was of my chest on her breasts. I had a distressed expression, like I was confiding something to her. The reporter had painted versions of me from the shots. They made it into a ""This American life"" photo story that was up for sale. It contained shots of everyone with me in the family business."
"032"	"(04/09/08)"	"After a long day on the job I went to my small apartment to rest. It was set up like the apartment from the dream where the employees of the newspaper where I interned came to my place. Except this was darker, with no windows. It was built in to the side of a grassy, shaded hill in a residential-type neighborhood near the lifestyle center. Either a puppy or stepbrother was there -- I was worried that I'd need to take care of him. Then Sue, the co-worker at my college student newspaper I was attracted to, came in. I didn't know it was she. She was working on some sort of protest or big assignment -- to get these files that will prove a group of people or animals or something like that was being subjugated to a cruel rule or being bullied or their rights were being infringed on. She said, ""I've been crying in there for 10 minutes,"" is how she came out. My hopes flew. Did she break up with him? I asked, ""Oh, no-- how come?"" ""It's just wrong what they're doing to them -- I have to do something to stop it."" I was disappointed, but jumped at the chance to help her with something. ""No matter what, I'll help you get this done."" She began the quest. She was the leader -- and a lot of liberal volunteers stepped in to help her. They began by running through the base -- there would only be one chance to stop it. There was a great robotic AI cyborg in there. Me, I moved along with the group -- unsure what the plan was -- but I was going to support them the whole way. I had more attack power and defense than any of them. I got too ahead and lost my way and fell down somewhere and had to re-spawn -- to join the group it required one of two crappy pistol-type weapons. I had them, but wondered why you needed loot to join. I thought, as I killed a creature, ""is there xp sharing?"" I thought, ""no,"" the level range is too great. I found several of them, including the second in command in an elevator/puzzle room. There were tiles that supposedly had to be stepped on in a certain order. One of the people had been working and memorizing for hours. I stepped on the tiles and barely made it up to the centerpiece as the girl had her hand on my head. She was supposed to be helping, but she was preventing me from jumping. I knocked her hand off and jumped and stretched and made it up. She was nice enough... As it turned out, just as I thought, it was not an elaborate puzzle at all -- it was a lift system power coupling. I pulled the switch and the thing exploded. I jumped out of the way and everyone was ok. We then approached the main gate, where I knew the showdown would take place... we were about to get inside when I woke up."
"033"	"(04/26/08)"	"Sue, the co-worker from my college newspaper I was attracted to, lived with her parents in the town where we went to college even though she's really from another town. I went over there after class to then go out to lunch with her. We were about to leave, then her boyfriend came over. She made fun of him for being shorter than me. Put her arms around him, then put her arms around my neck to see which embrace felt more natural. She was having trouble in economics, with a new professor. I wondered to myself why she was doing this."
"034"	"(05/08/08)"	"On a big playing field in my home state (though it looked like a professional baseball stadium), completing on-field obstacles with two other martial artist guys. I was bigger, faster and stronger, but they were more skilled at flips, tricks and techniques. We were completing tasks... The field turned into a house on campus. Morning was creeping upon us. Girls were there watching. I swung from a bar on the ceiling to kick in a curtain/screen. It was quite a distance, but I managed to cover it and kick the target. But my damage was minimal. I was going to run to get something to improve my flight... then, though, morning came. People were running to run. I was running to get somewhere. It felt so good just to run and not get tired. Like driving really fast on an open road, only with the satisfaction of knowing its all you. There was a field to my left, with a construction curtain thing on stakes. It was filled with huge, colorful toads. Then I went on to school."
"035"	"(05/08/08)"	"I'm going back to college for a semester. It all seems so small, like I've risen above it. It is actually high school. I feel like a college student in high school. I don't want to meet with my friend Andrew because he is so depressed. His ego is so fragile it seems like the slightest thing will send him into a cycle of depression. The layout of the school is like my old high school and the nearby art center. I am near the town's lunch area. Andrew goes in to get some food. I start walking toward the arts center lunch area. Before this, I run into some old friends, the Kelly Gill crowd. I move around the corner, but it's empty. In my time away they've combined the lunches. But someone calls to me on the way. Off to the side, where I sat with lunch with my high school sweetheart Cindy that one day, as people saw us together as they walked on to lunch. They were in the grass. Like one girl I knew in high school and that sort of people. They mixed with my college friends. They all wanted to get up and go. We went somewhere. Before that, I showed them pictures of my painting on the wall. Peeling a fruit like it had layers, like it was a part of the wall. The fruit, which Andrew bought, looked like a large gourd. It turned into a tent. Most were very impressed with my work. But Andrew had painted a less-good slogan over my good friend Doug's famous words in darker colors. The fruit peeling, I found the layer that had been painted and then grown over. People wanted to go someplace... so we left."
"036"	"(05/08/08)"	"We were driving, but then we had to stop. Cassie (A friend of mine who I am often concerned about, but attracted to. She fits that chronically distressed girl stereotype.) was tired. I had my car, and there was one other car in the bunch. We were at a rest area in a field. It felt like there were eucalyptus trees all around. There was a fancy restaurant nearby. It was a popular picnic/vacation area. My brother Gerald got into some trouble with the police and went somewhere. There was a mean professor-like boss controlling our every move. He was up to no good. Like an evil Professor Kreps (Pulitzer Prize winning professor who advised some of my work). I was on his good side. He had no sense of emotion. We both went into the bathroom. He said I was doing a great job on the class project with the graphic info boxes. I took that as trivial. The sinks each had small, exotic lake creatures living in them. Isn't that inhumane, I thought? The soap would hurt them. People started coming in, and the conversation ended. The cop decided to round all of us up for whatever my brother did. Instead of having our cars all arrayed, he had us line up so we couldn't approach him or get away so easily. I hadn't done anything, but he figured guilt by association. One of those old, Smokey Bear hat cops. One of my brother's friends left then came back in his white custom truck. He tried to get past by running it against a tree, but the tree fell on the cab, crushing it, hitting him on the head, breaking his neck, and causing him to fall out of the car. I ran there. I wasn't fond of him, but he was still a person in distress. I ran, and saw him in a gutter, neck broken. I didn't want to move him, but cars might hit him here. I couldn't just leave him. I slowly straightened his neck. I heard a silent scream; since he could have been paralyzed, his brain was talking louder. I lifted him, and he kept his neck straight. He could walk, but I said, don't move, keep your head absolutely still. You might be able to walk now, but the slightest movement could paralyze you for life. You don't want that. I'm going to get help. Don't move -- and don't worry, nothing will happen. As I ran to get help, I saw my friend Cassie semi-nude waddling toward the bathroom. Contemptuous. I went to the cluster of officers for help. They ran toward the scene. I told them what had happened and they immediately responded. Next... I was helping with a murder case near the civic center in the fantasy school where I ran to catch the bus that was shaped like a theme park. I got a parking pass, and parked on the edge of downtown behind a red phone booth in a tow yard owned by an Indian guy. "
"037"	"(05/11/08)"	"Sue, the co-worker from the college newspaper I was attracted to, was swimming with me. It was a pool party, and there were games. People jumping in, going for a ball, or something like that. I was melancholy about something, she offered advice. We were going camping next, and she helped me set up... Later, I drove to my high school sweetheart Cindy's house on mother's day. I opened the door, went inside, and prepared to be waiting there with some pastries. I chickened out. I  left, with my dog in the car. Lauren (my high school sweetheart Cindy's sister) saw me drive away. She came out. She called me. I said I was ""in the neighborhood"" and wanted to say ""hi."" She was the first to wake up. I then went to a pool area where I found we'd got a lot of multi-colored geckos, snakes and turtles. My old turtle was hungry -- but the food had all been replaced with teeny tiny little turtles. A rainbow gecko had fallen into my turtle's tank; the turtle lunged and swallowed it nearly all the way. I expected the nippy snappy to have cut the thing in half, but it didn't. It swallowed it like a snake. But the gecko wriggled free, unscathed. I took it out and set it free. But it bit me multiple times, almost drawing blood. I touched a poison dart frog. Just brushed it. I began to feel strange almost immediately. I tried to feed crickets to some of the critters, but the bag was filled with tiny turtles. My mother came home and went out into the pool area where I was slumped down near a chair or mini bar. I said I'd been bitten by a mamba or something, but had taken the correct anti-venom; I had earlier and had the healing bite mark to prove it on my right arm."
"038"	"(05/11/08)"	"I was driving with my mother and a friend to Iraq. We were approaching through Saudi Arabia or another quasi-friendly country. I was tired, so my mother offered to drive. After a moment, I said I'd take over -- it would draw more attention if my mother was driving. I was worried they'd find the drugs in the glove compartment if we were stopped -- they could have search dogs at the checkpoint. We got in and I went to the beach with my friends Andrew and Nate (friends from college). We walked around, saw some cute international girls, and were making jokes about the pings and occasional zips of bullets that zinged past. Everyone started laughing. An Iraqi policeman was making gestures with his gun, like it was making the noises. He had just a small pistol. Then I saw a dark, shrouded terrorist-looking shape in a doorway near a cargo container. I yelled, Officer! Policia ! Look! Terrorist! I pointed, and ran across the fine, dirty sand. Then they all lined up, wearing revolutionary military olive uniforms with Arab squiggles. They charged, I ducked into an alley between shanties. One came sprinting, and I stood in a shadow. I jumped out, tripped him, and began pounding his face with my fists until he was still. As I made the initial lunge, I thought, he's just a punk kid recruited by this shitty demagogue. He's no soldier. That may or may not have been true. Bottom line, I surprised him, and here I was, bashing his face in. Once he was down and out, I had to be sure he'd stay that way. I took off his helmet and dispatched him with it with three blows to his head. I took his gun, and his bandolier. I sprinted down the road to where Barack Obama was doing a book signing with limited security. He wanted to make a statement. I ran up with my gun back and hand forward, palm out and fingers splayed, a gesture of, ""I mean you no harm."" The sage saw this, and told his lone security man to ignore the gun, that I meant them no harm. I told them to get down and take cover. They ducked into a shanty. I told them, and we went out. One was approaching. The gun had come unloaded. It was an M1Garrand, not an AK as I'd expected. I took a clip out of the bandolier and loaded it. It took a moment, but it was simple enough. I held it out and looked down the sights. It was simple enough. But the sights were a little bent. Oh well, I'd make due. I had to go back for Nate and Andrew -- before I ran for help, I stood for a moment and thought, god, I can't just leave them. I began to sprint back, with Barak and a couple of his men behind me. Then they walked toward me; hey! They were released. I let Andrew check out my M-1. "
"039"	"(05/12/08)"	"I went back to the town where I went to college, surprising most there. I went to the college park office, and then back to my old building. I went inside. I saw that Ramy, behind my back, had rented the place out to one of the Joe-crowd rabblers. (Ramy is a former college roommate.) My room was being lived in by a timid, younger kid, the sensitive little indie type who cries when people bash him on xbox live. His name was like Corey or Derek or something like that. I told him he needed to pay $200 per month, and I'd throw in a free cordless phone, because that's what he said was ""being in the future."" Later, I visited Michelle and Neil (neighbors who were my friends). As always, they were happy to see me. They let me stay over. I watched Desperate Housewives, but the episode cut off at a really dramatic point. I had to go, but also really wanted to see the conclusion. Neil had put that, and a lot of other books in my backpack. Good guy."
"040"	"(05/12/08)"	"I woke up naked for some reason, and wrapped myself in a towel. I climbed out on the porch roof -- the house was similar to the summit view place. I looked down, like in call of duty, and prepared to snipe someone or something like that."
"041"	"(05/16/08)"	"Going on a trip. Monkey that is really a cat that is really hairy. Inside a zoo along the way. It is hurricane-force winds. I get down. Everyone else follows suit as we walk down the mountain. My sister gets high on a spliff from Ali Mellis (someone I went hiking with). Everyone is tired, and I am constantly thinking about water supplies. I am on a road trip through some strange road area, where there are multiple water parks. We're looking for one, but it is terribly out of the way. The others look like a lot of fun, but we want to find this one. I have a good sense of map in my head. We come under attack from a call of duty helicopter."
"042"	"(05/18/08)"	"I get a girl to come on to my friend Andrew. We throw them on the trunk of a car and take off. We being me and some of her girlfriends who think it would be funny. We tell Andrew she is all hot for him, and he makes his move. He gets confident, cocky in his advances, and eventually they kiss as the car races through town. He touches her leg, her breast, and they kiss. Andrew humps her lips with his face. I grimace, and yell, ""you're doing it all wrong! That's disturbing, and disgusting and embarrassing!"" There's his camera on the seat. I start taking pictures through the back seat glass. The car goes over a bump, and Andrew is thrown off. We lost him. I say to go back to look for him, but fear he's died. At least he died doing something he's never done before."
"043"	"(05/24/08)"	"Girl in the Starbucks/bar who I keep making eye contact with. She's gorgeous, caring, nice ... her dad is mean, doesn't want me anywhere near her. We go on a road trip somewhere. We sit together. I make Bruce (a half-brother, age 2) cry. She has straight dark brown hair, a long angelic face, and warm eyes. She's obviously hot, and everyone looks at her that way. And wants her, but think they can't have her. I see her eyes, and they tell me a lot. We are going somewhere, and she comes with me against her father's wishes."
"044"	"(06/04/08)"	"I was working at a newspaper, and was sent out on a story. I wound up at a gas station. I needed to get gas, and some other stuff. But I was stressed about my job. I bought all kinds of useless stuff that I didn't need. I also bought some tobacco from a vending machine, and a packet of sugar that I'd already opened. I went to the counter to return them. The packet tobacco -- I couldn't use it, unless I chewed it or ate it... and who wants to do that? The lady behind the counter took the return in her hand in different pieces. ""What sexual addiction do you want that will kill you?"" she asked. I took American spirit cigarettes, the yellow organic pack. Then I went on to work. The roads were completely flooded, but I drove through anyway. I met A co-worker I was attracted to at the office. She was working on a big story. With her, my feelings come out as a mix of love, jealousy and respect."
"045"	"(06/12/08)"	"There was a competition going on. A battle in an old World War II European city. I had to complete several obstacles, like cross the beam, knock down the pins, and match up colored icons. There was a giant robot with a lot more xp and points than me. It had missiles and my attacks were fruitless..."
"046"	"(06/12/08)"	"later, I was trying to stay awake. I was with a friend and Kristen Needles (a photograph friend) in an apartment. She was doing lines off a table. I wanted to try some, so I sniffed a line. I almost snorted into the big pile. She cut up more with a credit card, and dumped some liquid coke that turned into a powder from a benzoil peroxide-based facial cleanser bottle. I then ate a large amount. I felt buzzy. Then I woke up and kept coming back. When awake, I expected to still be buzzed... I used it as an excuse. ""If I take this, I have no excuse to stay asleep."""
"047"	"(06/15/08)"	"I was in a theme park-type place. It's flat, lower budget. More like a historical old-time city, like what the city where I first worked would look like if the tourism industry took over. Sort of like if it became more like a nearby tourist city."
"048"	"(06/16/08)"	"I am waiting for my mother outside Wal Mart. She is taking too long to pick me up because I suspect she is distracted. She's turned into an impertinent, rude, stupid person lately. When she finally does arrive, I call her on it. She is having long phone chats with someone. A dentist named Barry, an older guy who works near the old dentist place near Wal Mart. I demand to meet him, so I stay in the back seat of the mini van until she goes over there to see him. He seems like a nice enough guy. He gets out of his car and gets into the front seat. I shake his hand. He says something. I lean forward because I can't quite hear. ""Nice to meet you"" is all I say. I want to fight back tears at this betrayal. I don't let him notice. The exchange is brief. I get out and disappear into a dark space, then re-emerge deep underground."
"049"	"(06/16/08)"	"It's a man-made labyrinth of windowless, doorless passages, the walls covered with a cushy material, like the padded carpet inside a cubicle. I run fast, barely able to see in the dark. I realize that this place is my new place of residence. I'm interning here. On this planet, people have been forced deep underground. It's safe, but endlessly dreary. I shudder at the thought of spending eternity wandering these halls, that seem to warp as I run. I don't know my way. I wonder, will I ever get used to this place, be able to pick out one gray, faceless turn after the other? I eventually come out into a chamber, where two short people are. They are stiff and talk in script like video game characters. They explain to me why their height is so small. I say, ""Why am I so tall?"" They are benevolent. The bald one in a dark suit was my boss, but also nice. I look out the ""window"", into a lighted cavern outside and a giant green toy story alien appeared. It reached in and was benevolent. I wondered, why does my university alma mater have a partnership with Disney so these characters wander around during games? Probably because the university is in a strange state. No other place has this. Visitors ought to be impressed. Next I was in a gameworks type place, but with a high tech laser tag game. I had an empty pistol holster and an automatic weapon, an smg with a large digital IR scope. I can turn it to see around corners. It was modified to shoot the special beams. This was like paintball -- bring your own gun. I was scanned at the door when I went in by a skinny, long-haired bouncer type.. It was like being welcomed to an exclusive club. For $10 I also got 100 tickets to buy gun upgrades and the like."
"050"	"(06/25/08)"	"In a city where crime families run rampant. They rule by manipulation, influence and the perception of unchangeable tradition, ""it's always been this way,"" more so than violence. To gain political clout, they kidnap people and interbreed with them. Like the one blonde woman who was captured years ago, made to marry a boss and who I interviewed in her front yard that looked like a house our family once lived in, with the salvia bed and impatiens under the palm. She had a slip of the tongue, where she said something like, ""back when they took me to this house"" or something that indicated that she wanted rescuing. I asked to confirm, did you just say ___? she said yes -- she uttered a code word. I arrested the guy. The case I was currently working on was like that. It involved a scion of the bunch setting up another young girl -- her daughter -- to be kidnapped in a similar way. Though this one may have gone awry. Remember, this place was more and more governed by violence. I was just a reporter -- but they quickly deputized me when I found myself in deeper than most of the clueless cops -- who had looked the other way for generations, because ""that's the way it's been."" But when the outside influence began creeping in, to clean things up, they were met with huge resistance--a limo full of thugs got into a gun fight. I took some out from a balcony window. I had a James Bond ppk, and also a fallen bad guy's magnum revolver. I joked about going in with both -- or even going in with two sawed-off shotguns, two over-under guns and a high-tech pump gun. We were low on weapons and heavy-duty ammo. we had a supply of Thompsons, but they were in pieces and disrepair. Standard-issue guns weren't quite enough. I wanted a new hk ump or something -- but they just weren't available. I also remember teaming up with the sister of one of the kidnapped people, who was in the station for questioning. She suggested I keep behaving the way I was -- it's why they gave her the add pills. Looking at all the mess of discarded half-empty clips, malfunctioning guns, obsolete revolvers on the floor of the hotel-turned police headquarters. Earlier, I was trying to track people down through phone records and calls made through a central node. They were in this lakeside residential neighborhood, around the constantly rain-soaked downtown area. It's as if the computer age met the age where lines were still connected by hand. I'd gotten a list from the phone girl. The pills are how the girl from the family keeps skinny. I was knocked out in a car. But I awoke and overheard the story of how something happened -- how the people fought each other, and how they were going to or did abduct the kid with the help from the kid in the family selling out his own cousin. It's about family betrayal and politics."
"051"	"(06/30/08)"	"I was on a road trip, and stopped off at a Wal-Mart, with an RV-tailgate area in the parking lot. I was with a few friends... but we were really like bounty hunters or soldiers of fortune. It was an island kind of like the one in the video game Halo 1 ... long story short, I was inside the store, and people started shooting. I took that as a cue to use the diversion as an advantage. I went in and grabbed as many guns as possible. I looked for the flashy ones, the big ones and the expensive ones. Magnum revolvers. Old, big pistols. Cross-bow conversions. Long-range rifles. We had small arms in the Winnebago. I later went on the run, being chased and hiding in a canal. It was filled with algae. I climbed a fence. I came out later on a golf course and was running from a helicopter that had an easy time spotting me in the open."
"052"	"(07/22/08)"	"After going out into a mangrove bay for a midnight kayak trip off a large pleasure boat for nighttime navigation, the canoe overturned and was swamped. I was practicing with Stephanie Haroldson (a friend from college, and now a co-worker) how to turn it over and get the water out. We got moving once the guide showed up. We then tromped into the woods. Mosquitoes. And then came the swarm of horseflies around the endless carpet of low, spiky sticky lily type plants. and then we decided to go elsewhere... to a snow-covered mountain. Me and the weekend gang from where I went to college were barreling down without skis or sleds. I zoomed. Then skidded at the bottom. It was great. Then we went up again. The operator said we were lucky, that he only sent the huge gondola up three times per day. But once we came down again, sliding, still with clothes on (yeah, Vanessa, or was it Justin?) didn't want to go unless we did it naked -- both are friends from college with that kind of attitude). We went on again and because we didn't want to get naked, Justin didn't go. The guy said, get ready to freefall. Instead of falling, he joked, and lowered us down. I joked it was like tower of terror. We went up, and..."
"053"	"(07/22/08)"	"I dreamed of my former girlfriend Karen. It was a mix of lust, jealousy, want and affection. I was with her in an older house, hybrid of summit view and vista place. We went upstairs. She wanted to talk and was flirtatious. I left her briefly and when I returned it had rained and everyone was gathered in a high-school like hall lobby, where a dance party was taking place. I was looking very much forward to dancing with her. But she was dancing with some other guy, my polar opposite, the tall typical white fratty guy. It hurt, but I let her go without saying anything. She was the type who couldn't be cloistered. And I felt that her heart was true. If she really did care, it wouldn't mean a thing. I walked to the back of the room, into the theater area. It was dark. Safe."
"054"	"(07/31/08)"	"I was on assignment to cover both an amusement park something or the other (a race?) and a military homecoming/departure. I was just dropped into the setting -- unaware of where I was. But I saw a sign on the highway -- I was 13 miles from the city where I had my first newspaper job. It had the blue and red shield-shaped interstate markers. There were palm trees. The people there talked candidly. One was trying to get his two dogs, breeder dogs, into a pen in the back of his truck. He wore heavy sunglasses -- his vision was failing. But he was chipper. Many of the parents were somber, and one even said, ""there are a lot fewer dead this time"" I said, ""really, is that so?"", so I could get a response to speak to the fact that yeah, this was a good month -- only 5 dead instead of 20."
"055"	"(07/31/08)"	"I got sidetracked at a theme park type place where me and my brother Gerald were getting into this race around a track with three other super-fast go karts. The tracks crossed. We were in the lead for most of the time, even going the alternate passing way. But on the last lap, a car turned a corner faster than we did and jetted slightly ahead. But on the final turn, I took it on the inside, and cut just in front. The other car hit us, and we went skittering. It was unclear who won. But then the organizer, Mike Rowe from Dirty Jobs, but with a strange name and more off persona like ChrisAangel, called up the replay -- we'd spun just across the line and won. I spoke with him, he gave background, etc. and his strange name. My brother Gerald got his phone number. When I got back to the office to write the story -- the office was in the downstairs of one of the houses we once lived in, it appeared, and I had two stories and very limited time. Somewhere earlier there was also a quest for Starbucks in a wet, rainy lifestyle center type place, with a cold ice cream store like the Hagen Daas we always went to in my home town with the wicker chairs. I forgot to ask him how he came to do what he did, he said ""just trying to make a buck."" But I wanted to know more. I called him with my brother Gerald's phone, but the number was not working because his carrier was overloaded. I wondered if he put in the number right, but figured he did."
"056"	"(07/31/08)"	"The part of the dream about my former girlfriend Karen is remarkable. It was as if I knew her-- her voice, words, quirks and comments --they all seemed like her, or at least how I imagine her to be. We are in the front yard of a 70s-style coral stone house. The landscaping is lush, and the deep green grass in front is thick. She and I roll around in it, and we play fight. Just earlier, I had been locked in the bathroom of a local pharmacy, and inside was an examining room where the patient had just left.  I was accidentally locked inside. I pounded on the door without panic for someone to open it. I was more angry they could let such a hazard exist. There was a brown pair of old person's pants with the belt still attached in the examination chair. I then upped the ante, and kicked down the door after I saw the person outside wasn't responding-- a delivery guy in a blue short-sleeve button up, like a postman or mechanic. Once I got out and made it to the parking lot, Karen was there. She greeted me with a poster-board sized card, with a loving message written on it. Part of it was in regular writing, but the other part was in colorful marker or color pencil. I was so infatuated with her thoughtfulness and creativity. It was like a giant Facebook message, physically embodied. The word love was in there, but unclear in its meaning, like a ""hey you"". But back to the grass. We moved and played and laid there in the yard. And finally, I pinned her, and I looked down at her face. It was spry, playful, inviting, happy. We stood up, and we kissed. We kept on, and I hoped she enjoyed it. She kissed me back."
"057"	"(08/01/08)"	"I was in a cross between two big cities I have visited, visiting friends and meeting with family. I went off with my sister in search of vampire ribs. Apparently, they were an illegal food, but quite delicious. We didn't have a car, so we took a sky bus with a surprisingly friendly driver. We went around the couple miles -- too far to walk, since it was all gritty and confusing and car-centric city below. We arrived at weekend fair at the fair grounds -- it was only like this during the summer. It was run by gypsies. Long hair, weirdo gypsies. I saw all kinds of food, but realized I'd need to ask someone who knows someone and go into a dark thick tent in order to get to the ribs, which were likely dark and tempting,  oh god so good, so bad for your body and soul."
"058"	"(08/02/08)"	"I'm in the jungle about to go off on an exploratory mission..."
"059"	"(11/19/08)"	"The aura of something dark, a creeping tingling infused with the grim persistence of inevitability, radiated from every wall, carpet fiber and chair. I'd just come in from outside. Out there, I could feel the oily mist of this impending fate thick in the air, on the sunlight as it filtered through haze and ozone, as it backlit the swathes of knuckled cumulus clouds floating like cotton-candy cattle in the sky. Billowy bovines oblivious to their coming dissipation. This wasn't my house I had stepped into. It was small and squat, on the edge of the sea in a town mired in history, but now sagging with the weight of Taco Bells and tourism. The house belonged to friends, though, so I felt safe entering unannounced. I had to get out from under that afflicted afternoon. Before whatever was about to happen happened, I had to have something. I wanted to take a shower. The forthcoming journey, I could sense, would be nigh impossible, let alone make allowance for bathing. And the sheen of fear and finality from the outside was still sticking fast to my skin. I went into the small, square, messy room of one of my friends and asked if I could use his bathroom. He said, ""yes, of course, no problem"" as he dressed himself while seated on an unmade bed, dirty clothes surrounding his feet on the floor. I went inside the door adjoining his room with the dim and musty bathroom. The small space was covered in scummy beige tile from floor to ceiling, and the shower curtain was supposed to be clear, but had grown opaque from uncounted months of accumulated mildew. I stripped and stepped inside. When I turned the squeaky and corroded chrome shower knobs to full and hot, only a gentle cascade of lukewarm water came down on my body. I began to shampoo anyway, using a bottle I found in the shower. Then, as I began to rinse, a young woman came into the bathroom through the partially open door. She had a pretty face, and long auburn hair. Her locks looked artificially straightened, yet somehow remained silky and parallel despite the humidity permeating the atmosphere both in here and outside. Her shirt was dark and lacy like a tea-time doily. Her eyes were green, striking in their clarity, and when they met mine, unspoken words were telegraphed into my skull. She carried with her a malaise. She was sick with something beyond a normal ailment. She started coughing, and her throat clenched from the effort of restraining a gag. She had just come in from the outside. She'd breathed too much of the viscous air, and the stifling weather had siphoned her strength via now-clammy sheets of sweat from every pore. With her entrance, I knew the ethereal blanket now covering everything had changed in character from brooding and ominous to simply malevolent and frightening. The girl blurted an apology for entering unannounced, and in the same breath, bent over the claw-foot tub adjacent to the shower stall. She coughed and whimpered into the basin. When she stood up and hurried away, the water flowing over my shoulders slowed to a trickle and stopped. I felt angry that I still had shampoo in my hair. The anger quickly evaporated. A stench filled the wet little room. My nostrils spasmed, and I felt as if a tremendous flu had taken over my body. It was the bathtub. The porcelain vessel had somehow been filled in an instant, brimming with a morbid stew of something crimson and coagulated, as if a mess of blood and bile had risen from the drain. I leaped from the shower and clambered into the bedroom naked. Nobody was there. I picked up a towel from the floor and hastily gathered my clothes. I dressed, and with each garment I donned, the more surreal I felt. Logic, reality, sanity. They were beginning to wane. This was the last sign. It's one of those feelings where you don't want to believe what is going on, where your mind simply will not let you embrace reality for what it is. And then you get it. You comprehend.  I felt it tight and hollow in my stomach and my chest, in my aching head and reverberating through my bones. The Armageddon was going to happen."
