"n"	"dream"
"0596"	"(2006-05-26 (15)) I was at school and was talking to Dmitri and Elijah. Elijah had these chocolate things and I got one."
"0597"	"(2006-05-26 (15)) We were at Granma's, but Mom lived there. There were bunk beds. Zander was there and I was saying something about the fact that most of his name uses the first row of the keyboard. There was a bridge with birds. There was something about some evil Juanita thing. There were blankets. I had a science test and we got held in for ages. There was an owl."
"0598"	"(2006-05-28 (15)) There was some show and people were in floats. Elijah, Dmitri and Seamus went past on a bus. The next day all these people were sick. This grass from this place had felt funny and tasted funny. We were then at school and this giant girl was walking around and she took funny steps. People were in costumes. There was this machine which did morphs of people. We were lining up and Calvin was in front of me. Daryl had his turn before mine. I still tried to go with him, but couldn't. Calvin got matched with Devin. We were hiding from some dude."
"0599"	"(2006-05-30 (15)) I got turned into an eye. I turned back into a person but I had a really good memory. Ezra and I had a fight. I was watching 'Big Brother' ad Kate was on it. There were comics at the house. Kate's ex boyfriend was on there."
"0600"	"(2006-05-30 (15)) I had a dream within the dream that I was making out with Daryl. Samantha, some ugly dude, some other people and I were on a Big Brother."
"0601"	"(2006-05-31 (15)) Samantha, Calvin, Silas and I were somewhere. Dad and Ezra were there too. I think we were outside of town. I was at this place like a Roman place and I was having a bath. I dropped a jumper in it. This guy was playing music and he said that it would be the ""last piece of music you'll hear for a year"". There was a sign-in book at this place and it had been signed by me already and I signed again. Silas was on a little cart and was driving it. It had controls which went the opposite way they were supposed to. He almost ran over this hedgehog and got in trouble so I drove instead. I was in front of him before though (you drove from the back). Then I was at an airport and Dad was AWOL and we couldn't get the ticket. Somehow we were then at the airport (or so I thought) and I saw Daryl and his brother Dewey. Samantha and Calvin found stuff that I'd written that said ""I love"" and had Simon Pegg, Ryan Cartwright and a lot more people's initials. They thought something also said Zander, though it said MP (Michael Palin), which I was thinking said AL. Samantha said I was a 'little' obsessed. Daryl and Dewey were talking about me. Daryl had a piercing so I decided I didn't like him anymore."
"0602"	"(2006-06-01 (15)) There was a planet that was part of Earth, but was separate or something. I wondered why I hadn't seen it before, because you could see it clearly and could almost jump onto it. There was some disease on it and there was no cure or vaccine except for this thing that you had to inject within four minutes of being infected. I somehow ended up on there and so did a few others. There was a professional tattoo guy and he was the cause of the problem. There was an alien frog thing which they wanted to breed with someone but there was no water. This boy was found in the shower. His name was Dmitri or something that sounded like it. I had to look after him."
"0603"	"(2006-06-02 (15)) I was at school and I was in a group with Evelyn, Daryl, Tucker and others. Daryl and Tucker left and then it was just Evelyn and I. I was looking at Daryl's work and then I was going to take his pen, but Evelyn was watching me."
"0604"	"(2006-06-02 (15)) I was at this rich guy's house and he had a big waterslide. Two friends were in the toilet. This guy liked me and I was 'mean' to him and he gave me a 'mean' card. There was a Scream thing and an Mp3 player. Seamus was there and he had spaghetti. It fell on the floor and he had to get another plate."
"0605"	"(2006-06-03 (15)) I was at school and it was Year 11. My timetable sucked. I had no S+E until next semester, but I had cooking first though it turned out that cooking meant Phys. Ed. This meant seven periods of Phys. Ed. a week. I refused to go and requested that it be changed. At some place someone was using a car or a bus as a plane."
"0606"	"(2006-06-03 (15)) I was at some place and Dmitri was going out with Brianna, but she cheated on him with Carson who she'd gone out with before. Almost everyone knew, but a teacher asked Dmitri about it and Dmitri got upset but soon recovered. I was standing around later with Dmitri and I saw Daryl over somewhere and I was thinking to myself whether I liked Dmitri or Daryl more. Calvin also turned into a bird and he was in a shop with watches."
"0607"	"(2006-06-03 (15)) I was at Nana's and I found a duck and a cat."
"0608"	"(2006-06-04 (15)) I was at this place which had grass and lots of grassy plants. This girl said that she'd found a pretty little lake. We had a look but couldn't find anything. I followed a thin dark patch of grass and found it. I called Mom over and she said she couldn't see it. It was fish shaped and I realized that it was an illusion."
"0609"	"(2006-06-04 (15)) I was reading a book and there was a part where this big lady changed her name to Izzy Conell. This torch was dim and then it wasn't. Dad picked me up from Mom's."
"0610"	"(2006-06-04 (15)) Angelina Jolie and Brad Pitt were in this movie, except it wasn't. It was in a place on the other side of the country. There were animals and everyone was swerving for monkeys. She said it was the Desert and I was saying it didn't look like a desert. Her oldest child was called Jennifer, her second was called Scott, and her youngest who was also a girl was called Cheddar. Some guy was in a purple thing. His name was James and God called him Michael. It was then a different time, and he was a philosopher. Someone 'popped' him and he said he would smash everything so we undid it."
"0611"	"(2006-06-09 (15)) I was at this house which had pools. Daryl and I were swimming and I was skinny. I ran out of clothes. I went to the toilet and they had cameras in there. Duane was outside the door. Calvin, Samantha and I were sleeping in a car."
"0612"	"(2006-06-09 (15)) We were somewhere inside sitting on chairs. Calvin was sitting next to Elijah and Dmitri was on his other side. I wanted to sit next to Dmitri but I thought it would seem weird so I sat next to Calvin. Samantha, two others and I had a race. I came second. We were then sitting around and I hadn't shaved and I was worried what Dmitri would think."
"0613"	"(2006-06-09 (15)) I was at the shops at this restaurant. The food area was outside. I found Gizmo and I put her somewhere but this guy started chasing me."
"0614"	"(2006-06-10 (15)) I was at a house with a graveyard. Some dude moved the plot to a rich part of town so that he could relax."
"0615"	"(2006-06-10 (15)) There was this game with basketballs. There were cards and it was Pokemon like. Mom liked it. There was a creature and a meat tube?"
"0616"	"(2006-06-10 (15)) I was at school and I don't remember what was happening but Daryl was around."
"0617"	"(2006-06-11 (15)) I was at this place and everyone from school was there. There was a ghost. Everyone was told to get in the pool because someone was going to kill me. Not everyone got in the pool though. I remember Seamus, Elijah, Dmitri, Rebekah and Alyssa didn't. There was a blackout and I got stabbed and fell into the pool. I didn't die."
"0618"	"(2006-06-11 (15)) Nana had Gameboy Advance Pokemon games."
"0619"	"(2006-06-12 (15)) I was on a bus and was sitting next to Seamus. There weren't many others. I was at school and it was August 26 and it was Dmitri's birthday. I was at a place and Jake had his head in some glass and he had to be taken to the nurse but he wouldn't go with them unless I said to him to do it."
"0620"	"(2006-06-13 (15)) This tiger was after Ezra, Dad and I. Then these Asians came and we told them about these people underground. These Chinese people were hiding and I was trying to save them. Three got out and one was called Jair Bear. She was on a swing and later she was killed. Only her boyfriend was upset. Some of the people weren't Chinese."
"0621"	"(2006-06-15 (15)) I was at school and my hair straightener was on the ground. Classmate-M-17 threw it there. Rebekah pulled it and I yanked it and it got thrown into the wall. Eugene and Seamus were fighting over a piece of paper which was something of Eugene's. It fell into the air and Eugene ran to Seamus so I grabbed it and it was photos of this actress called Mel something and reasons why he liked her. He started wrestling me for it. I had Media but I accidentally went to S+E. Dmitri said that he the best looking in his group at the time. His music video was for Only Sixteen, which was also what we were doing."
"0622"	"(2006-06-18 (15)) This girl and I were at home. People from House of 1000 Corpses were coming to take us. She wandered off and I saw her getting taken into Ezra's bookcase. I went to save her and got taken too. Everyone was at this place. I found Calvin and saw these people who looked like Chinese peasants and they had those pointy hats. I started doing stuff at this hospital. There was a time machine and I gave files to the boss' wife. He came and said that 'E' was missing and she came with all the files. He was angry."
"0623"	"(2006-06-18 (15)) I was at home and out the back near the pool. Ms Braun was chasing me. I had my phone on me but I kept jumping into the pool to get away from her."
"0624"	"(2006-06-20 (15)) A friend and I were at this rich house. There were two weird rooms. One was a gravity thing and it had a floor thing that threw you. This mean guy had a nice wife. They had a pool. I kept having blackouts. Charlene added me on Myspace. There were lamingtons. There was some wedding dress from Year 7? I fell over. Jonas was trying to wake me up annoyingly. Ezra was on the computer."
"0625"	"(2006-06-21 (15)) I was at Midvale shops and I was in the deli and this guy came in. I started edging towards the door and then he pulled a gun out and I quickly ran. I had my beanie. There was a treasure hunt game."
"0626"	"(2006-06-22 (15)) I was at 'school'. I was in a play or a dance. I wanted to play an instrument but I couldn't. Ms Braun had a saxophone. The play was about the war and the army. I was trying to play the clarinet."
"0627"	"(2006-06-22 (15)) Rebekah was being gay. I was saying how much I hated Family Guy."
"0628"	"(2006-06-23 (15)) I was at Mom's. She had King Kong who was from another planet. There were lots of games."
"0629"	"(2006-06-23 (15)) I was at the shop. I went to this video shop/deli place. Veronica was there with some gay guy called Joel. There was a quiz that they wanted Dad to take. It told you how you were feeling and who you wanted to see etc."
"0630"	"(2006-06-23 (15)) I was at this place to use microfilm. The password was 'chickenAng'. I went to see the paper for December 9 1980."
"0631"	"(2006-06-23 (15)) I was at school and Dmitri was there, but that's all I remember."
"0632"	"(2006-06-24 (15)) We had this big house (which I had just built on Sims 2) and I think Dmitri's family had a big house too. They came over and his parents came back out and were looking snobby and saying stuff about the house and Ezra and I were mocking them. Melanie went with them. Dmitri and I ended up in some room and were throwing pillows at each other. We kept turning into things and he kept turning into this hell thing which I didn't like. I turned into this strange gopher thing. Later I was at this school and I was standing around lockers. Dmitri came up to me and was looking nervous. My best friend and I were there but he walked off and she started hugging me. Later the police came to get this girl."
"0633"	"(2006-06-24 (15)) I was at school and I wasn't allowed on something unless we had something and cooked something. Elana did some kick. Charlene was on MSN and said something about my site. There was stuff from Year 7 about Ramona, Tiana and her."
"0634"	"(2006-06-25 (15)) Some person who kept changing made Ezra and I follow them because we asked where some guy was. There was a dark room with a torture chair. It was Granny's old house, but didn't look like it. I didn't trust the person so I snuck into the kitchen and unlocked the door and started running but my knee screwed up and they got me. We ended up escaping. I was on this plane and there were people from Year 7 and Year 6. I was looking out the window to see Dmitri. I put all these blankets and stuff on top of me. Calvin was there. This guy told him that he had had dreams of me and he recognized me (he was the same guy from before, but not). When we got off he ran upstairs and he realized who I was."
"0635"	"(2006-06-26 (15)) We got told our classes for next semester. I had a 6.8. To get into the 'A' class you needed a 10. You needed a 20 to get into the top class. I was going to be in 'B'. Darius had 10 and Eugene had 8 or 7. Calvin and I were hanging with Eugene. Calvin said that we called him Swamp Boy and grabbing his arm and we were all laughing."
"0636"	"(2006-06-28 (15)) We had an excursion and we were on a bus. Seamus was there. Dmitri got on and sat near me. I was then at this place which was different from what we were actually supposed to be doing. I had been late to school (I had had a premonition) and I didn't get lunch so I text Mom. I was hanging with Seamus, Dmitri and Calvin. Some girl was running on these stairs."
"0637"	"(2006-06-29 (15)) Imogen (UKBB) had lots of pimples and was fat. She had a 'pretty' friend. She and Mr Norris were dating. Dmitri was around somewhere."
"0638"	"(2006-07-01 (15)) I was at this place that I can't remember well but there was a photo thing with a creepy lady (she was in a fake car and there was an old lady and you press a button?)."
"0639"	"(2006-07-01 (15)) I was at school and Dmitri had piercings in both his ears so I decided that I didn't like him anymore. Calvin was around too."
"0640"	"(2006-07-01 (15)) I was somewhere and there was a sport thing on. I was watching netball. Ms Nesbitt kept asking me to play, I refused, but I did play once. It started raining and someone walked these midget waitresses home and they got in trouble. Dmitri came to the sport thing and I was wondering why he wasn't at the soccer one. A while later I was talking to an alien friend of mine for advice because Dmitri had asked me out. He ended up talking about how he always wanted to write a story but couldn't because of his tentacles. I suggested he use a voice recorder."
"0641"	"(2006-07-01 (15)) I was at this shop which had everything. It had all these movies and they had Bottom Live 4 on DVD. I got confused whether I wanted the first one of the fourth one. I watched a gay new movie with superheroes."
"0642"	"(2006-07-01 (15)) I was at McDonald's. Selena and Seamus worked there and I got a job application. I was in the car and Mom and Ezra were in the front. There was a shooting and this guy ran towards the car. I had told Mom to drive and lock the doors but she didn't listen. He opened Ezra's door and told them to get out and me to stay and I argued."
"0643"	"(2006-07-03 (15)) I was at school and we were getting our Student Edge cards. I saw Ezra around too. We were lining up in factions. They couldn't find mine. Dmitri, Calvin and Evelyn all had pink ones. Seamus's was grey. I first sat with Dmitri and Seamus, but afterwards I sat with Calvin and Evelyn. Later I went back and eventually got mine near a waterfall. Seamus was saying something about me and Dmitri hanging out more."
"0644"	"(2006-07-03 (15)) I was at Mom's in the toilet which had a single bed in there. I was complaining. She then said that she would put the toilet back. Later, I was in my room and I was watching Big. Tom Hanks and Elizabeth Perkins were in a pool. Elizabeth had a husband and dismissed Tom. He turned into a kid and then turned back."
"0645"	"(2006-07-03 (15)) I was at school and we were playing hide and seek. I was running and Alejandro was yelling. Samantha and I ran off together and hid in these go-karts. There were big bulldogs nearby. Someone smashed a house. Calvin came and said that he was 'Chicken Boy' and was clucking. Seamus came in a train and was acting like Cartman (South Park). We all went back."
"0646"	"(2006-07-04 (15)) I was at a village and they put a fence around and some people left. Some guy had employees and they were going to make more money without him? I was watching this movie with Simon Pegg and his back caught fire. Ezra and Dad liked the movie a lot. Simon was walking up the stairs dressed like a girl. Edgar Wright was on the phone. It was Mexican like."
"0647"	"(2006-07-05 (15)) I was in a shed and Calvin and I had woodwork."
"0648"	"(2006-07-05 (15)) These people thought that I liked Darius. Then they reckoned that I liked Eugene. Someone had a camera in their eye. Bradley was there."
"0649"	"(2006-07-05 (15)) There was an evil creature in our pool. It was typing into the computer. There was something about a walrus. It emptied the pool. There were four dead people. Mom was now there. There was a girl, Mikey (UKBB) except he was in The Wiggles, this girl that Calvin saw, and another guy. They came back to life."
"0650"	"(2006-07-06 (15)) I was at school and I was in some weird room. We were going to Berlin. Seamus was around. Calvin sat with me and Evelyn didn't. There was custard coming down from the room. Ms Braun was there. The room was going higher. I was in a helicopter and I fell from it, face down into glass. Something happened to Alejandro and he became strong and could fly and stuff. He was flying with me. I was somewhere and found this ancient artifact thing. He came back. These Chinese people were in a toilet and had some machine. They were writing a letter to ask for it. Alejandro and I wanted it. The letter was convincing enough."
"0651"	"(2006-07-06 (15)) I had a dream within the dream (which I don't remember) and when I woke up I thought that all I remembered was Dmitri."
"0652"	"(2006-07-07 (15)) I was at school. Samantha met with me when I got there. She gave me a bit of paper which she had found in my bag. One side proclaimed my love for Dylan Moran, and the other proclaimed my love for Daryl, Eugene, Dmitri and Darius (for some reason). I was really freaked out and I told her not to tell anyone. She was talking to Payton and I was extremely worried. Evelyn was there too."
"0653"	"(2006-07-08 (15)) There was this show and all these people were booing this virgin. They were calling people. This news woman had this present and the card wasn't filled in."
"0654"	"(2006-07-08 (15)) Ezra and Mom were somewhere. We had tickets for the second time? There was something about night and day. There was a bird head with lollies."
"0655"	"(2006-07-08 (15)) I had a dream with Dmitri, but that's all I remember."
"0656"	"(2006-07-08 (15)) I was on a bus with Tiana and Charlene. Samantha also was there. I was wondering where everyone was. I was looking for Eugene."
"0657"	"(2006-07-08 (15)) I was at Dad's 'work'. I had friends over at Mom's. No-one was in the car and she took me to near Dad's work. I complained and walked off. I had wanted to go to somewhere to 'eat, talk and play'. There was a place with this game thing but I don't remember what you were supposed to do. The first time I got a really low score but then I got a really high score and I got rewards. The score was 2364, I think."
"0658"	"(2006-07-09 (15)) Ezra wanted a job and his possible employers were coming over. I opened the door and it was Melanie. I said ""Ezra, someone for you!"" he asked ""Who?"" I replied ""Melanie"". There was some science thing on this video camera. There was this Asian kid and Dmitri playing and some number thing also on it. I wanted to transfer the stuff but there was no cord. His mother thought that I would smoke and kept leaving smokes around to tempt me. We watched some SARS movie."
"0659"	"(2006-07-10 (15)) Imogen (BBUK) and I were best friends. We had this parent thing on and her father worked in this deli. She skipped her father and went with me. I went to this pet shop and the mice went crazy. I wanted this cute one and it had big black ears. Then I was somewhere else and there had been a war. They were calling out families and we were standing in a line. We started going in before we were called (lots of us) so only five of us were allowed. These young twins left and then it was either me and Calvin or me and Ezra. We were only allowed a laptop. There was bubblegum. Outside, there was an ad for the place where Imogen's father worked."
"0660"	"(2006-07-11 (15)) I was at this fair place with the school. I saw some place where this girl was getting a toasted sandwich. I was thinking 'what the hell?'. I was then with Calvin and I saw Dewey and Daryl. There was a dog place. I was then at school and it was term 3. We had gotten to school late. Then I went and got breakfast at the aforementioned fair place. Leroy worked at the place I got food and 'Get Back' was playing. The timetable had changed and I was only in two or three classes with Calvin. I lost the timetable but I had something that said what classes I had but didn't tell me where. I asked some people. The people in the office let me stay in there until that period was over. There was this thing with a father, a little girl and the wife, but she didn't care."
"0661"	"(2006-07-11 (15)) I was at school. Evelyn did some weight thing and it said 42/52. There were chairs and something and glass. There was a big screen showing people. We were outside sitting on grass. I was sitting next to Calvin and Seamus sat next to me. Elijah joined later. There was a dog looking for someone and it got the wrong people. I was wondering where Dmitri was."
"0662"	"(2006-07-12 (15)) I was at a playground and some people were playing on the slide. At some point their necks got cut. I was then at home and there was this guy called the Green Avenger and his friend was someone called the Red Dragon. First, there was an evil dude at home climbing around the birdcage. We had a fight and he kept hiding in nooks in the birdcage, but a friend and I got him."
"0663"	"(2006-07-12 (15)) There was this story called ""Fairytales for Lawyers"" and Dad said that he'd been trying to read it for 15 years. There was a movie and it went for 5.5 hours. Something happened at Nana's."
"0664"	"(2006-07-12 (15)) I went to Berlin. I was at a shop which sold wigs and clothes. I had been there before trying to get away from people. I think Ezra was there too."
"0665"	"(2006-07-13 (15)) Dad, Ezra and I were driving to Nana's. We were low on fuel. We turned down a road and ended up at this weird place. There was a big monster thing which laid golden eggs. There was a bed and a girl called Helen Collins. There was guy and a girl in a gorilla suit. Mr Norris had a girlfriend and gave someone $600. This adopted kid got $1267 and he was naughty. I was at the Gold Coast and someone was talking about making choices."
"0666"	"(2006-07-14 (15)) Calvin and I were going out or something. I was at Mom's on a papasan near the door. I was reading something and fell asleep."
"0667"	"(2006-07-14 (15)) I was at Nana's and I got milk, instead of a water bottle. Poppa was back. I had to stop at this window driving in and then he'd let you through."
"0668"	"(2006-07-15 (15)) I was in class, but it kept changing. I sat next to Calvin and Vivienne. Harlan sat in front of me. Something happened and we got into a fight. Harlan left angrily. I didn't get in trouble but ended up with a sore lip. I was at a basketball court. Elijah was running. This teacher guy said I had to go back to his house. When I was there, I read a magazine. I was then at school again and Harlan was back in class. He wasn't turning around and Vivienne said ""Don't worry, she doesn't care, she's not going to hurt you!"" Vivienne had been gay before by not letting me sit in my seat."
"0669"	"(2006-07-15 (15)) There was a pool near the road. Some dude had a scar on his head and had all these bikes. A ball of mud killed a friend. There was a trivia game and my score was 9/25. There was a bomb on the game? Nana, Dad and Ezra were with me. There was a fancy toilet. Something made me scream a lot earlier. Ms Braun was teaching media in this really strange building, which moved around all the time."
"0670"	"(2006-07-16 (15)) I was at school and it was year 11. We went to this meeting place in senior school. There weren't many people there. Dmitri wasn't there. Calvin and Samantha were in my class. The groups were supposed to be in alphabetical order, but we weren't. We had to watch a Romeo and Juliet play. I was too scared to go over the roof, so I hung a shirt over a wire. This girl looked like Teresa, but she wasn't. I knew she wasn't really Teresa. I had computing with Calvin next. We didn't know where to go, or what to do. I left my bag in class. Calvin went looking and I got my bag. Cayden was there. We climbed through a tunnel thing. We were then outside and this guy looked like a terminator from The Terminator. There were lots of black guys. Calvin, Samantha, someone else and I were hiding in a car. He started coming towards us. We drove off and there was chip oil. This guy threw this chip oil bomb thing but it missed. A science teacher Calvin liked walked past. We went to Ms Quintana."
"0671"	"(2006-07-17 (15)) I was at school and Daryl had his chin pierced, and I was like 'ew'. I decided I didn't like him anymore. I was hoping Dmitri wasn't pierced, but he wasn't there."
"0672"	"(2006-07-17 (15)) A sumo and I were in a shed talking about something. I said something about Naomi being a ho. It was raining. People wanted books for fire. I went to get a brick."
"0673"	"(2006-07-17 (15)) On Big Brother they had a wide pizza."
"0674"	"(2006-07-17 (15)) I was showing Seamus drawings from year 7. There was something about Elijah and Samantha on paper and drawing of people. There was a drawing of Dmitri."
"0675"	"(2006-07-17 (15)) I was at a fair. Then it was the future, and we got a good parking spot in the carpark. I had my bag, but people could open them so I looking for some lockers. There was a water place."
"0676"	"(2006-07-17 (15)) Dad and Ezra were somewhere. This guy scared Ezra. There was something about Nosferatu."
"0677"	"(2006-07-18 (15)) The people in Big Brother were getting killed, but not really. There was a fat girl."
"0678"	"(2006-07-18 (15)) There was a guy and two girls at a cinema. The girls went to the toilet."
"0679"	"(2006-07-18 (15)) There was a brother and a friend in Quantum Leap. There was a game, and I think the two guys were called Bryson and Peter. It was 1682, but not. There was another guy. He was somewhat hot. He got a car which was an ugly green, kind of ivy coloured. He liked it, but there was something he didn't like about it. I wagged school."
"0680"	"(2006-07-18 (15)) Gizmo was in a cupboard. Ezra and Dad were somewhere."
"0681"	"(2006-07-19 (15)) Ramona was on MSN. There was something about Grey. For some reason something was changed and it said I was going out with someone. I realized later, Dmitri had guessed my password and changed it, because he liked me."
"0682"	"(2006-07-19 (15)) There was a drawing competition and something about colour."
"0683"	"(2006-07-19 (15)) I was at Nana's and she had this big fishing thing. There were mats etc. We went fishing and Nana was putting the bait on. She fell in and then I did. Later I was getting dragged along and the mats hurt my teeth. There was a lighthouse and there was a girl there with an axe. She was called Ariana or something. There was a teacher guy called Alistair. He showed me something and then news. There was stuff about Monty Python. Ezra was on the phone to Mom about a bike."
"0684"	"(2006-07-20 (15)) I was at Mom's. Ezra and I realized the front door was unlocked and Ezra said ""As long as we don't hear the sound of it opening..."" and then it opened. We heard someone coming up stairs. We hid in my room. We had a fight with the guy. Mom came home and the guy was covered in paint."
"0685"	"(2006-07-20 (15)) I was at this leaf place and there was a tubing job?"
"0686"	"(2006-07-21 (15)) Seamus was on MSN or Myspace."
"0687"	"(2006-07-21 (15)) I was at home and these zombies were coming out of the pool. Mikey (BBUK) was there. There was something about radon. I fought some zombies with a metal pole and I managed to escape."
"0688"	"(2006-07-21 (15)) I was at a shop. The Strokes were there. My phone was being gay. Then I was in Dad's room along with Ezra and The Strokes. There were clothes everywhere."
"0689"	"(2006-07-21 (15)) Zombies were after me and a friend of mine. We went to some place. Nathan Fillion was there. There was a crate thing over water (not box crate). Zombies came back. This experiment got away. Some guy threw a rock at some guys head and it turned out he was a robot."
"0690"	"(2006-07-23 (15)) I was at school and Calvin was there. There were school bags. Rebekah's last name was Coupeaux. Then we were at a shop."
"0691"	"(2006-07-24 (15)) There was a forest, which was really foggy. There was a branch sticking out. There were these video tapes, which were full of video. There was a green dude. Later, the guys mother was looking in the forest."
"0692"	"(2006-07-24 (15)) Ariana was somewhere. Someone went for a walk. Nana was drinking Evelyn?"
"0693"	"(2006-07-25 (15)) There was a song coming from Dad's room and he had pillows on his bed."
"0694"	"(2006-07-25 (15)) There was a 'game' with ice and food storage? People from school were there, but I don't know who. There was a carnival and there was food. I fell down a hill."
"0695"	"(2006-07-25 (15)) I was at Nana's. I played Sims 2 for 3 hours. I was trying to sleep. I was sitting on my chair, with pillows. I only got one hour of sleep."
"0696"	"(2006-07-27 (15)) I ditched a class with Samantha and went to art instead. Teacher-M-10 was teaching? Calvin joined us. Colleen was there too or Genevieve. Seamus and Elijah were in the class. Dmitri came to class. I was tired."
"0697"	"(2006-07-28 (15)) There was a movie and there was a woman in it and someone said something about her being smart and private. This guy had blue eyes. Dad and Ezra were watching bloopers of this other movie that had the brother dude from Prison Break in it. There was something about little kids and Farrah and Frodo."
"0698"	"(2006-07-29 (15)) We were at school, but it wasn't. I had sport. I had a hat. Calvin and I paired up. I had to go in this thing and I went down this hill that had a path. Ms Braun told us off. Then it was lunch time and we were standing with Elijah and Dmitri. I put something on their bench instead of ours, which wasn't our normal bench."
"0699"	"(2006-07-29 (15)) I was lining up for the bus and Jake was there. Calvin got on the bus before me and someone got on through the other side. I got on when the teacher wasn't looking and the bus started. People were pushing me back. I went next to Calvin and got the window seat. The bus took off and left the others behind. I was annoyed because Dmitri was on the other bus. Daryl was in the crowd."
"0700"	"(2006-07-30 (15)) We were at a shop and a wedding was going on there. There was goo somewhere. We were looking for paper in the house blocks."
"0701"	"(2006-07-31 (15)) There was a room with lots of wood in it. A fire started in there. Our kitchen curtain's caught on fire. Dad called Nana."
"0702"	"(2006-08-01 (15)) I was at school. Calvin was there, but he changed into Dmitri and he had cool hair. There was a brush. Then I was at a shop. Samantha was drawing pictures. Someone had power. The shop had stuff for free. There was a diary. They had The Thing. This guy and kid were in a car and stole stuff for educational purposes. There was something about an ear?"
"0703"	"(2006-08-02 (15)) We went to this swamp with the school and there were bullies and crocodiles. They would run down hills and stuff. I was in a tree with some kid. I saw some crocodiles, but I was hallucinating. I needed to get over a fence. There was something about Marill. There was some guy in the tree. He saw a girl and he ate glass. But then it was Vicadin. But he was sure it was glass. Kaylee was leaving and looking for Doctor Tam (both Firefly). Later, I was in some vehicle. Dmitri was driving and I was telling him about the crocodiles and pointing them out in river. We ended up at this weird place. It was this rocky looking thing, and it had bridge type things over water. We went though this gap, and ended up in a shop. There was this girl there with her sister. The people at the rocky thing let two male lions through. People were running back and forwards. Then everyone was together. I found Firefly on DVD. People started throwing peaches at each other."
"0704"	"(2006-08-02 (15)) Michael Palin, Leland Orser and Eric Idle were at some place. They were getting dressed up in wigs etc. There was something about Nosferatu. Ezra had a hole in some floss? Someone was saying that I need to get over Monty Python."
"0705"	"(2006-08-02 (15)) Calvin and I were at an assembly and had to watch this health video. There was a guy talking about some pussy cat thing. Something else we watched had Michael Palin in it."
"0706"	"(2006-08-05 (15)) There was an excursion. We left the excursion place at 4pm. We were on a bus and then I realized I forgot my bag. I went back to search for it, when it was realized that Calvin had taken it. We were at the back of the bus. Seamus and Dmitri were on the backseat and we were in the seat right in front of them. They were drawing pictures on this electronic thing. I was stealing theirs and saving them to my electronic thing. Seamus was making fun of a face I made. We got back to school at 7pm. The school looked like Mom's house. Then, I was at 'school', but it was a different school to the one mentioned above. Our names were called and there was goo. Adele was hit with the goo on her first day of school. Calvin came. Evelyn and I had this swappy goo stuff. I threw some at Calvin and he pretended to vomit."
"0707"	"(2006-08-06 (15)) I was at some fair. We ended up at a park, with a big court 'inside' these fences. Dad, Mom and Ezra were there too. These guys were chasing us. They caught up and let me go -- for now -- and were going to kill Mom. I could barely walk and I went up a hill to a house. I then called the cops who sounded bored and didn't do anything. One guy then was looking for me. Later, I was back at the fair and talking to this guy. He was a bad guy but I had forgotten who had been there. He said something and then shot his gun somewhere. This other guy started shooting. I went over and I didn't know if he was good or bad, but he ended up in hospital and then I believed that he was good."
"0708"	"(2006-08-06 (15)) I was at 'school'. There were only three Year 10's in my class. I sat next to this girl and later I met up with Evelyn. Kaylee and Dr Tam (both Firefly) were at a swamp. They were 'gleaning' something. There was a mud castle."
"0709"	"(2006-08-06 (15)) We were lost somewhere on this island or something. Samantha was an expert boat person and we went on this boat and we were flying around it. I forgot why we eventually came back, but we came back to land in little cups. There was some guy called Sparks. I'd been saying to someone ""Things we don't understand are covered"", and this guy came, and I went ""Like you"". We'd seen him before and he ran this whole show. He unlocked this thing, and I saw that he was black. He was answering some questions."
"0710"	"(2006-08-09 (15)) Someone had a goat nose meal. Darren and Mom had a dinner roll. I was watching an episode of The Outer Limits, there was a Santa woman and me in a building, in the elevator. Someone shouted and I ran. Then I or someone was on the roof, looking down at the roofs of other houses. Whoever it was jumped off the building, but they missed the ground and hit a roof. Calvin and Samantha and someone called Ken Elger were at school. Evelyn had a paper assignment."
"0711"	"(2006-08-10 (15)) I was running through school. I ran past Seamus, Dmitri and Calvin. I ended up at a bench and Samantha, Jack Nicholson or Kevin Spacey were there."
"0712"	"(2006-08-12 (15)) I was at school. There was some dance game and something about food. There were celebrities' notes for something. Dmitri had weird shorts."
"0713"	"(2006-08-12 (15)) I was taking photos of Calvin, Evelyn and animals. There was something about Mr Windham and a lion."
"0714"	"(2006-08-15 (15)) I was at school and we were getting out Student Edge Cards. Gregg and some random person got called out. We got guinea pigs. They had ladders on their feet? There was something about Nosferatu. Mr Norris and Silas were somewhere and there was something about dogs. There were bombs? A car smashed into an ear and there was a chocolate thing. Daniel Cerny was friends with someone. People were in a bush. Someone was forced to eat?"
"0715"	"(2006-08-16 (15)) Mom disappeared for 2 weeks. Then she was in the driveway at home. Ezra and Dad were there too. There was a movie which was done with clay animation. There was a guy poking a black blanket? I thought I recognized the movie. There was something about Graham Masterton. These people had lights in their mouth. Everyone had one. Samantha and Rebekah were around too."
"0716"	"(2006-08-17 (15)) I saw Dmitri at school and he had his lip pierced and I was disgusted. Evelyn was at school."
"0717"	"(2006-08-18 (15)) I was on the oval. Dmitri and Seamus had these rings. There was a school interview. This rabbit had baby rabbits, and they grew quickly. One of the rabbits was called Pudge."
