"n"	"dream"
"024-1"	"#024-1 This dream took place at Peter's Pond Park in Sandwich, MA. Peter's Pond Park is a campground where my family and relatives would camp every summer for the past 32 years. When we first arrived we setup our campers and tents. Then each family cooked their meal for supper. Later on in the evening the young children and teenagers went to the Rec Hall. Back in the campsite the older crowd sat down and played the game Screw your Neighbor (4 corners) and Scattergories. The following day my mother, my father and I went down to swim in the pond. But the pond was no longer a pond; it was more like a brook. While I was swimming I began to notice the bottom of the brook was filled with slimy creatures and there were squirrels everywhere. I remember looking to the side of the brook and there were squirrels looking me straight in the face."
"024-2"	"#024-2 This dream started out in a bar in Boston. I went there with two of my friends. I also bumped into this boy from school who I used to date. My friends and I were out partying because we were going to New York the next day for a vacation. Instead of going to New York we ended up in Arizona. We ended up in a car rental agency. The man was first telling us there were no cars left. Then a car was found for us. I thought it was awesome because we had to travel across the country in order to reach New York. I was excited because I felt independent and knew it was going to be an adventure."
"024-3"	"#024-3 A friend of the family was an accountant. He was caught and charged with tax evasion. But what was bothering was he was sentenced to the electric chair. I found this to be outrageous, and I fought hard to stop him from dying for his crime. I remember there were some people in the dream who believed he shoud be punished harshly for his crime. I thought they were crazy and spoke my mind to them. The outcome was the friend received the death penalty."
"024-4"	"#024-4 I used to play on an indoor soccer team, but I had to stop playing because it was in conflict with my work schedule. I missed playing the game. An opportunity came along to play on another team. The only thing different was we played with ice skates and a hockey puck. My team made it to the finals. My team was down by two points. My cousin was on my team. She then scored a goal to tie the game. There was a minute left to the game. Playing with ice skates and a puck was hard. But I kept trying my best and with ten seconds left, I scored the winning goal. My team were the champs."
"025-1"	"#025-1 I had a dream with this guy who a friend of mine likes so much. I don't even speak to him. I just know him. In my dream this Greek guy was in Portugal with me and my Portuguese friends. Somehow we are in this house with many rooms and he is in the living room just staring at the wall. Meanwhile my four girlfriends and I are trying all sorts of clothes and we came out to the living room to get his opinion. The funny thing is that we never came together, always one at a time. And that's about how far I can remember."
"025-2"	"#025-2 I was at the beach with this Harvard student and this Brazilian guy. And suddenly behind me there was a huge wave coming on to me. The two guys got through the wave which was blue. When I tried to go through it, I couldn't because even though the wave became clear, there was something strong that wouldn't let me follow the two guys."
"025-3"	"#025-3 I dreamed that I was with my coworkers having a splendid party in someone's house. Even though I had many people surrounding me, I felt so lonely and I just wanted to cry. I went to the bathroom and something hit me, and I woke up."
"025-4"	"#025-4 I dreamed with this Irish guy that worked with me long time ago. He was surrounded with beautiful girls, while I'm at the corner eating my ice cream. He was making me so jealous that . . . suddenly the door opens and everybody comes in for a party. But there were no drinks and only nachos at the table . . . I was embarrassed somehow and I just wanted to leave. I don't know why. I woke up then."
"027-1"	"#027-1 It's morning and I'm in my room getting ready for school. My mother is on the phone with my boyfriend complaining that he calls too often. But instead he is actually at my house and comes in my room while I'm getting dressed. He never does that. I'm wearing nylons and a white slip and I pick a real pretty bright flowered skirt which I have never seen before to wear for the day. My boyfriend picks another weird outfit. When I try it on it looks awful and too tight. Also on my bed are these pins to wear with my outfit but somehow I can wear them as clothes too. Some pins look like mannequins others look Halloweenish. We all are in the living room now: me, my mother, my boyfriend, my brother and, I think, my father. We have three small Christmas trees with red tinsel and my boyfriend brought over green tinsel for my mother. She is happy about that. As it's time for me to leave, I realize that I forgot to take a shower and my hair is all up and somewhat messy. I fix it up quickly because I am in a rush. Then I ask my boyfriend if I can have a ride to school, but he says he can't and I think he has a good excuse. Suddenly I'm walking him outside and my dog is barking and howling like he's really mad! Then I notice that there is a hole dug up by an animal in my front yard and the animal looks like an opossum. But as my boyfriend goes outside, it seems to be a different kind of animal than I have never seen before. They try to bite him. One did bite him and I was so mad! I wanted to run to his rescue but somehow I couldn't. He ran up the street to try to avoid the three weird slimish animals, and I think that was it. But I remember I was so angry at those animals that I wanted to slaughter them. I think I was also crying."
"027-2"	"#027-2 This dream occurred the same night as dream #1. First it begins that a black obese girl is trying to do gymnastics. She is a professional, but somehow she can't do gymnastics. Then she turns into a white girl who is running laps around a small room and I'm training her. Next thing I know I'm serving dinner then cleaning up the dishes. My mother got angry because I got my shirt dirty with what looks like cheese. I got angry. The next thing I know I'm hanging out with my godmother's second oldest son. We are at a transit station. I want to get him home because he doesn't know how to get home. We get on the train which then turned into a bus. I told him not to talk to strangers and to keep away from the homeless people. The guys sitting near us and behind us got mad at me for saying this. Next thing I know I'm talking to a guy behind us who is my coworker. We pass a building all lit up with Christmas lights. I asked what that building was and realized that it is where I work. (But in real life it isn't where I work.) He asks me to play hookey with him but I refuse. Now suddenly some other guy takes the steering wheel. We go into the woods and we see dead people around us. Some were hanged, others I don't really [illegible] I'm holding Carlo's hand. He's about 11 years old. Suddenly people are coming after us with bat-like instruments. I run as fast as I can and hold tight to his hand. Somehow I lost him but someone was nice enough to [illegible] him to me so we could escape. I think the whole time I had a key in my hand. As we are escaping the door closes and I pry it open from the top. There is another barrier with lots of open spaces. But, before we escape Carlo asks me to shut the door with him on the inside to see if he can open it with the key. I yell, ""No!"" to him and pull him outside. We jump over the barrier to safety. I think there were some cops waiting there. Next thing I know I'm talking to my godmother on the phone, Carlo's mother. I thought it was her birthday but it was two days after her anniversary which wasn't true. I think she's trying to tell me she's having twins. I think she may be joking. I wasn't sure, so I handed the phone to my mother. I  said to her, ""She knows you better, maybe she'll tell you."" Then the two of them started mumbling in Italian. I woke up mad and scared, hoping that Carlo was okay."
"027-3"	"#027-3 I was playing with an adorable blue-eyed baby boy, making him laugh and play. He was very strong and wanted to walk on his own. Then out of the blue there was my Uncle Salvi. He died at least six years ago. He was laughing and playing too!"
"027-4"	"#027-4 I was hosting a holiday party and everyone was all dressed up in semiformal wear. My boyfriend was there with me. He went off with some other guys to go bowling or something like that. When I went to look for him I went upstairs and found a girl leaning on him as if she were all over him and flirting with him. I approached and grabbed her hand and yanked her heavy body away from my boyfriend. I told her to ""get the hell off my boyfriend."" I grabbed my boyfriend and yelled, ""You're coming with me!"""
"028-1"	"#028-1 My first dream was the night before I had to participate in the psychology questionnaire. I had a dream that I went to work before the questionnaire was given and that I didn't make it back on time to participate. I work in Newton, so in my dream the green line station was ""back of Walgreens"" (in reality it is not). I was so confused in the dream and so upset that I missed the questionnaire and the five points that went along with it."
"028-2"	"#028-2 This dream was about my close friends and me going to Hawaii. We were on a beach with a bar having a few cocktails. After we had some cocktails we went to this water slide that was on the same beach. Somehow along the way we ended up in New Hampshire in a store shopping. Then I woke up and that was the end."
"028-3"	"#028-3 This dream was about Dr. Busik. [We were having a test in her class the next day so that's why I think I had this dream.] The dream started out at her house but then moved to Laz Anderson Park. We were there talking and her kids were there sledding, but there was no snow. Then somehow we were talking and her husband came and went for a swim in the pool that was at Laz Anderson Park. Then I woke up."
"028-4"	"#028-4 In this dream my friends and I were at my work just hanging around having a good time. I had to leave so I jump in my car to go and cash my check. Somehow I ended up on Route 128 on the side of the road in a house. The house was really my hairdresser's. I went there to cash my check. They ended up giving me $20 for my $70 check. But also while I was there my manager was there getting her hair cut and trying to figure out what style would look best on her. She really doesn't like me, so in my dream she just ignored me. Next thing I knew I was leaving but as I left the beat-up house there were no stairs. So I jumped down and started walking to my car. When I realized they didn't give me the right amount of money. But the money I was to receive now was greater because I won it on a scratch ticket. Then my alarm woke me up and all that money I won from the scratch ticket was just a dream -- Bummer."
"029-1"	"#029-1 This dream I had towards the end of the summer. It is about the guy I am now dating. We went out on our first date and he brought me two gifts -- a box of chocolate-covered raisins and a big chocolate chip cookie that said, ""I love you."" Our date consisted of a jazz festival-type fair with another couple. But on the way to the park we had to cross over a bridge that was very narrow and unsturdy. It felt like if we moved even the slightest bit, we'd fall. There were rocks below us. Oddly enough we were then buying cotton candy and watching clowns juggle in front of us. [The next thing I knew I was awake; it amazed me. The wierd thing about this dream is that I actually understand it and it makes sense to me. I don't know if I'm supposed to tell the significance of all this but since I know the background, I might as well. This guy and I have had the rockiest and most controversial relationship ever. Our getting together was what we saw as inevitable, but we have actually come far. I think that's where the narrow bridge and rocks down below come into my dreams. This was a big obstacle to overcome and if we overcame that we could actually survive. The odd part is the big cookie, which he never actually gave me in the dream, but when I was awake I knew what it was. I woke up before he gave me the box and I still knew what it said. I think this is due to all my friends saying how much he really cares about me.]"
"029-2"	"#029-2 This dream I had was about Madonna. I dreamt that I was in her new Erotica video with her. This is odd because I've never seen the video itself. We were both dressed up as clowns and it was filmed in downtown crossing. After the taping a friend, Madonna and I went to ""our"" dressing rooms and when we walked in my Uncle John was smoking a cigarette. He wasn't supposed to because he quit. My uncle was Madonna's manager. I woke up."
"029-3"	"#029-3 This dream deals with me babysitting a 14-year-old with my next door neighbor. We were at the house and three boys, about 12 years old, came in. We didn't know who they were. They were friendly but made us nervous and scared. I tried to pick up an object to defend myself, but they questioned what I was doing. They took cans of coke and made them explode. They took the keys to my car and when they left with the car I called the cops. The lady who I spoke to didn't acknowledge me. She was placing a mail order for clothing over the phone and told me to hang on. So I got even more scared and ran next door. That lady let me in and called for me, but she ended up talking to the lady on the phone with the mail order. I ran home (to babysitting house) and the boys were back. I heard sirens in the background and woke up."
"029-4"	"#029-4 This dream I had was on a beach where I supposedly owned land. I was with my friends and two cousins down by the water. We were right on the edge and just got settled when big tidal waves began forming and got bigger with each crash. So we started to pack up but it was so hard. We managed to get most of our stuff. We were lucky because our video camera and radio were waterproof. Next we were inside and realized my tapes were gone and my friend's boyfriend lost his class ring."
"032-1"	"#032-1 I was in my kitchen. There was a phone placed next to the sink that is not there in real life. I was talking on the phone to my government professor while the water was running in the sink. She asked me to read to her my 20-page take-home midterm over the phone. I started to read it to her over the phone but there were all sorts of interruptions and distractions. The next thing I remember was that I walked from the kitchen to my bedroom. My government professor was in my bedroom and she had other students' take-home midterms. She left one of the papers on my bed and I could read the first page. I remember looking at it and seeing that there was not much written on one of our subjects. There was probably only about one long paragraph. I remember thinking that my paper was probably going to be better because it was much longer than that!"
"032-2"	"#032-2 I was with my friend Peter. We were walking in what I thought to be Copley Place but it didn't look like Copley Place. It had other stores and restaurants. We were trying to decide where to go to eat. I was trying to suggest and figure out how to get to this restaurant that I thought to be originally in the complex but then I realized you had to go outdoors to get to it. I remember thinking it was complicated to get to but very near. But somehow I thought it was all part of the complex and related. It seemed as though I knew about this restaurant from a long, long, time ago in real life, but I can't seem to figure out what it reminded me of. (It has been sort of bugging me since the dream.) We then had to walk through quite a nice hotel lobby and there were formal dances going on. We were still trying to get to, at that point, an unknown destination. We were trying to figure out elevators and other things. A maitre'd asked us if he could help us but we thought we could figure it out. The restaurant didn't seem to be much of a priortity at that point. We ended up going outside with this unknown destination and there was a confusing, complex highway system that was impeding our journey. I thought I knew how to go under the highway to find my way but ended up going past the crossover and being confused."
"032-3"	"#032-3 I remember climbing steps to my house and my friend Peter was in front of me also climbing the steps. He said something that I couldn't hear or understand. I asked him to repeat it. He then turned around and said, ""I told you I love you,"" as he was still climbing the stairs. This surprised me quite a bit in my dream (also after I woke up!) because we are good friends who have known each other over 20 years and have never expressed any romantic interest in one another. I only remember saying, ""Oh,"" in my dream and thinking that what he said was so nice and tender. In my dream I was thinking about saying the same thing to him prior to him saying what he did, but I didn't!"
"032-4"	"#032-4 My friend, Natalie, who I met this past summer at Suffolk and who has been in several of my classes, invited me to her apartment. I was then in her apartment, only I knew in my dream that this was my house that I was renting out, not knowing it was to her, or that it was once my house and I sold it. I'm not clear as to which was the case. (After I woke up, I realized this house reminded me of the house of my mother's friend who I used to visit quite often as a young girl with many differences. My mother died eight months ago and her friend has been dead for many years.) The first part of the house I recall in my dream was the roof patio. Natalie had expressed that the house was in bad shape and needed quite a lot of repair. We were looking at the floor of the patio and its red terra cotta tiles that looked quite nice to me. However, Natlalie wanted to replace them. I'm not sure why. We then went into the living room. The wallpaper was so old, dirty and torn. It was in terrible shape. As we were walking through, I saw some kind of porcelain doll that I thought had belonged to my mother. There might have been other items that I thought to have once been mine or my mother's. I was surprised to have seen them there. (I did not recognize any of the items in real life.) I also think there was a sort of hurricane lamp. I was trying to fix the chimney part of it. (In real life I do feel a sort of connection with this sort of lamp and feel as though I remember my family had one that resembled the one in my dream a long time ago.) The chimney was either missing, broken or crooked, I'm not sure. I was quite agitated about this doll and some of the other items. I may have felt that I didn't want to lose them and felt connected to them in some way."
"035-1"	"#035-1 I had a very bad dream. Something I would call a nightmare. My sister Sascha was visiting me where I live. She was walking with me through Mission Hill and suddenly someone started chasing us. We went from house to house and could not get away from him. We were running. He caught up and stabbed my little sister in the back with a huge blade. I screamed, ""No!!"" and then woke up."
"035-2"	"#035-2 I was in law school. I was late to class. I had to stop at the library. I got a huge stack of books and started running to class. When we got there it was a room with rows of cubicles piled on top of each other. They were like balconies. We were watching a movie on Africa. I was watching intently so I could answer the questions. The movie started to flicker and then I woke up."
"035-3"	"#035-3 I was in New York with a group of friends. We were going to a Knicks game. We were driving. We came to a parking lot and asked where to go. The man was tall with a thick beard. He asked, ""Are you parking here?"" and we said, ""No."" He said, ""Then I don't know where the stadium is."" I said, ""If we were going to park here you would know where it was?"" He said, ""Yeah."" We parked the car on the street and walked down one street. A man came up behind me and grabbed me. He was older with glasses and his hair was messed up. I kicked him and grabbed onto his clothes. They ripped and I ran away. I was screaming and running as fast as I could but it seemed like I wasn't getting anywhere, like slow motion. I finally reached my friends and the man was arrested."
"035-4"	"#035-4 I was home at my mother's house with a bunch of people: Carey, Sascha, Lisa and Candy and some others. We were building a whirlpool in the backyard. We had to rake the yard first and figure out a location that would be best and where there were the fewest trees. I was raking near some bushes and found some old magazines with the cast of LA Law on the cover. I then went into my mom's house and we were sorting out the mail that came. For some reason Carey's friend Lisa gave us a present. It was a necklace with charms on it. Then we all were outside looking at the mail and went back in."
"038-1"	"#038-1 Thursday night, 1/28/93 I'm in my bedroom and I hear a scratching noise. I turn and see a brown paper grocery bag which is in front of my shelves where my stereo is. I walk over to the bag. I know there is a lobster inside only I can't see him. I remember thinking that this situation was familiar as if I were thinking, ""Oh, yeah, I remember that there is a lobster in the bag in my room that has been there for two days, going on three. I don't want to eat the lobster (I don't like lobster), but I know I am going to cook (boil) it. I have to cook it. I feel badly because it is suffering by being stuck in the bag trying to scratch its way out. I want to let him out but I resist. I'm not sure if I should. For the life of me I can't make a decision on how to end his suffering. I know what the answer is. All I have to do is let him go, but I can't bring myself to do it. I know I can't cook him yet, but I need to end his suffering and sadness. So I go upstairs to my brother's room (my older brother, Dave) in the attic and I ask him how can I end the lobster's suffering. I have no idea what Dave said. End."
"038-2"	"#038-2 Tuesday night, 2/1/93 I went to surprise Rob at the studio. I got there and I couldn't find him. I was asking around and no one knew where he was. I was in a hallway in my house upstairs only on a larger scale. All of a sudden Rob comes out of the bathroom in the doorway and says, ""I don't want to see you anymore."" I was in shock because it was very sudden. I was relieved in a very small way but mad at the fact that he didn't seem a bit remorseful. I felt stupid like, ""How dare he dump me?"" I was mad at myself. When he came out of the bathroom he was holding a razor and his mustache and beard were gone. He had shaved them off while he was in the bathroom."
"038-3"	"#038-3 Tuesday night, 3/93 I was in my friend's apartment (it was a girl from work, Charlene) and I was amazed at the apartment. Jaimie (from my old job) answered the door. I was happy and surprised to see her but I didn't feel I needed to make a big deal. We were sitting around. The apartment was big. It had a contemporary artsy look with pastel colors (pink, green, yellow, peach and black). Charlene asked me if I noticed anything different about the place. I named some things like the furniture, pictures, etc. None of it was right and then after much guessing Charlene finally said, ""Jaimie's here."" They didn't think I realized that Jaimie hadn't been around in a while. I was very glad to see her, but I just didn't go on and on about how long it had been since I had seen her."
"038-4"	"#038-4 Wednesday night, 4/21/93 I was in my room and there was a strange person there. I'm not sure if he was a baby or an adult. He had blonde hair long on the back above the shoulders but cut close along the front and sides. He was very small, smaller than a midget or dwarf in fact. His body from chest to hip was so small it looked like he had no body. He almost looked like the Head Detective from the show ""In Living Color"" only his arms didn't come out of his head. I heard some music playing. It had a Latin beat and I danced with him. I think I was afraid of him or more uncomfortable but we danced and it was fun. He seemed really sweet almost childlike. I remember telling people or wanting to tell people about the weirdest thing that just happened, me dancing with this little person in my room. I think he was a good dancer."
"040-1"	"#040-1 Oh! my goodness. Since I have been living in this country for this long I have never gone back to my country. I feel very exciting because my parents are going back to my country and they also buy me an airfare ticket already. I feel very surprise because I have never think they will spend that much money to go on this trip, and I am the only one can go out of all my sisters and brothers. I cannot believe it that I can go, then I start to think of the beautiful views of the places. My parents tell me that we will be leaving in the summer. I am too overexciting then that led me to wake up with a depression."
"040-2"	"#040-2 At one night, it was so cold in my room because my radiator didn't have heat, so I had to get a thick blanket to get my body warm. When I went to sleep, I had also covered my head with the blanket. Later, I had fallen asleep and I started to dream. Now, I am in this small elevator with a crowd of people. It is so narrow that I can hardly move my head, and people keep squeezing in. The elevator is very slow. Although I am gradually suffocating, I keep telling myself that the elevator will open very soon. But, then I cannot breathe. Oh, my goodness! I am suffocating. Help! Then I woke up and my hands raised up high to remove the blanket from my head. I inhaled so hard."
"040-3"	"#040-3 Oh, God! It's World War III! Everyone prepares to leave and my family is gone. I don't know where I am. Help, I am alone. What will it be like to be dead, and what if I have gotten shot on every part of my body? Then blood will be all over me. No, I have to get out of here. I have to fly to some other country, but it is too late. I am stuck. Many soldiers surround the bushes with guns, and there are bombs flying over my head. I try to run very hard, but I cannot. I am too scared and I am out of breath. I can hardly open my eyes. Suddenly, a soldier opens fire. I jumped up off my bed and cried out loud."
"040-4"	"#040-4 I am listening to the radio and singing along. I am dancing and keep looking at my reflection in the mirror. It is pretty good movement. I stare on the wall, where I post all my favorite idols. I like them and keep doing my dancing movement. Suddenly, my idols turn into real people. They all gather around me. I feel very happy because I can talk to them and hold their hands. Oh, my goodness. I will have a chance to know everything in Hollywood. I ask one of the famous actors if he had a girlfriend. He said, ""No, I don't."" I am so happy and I fall in love with him. He is so handsome. Then we are holding hands. After, he comes close to me and whispers something in my ear. I cannot hear him because there is a loud ringing sound and it is nonstop. Suddenly I woke up and it was my alarm clock sound."
"042-1"	"#042-1 I was standing outside of the house of my old best friend/worst enemy. I have known her throughout elementary, middle and high school. To say the least, she made my childhood a living hell. Anyway, I walked into her house and started looking around at the furniture. I saw nine place settings at the dining room table (that's how many brothers and sisters she has), but no one was around. I waited for a few minutes and then called out, ""Hello. Is anyone here? Hello."" Suddenly, an elderly, white woman appeared from the kitchen. She was drying off a dish. I didn't know who she was. I thought it weird that she was there because this family is Lebanese, not white. I asked her where Christina and her family were. She said that they were all out and they wouldn't be home for a little while. She asked why I was there. I had a plate of big chocolate chip cookies in my hands. I told her I was delivering these cookies to the family. I noticed that one of the cookies was half-eaten, so I took another cookie and covered over the half-eaten one. As I did this I thought to myself, ""She'll (Christina) never see this half-eaten cookie."" I left a short message with the cookies. It read, ""My mother thought you'd like some cookies,"" and I didn't leave my name. Then I walked out of the house with a smile on my face. Then I woke up."
"042-2"	"#042-2 I was trapped in the house of this lady who looked like Malificent from ""Sleeping Beauty."" I was trying to save a girl. In the dream, I was a guy, but I never saw myself. I tried to escape by going out a window of one of the rooms, but in every room there was something hindering me. For example, in one room there was a panther; in another there was a bird, etc. I went into one room and found the character of ""Seven"" (a little kid) from the television show ""Married with Children."" I told him that if he helped me, I would give him a lot of candy. He agreed and the three of us climbed out a window. The lady who looked like ""Malificent"" screamed at us not to leave. All of the sudden I heard a lion roar. We ran and hid. The lion was trying to find us. I stepped out and was going to face the lion, but it had turned into this big, beefy guy. I had a gun, so I shot at him. It was only a water gun. He just laughed and was about to kill the girl I was saving. I shot at him again and then he shot at me. The gun was not a normal gun, though. It shot a bead of red light, but he missed me. I started to laugh and said, ""You missed me."" He said, ""But the bead won't."" He pointed to the bead. It was bouncing around and I feared that it would hit me, so I picked up a long beam of wood. I blocked the shot with the wood and grabbed the bead, which now was a silver bullet. I said to the guy, ""Ha! This is a silver bullet. I'M RICH!!"" The guy got really angry and picked up the other long, wooden beam. At that moment I got a view of William Shatner. His face just covered the screen of my dream. Then I woke up."
"042-3"	"#042-3 I had a dream that I was babysitting. I hadn't met these people before. It was the first time I was babysitting for them. I went to their house with someone else, but I don't know who. I was standing in the kitchen and the couple walked in. The only thing was they were two guys. These two guys were the parents of the child I was going to babysit. Then I saw two women come in the kitchen, another two men and then another two women. All of these people lived in this house, but each couple had their own floor. They started asking me questions and all I could think about was, ""These people are gay and lesbian."" Then the dream suddenly switched to my meeting my friend Audrey and her boyfriend's new baby. She's not pregnant in real life, though. The baby was a normal size, but had the face of a grown man. He said to Audrey, ""Hey, Mom!"" And gave her a kiss on the cheek. Then I woke up."
"042-4"	"#042-4 I had a dream that I was in this hall and it was almost empty. All the tables were empty except for a few people. music was still playing and my friend Wayne was there with me. He says to me, ""I'm gonna dance to the 'Rockin' Robin' song."" He started dancing and lip-syncing the song. I watched for a little bit and then left. Then I was in a big truck, driving with my youngest sister. It was weird because the steering wheel was on the right hand side. My sister was sitting very close to me and I asked her why she was. Then I asked her to move over. There were two guys in a car ahead of us and we were chasing them. They tried to lose us. Then I was at my friend George's work. He asked me to dilute this drink that he had. It was brownish-orange. I went over to the sink and started to dilute it. I noticed I was putting hot water in the drink, so I dumped some of it out and poured in cold water up to the top. I gave it to him and he was like, ""This is VERY diluted."" I said, ""Well, I'm the daughter of a science teacher; when you ask me to dilute, I dilute."" Then I woke up."
"043-1"	"#043-1 I was in my old apartment on a rainy afernoon with my mother, brother, father and my dog. We knew that someone had to come in and exterminate our apartment. We had three bathrooms. The exterminator placed a light bulb, which turned out to be an explosive, underneath the sink in the bathroom. He put another tube under the kitchen sink. This tube looked like a roll of pennies. He told us we had 30 minutes to get out of the apartment before it went off. Somehow we couldn't get out. We each could pack one bag, but we weren't able to find my dog's sweather and it was cold. We all had to run out before the house blew up. Finally, we all went outside and the house started to smoke. We got out just in time."
"043-2"	"#043-2 Tonight I dreamt that we were at a pool and all hanging around. I was leaning over to look in because it was dark and my pocketbook was sitting on a branch. I watched the bag fall into the water with every important item I owned in it. The pool was about 30 feet deep and it wasn't clean. I would have my friend dive in and get the bag but he didn't have any scuba gear with him. If he jumped in, he would have to hold his breath for a while and chances were he may not come back up. So we decided for him to go down. He went down finally but couldn't find it. If [illegible] any longer the bag would flow into the ocean. So my friend went to get his gear. He went in and tried again but never came up."
"043-3"	"#043-3 My father was sitting at home one day and was watching a movie. As he is a sick man and was bored, he decided to go out and experiment with all different types of drugs. He went on to the streets. He bought everything you could possibly sniff and came home with it. He was in my room with all these types of drugs and started experimenting. He tried it on my hampsters and didn't have any effect on them. From then on it was an everyday duty for him and no one could control it. But as being sick he was getting worse. He was doing more and more and finally a doctor came over to see his condition. He admitted him into the hospital and  never seen him since."
"043-4"	"#043-4 My friend Tom was once married and divorced quickly. But he had a three-year-old son and almost had custody. The mother had not seen him for a while but finally broke down to see him. When she did the boy was ten years old. She now wanted full custody. Tom never had full custody, so chances are she could get it. Eventually she gained custody and took the boy. Then Tom had to be nice to someone he absolutely hates to see his son. But because of the great loss that he could not be with him, he went and adopted another [illegible] just like a new [illegible] expensive and frustrating without a mother. Woke up."
"044-1"	"#044-1 I dreamt I was in a swimming pool but I have no idea where I was. My friend that I don't talk to anymore was in the pool with me and we were getting along. I could actually feel myself lose my breath when I went underwater. I was doing flips and jumps off the diving board. Then I remember being underwater and trying to reach the surface but having difficulty and not being able to breathe. Then I felt nervousness come over me. I finally made it to the top and then I woke up."
"044-2"	"#044-2 I dreamt I was in a car with three of my ex-friends that I don't speak with anymore. We were driving in one of my ex-friend's boyfriend's car. I was sitting in front and felt very insecure, like I shouldn't be there. Then the driver pulled over and started screaming for me to get out of the car. My three ex-friends started yelling at me and kicked me out of the car. I remember feeling like I was going to cry. I was stranded in the middle of some street that I had no idea where I was."
"044-3"	"#044-3 I dreamt I was in Dunkin Donuts with my boyfriend and my friend who had just come back from the Marines. Only I thought my friend from the Marines was my boyfriend. Then it switched to me lying in my bed, thinking that the phone was ringing. It was my friend Jen and I thought it was 7:00 in the morning. I was asking her why she called me so early in the morning. Then I really woke up and the phone was really ringing. It was 1:30 am."
"044-4"	"#044-4 I dreamt I was on a beach with my family. I had a baby. It was a baby boy. I remember thinking, ""I wish this were a dream,"" because I didn't want the baby. Then my dream skipped to my boyfriend's house. He and I were in front of the TV. Then a few of our friends came in and said that we should get married. Then I remember being in a restaurant and ordering food. Just as I was about to take a bite out of it the alarm clock went off and I woke up."
"045-1"	"#045-1 When I first received this dream sheet, I was a bit nervous on what to write. But after a few nights of thinking about it I had a unique dream. My first dream was that one night I went to this house and knocked on the door. The boy who answered the door was a boy that I once had a crush on. When he asked why I was at his house I said, ""Well, I am coming around collecting the Dream Sheets for Dr. Busik. You have to finish yours so I can collect it and pass it in."
"045-2"	"#045-2 I had a dream that I was walking down the street and I had flagged a cab down. While driving in the cab I had had a baby. I started having contractions and my stomach was big. My sister who is pregnant walked by me and said, ""Oh, thanks for having my baby for me. I couldn't do it."" So I started having her baby for her. When the baby was delivered (in the cab) we picked her up and went about with our business."
"045-3"	"#045-3 I was in a shopping market with roller skates on my feet but I kept falling. I am usually a great roller skater. My boyfriend's brother and friends were there. I was trying to roller skate around them, but I couldn't stay on my feet. So I took off my skates and went into the bathroom. I kept falling in the women's room. But I also had no clothes on the bottom half of me. I had a shirt on, but nothing on the bottom. My shirt did cover to my knees. When I walked out of the bathroom, I just walked around the store shopping as usual. My friends were shopping then."
"045-4"	"#045-4 My neighbor and her husband had their baby. When they brought the baby boy over to see me all these dogs were there too. Dogs were circling us. Not savage dogs, just normal everyday dogs. The baby was talking even though it was just born. It was years ahead of itself. The dogs were just sitting looking at the baby and not barking."
"046-1"	"#046-1 The sky is very dark. I'm in the middle of a place. It looks like a field. There are things everywhere, but I can't tell what they are. All of a sudden flashing lights cross the sky. Something tells me that these lights are the product of a UFO, but I can't see a UFO anywhere . . . Then I see myself watching the sky. Actually, I'm watching the universe from somewhere. I can't tell if I'm inside something, but I know I'm looking at the dark space and I know it is not earth . . . I see myself in a cabin. I saw it is like I'm watching things in matter of seconds. It seems like I'm not part of the place, but then I see myself lying on the floor and I look out the window. I see the print of a small foot on the icy window. The strange thing is that I thought it was grassy outside and I didn't see [illegible]"
"046-2"	"#046-2 I'm at home but not my real house. It looks like I'm in the countryside. I looked to one of the boys at my mom's daycare and I see this blonde little guy (he's American) with red dots on his face. They look more like paint. But I knew they are not. I began telling my mother that the kid had ""chicken pox"" and that he was going to give to my daughter. I said, ""chicken pox,"" just like that and in English. So I said to my mom that I was going to tell the boy's father before he leaves for work. I caught him just as he was getting into his car. (He looks a lot like Professor Divine.) He said that he was going to check on his kid . . . Time passes and he never went to check upon the kid."
"046-3"	"#046-3 I'm inside a library with my friends. There is my best friend (who I haven't seen for two and a half years). I saw her. She tried to get close to me, but luckily for me the table was between the two of us. I for some reason don't want to get close to her and I managed to get away from her with excuses. She doesn't seem to be mad at me getting away from her. It seems like she and the rest of my friends don't see it; just me. (The library looks more like one corner of Sawyer Library.)"
"046-4"	"#046-4 My friends and I are at my work place (Baker Library), but it is past 10:00 pm. We are playing in the dark rooms of the library, running up and down but without making any noises. The clearest image that I have is of my friend David who seems to be wherever I focus my eyes. The place looks different. The books are arranged in a different way. The structure of the inside looks new and clean, but I know it is Baker Library. . . I take an elevator from the fourth floor to go and meet my friends downstairs. When the doors open, I'm in a completely different environment. It looks like I'm in a typical Latin American neighborhood. I'm aware that I was going to go and see my friends who are waiting for me, but I think it is normal to find myself in that place."
