"n"	"date"	"dream"
"Jessica(P)-01"	"(1997-03-19)"	"#Jessica(P)-01 (1997-03-19) I am talking to the baby's father who I am now estranged from. I think we are in the big city. Other friends of ours are around and he goes to play video games with a close friend of both of ours who I dated before him. I then walked around the building (which I do not recognize) looking as if I had lost something. The lighting is hazy and the scene is in color and soft focus. I remember talking to other people and feeling frustrated (I do not recall the details of any of the conversation, but I do remember trying to see into the room where my friends disappeared)."
"Jessica(P)-02"	"(1997-03-19)"	"#Jessica(P)-02 (1997-03-19) The world, or at least the USA, was taken over by these lizard-like and undead mutants whose goal seemed to be to enslave and exterminate humans. There seemed to be some motive for not doing it one at a time. My character became part of the resistance and was always trying to escape from these characters -- always male. One involved fight was a snake-like creature who I escaped from on a rocket pack. I was only saved when the ""resistance"" drove up in big colored trucks and shot at them and then I flew over him and delivered final blow. In another sequence, I skated down an ice-covered hill fast enough to escape the skeletons. At one point, I had sex with one of the heads of the resistance -- it was really important that I was ovulating. I guess because reproduction was discouraged by the creatures. The ending was hazy -- after some time where I seemed to know I was pregnant. I walked into a restaurant where I saw John and Ann and told them I was pregnant. John said congratulations, the menu had instructions inside on the uses of IUDs. I remember telling John I helped Ann learn to masturbate with a vibrator and had a flashback of it. "
"Jessica(P)-03"	"(1997-03-20)"	"#Jessica(P)-03 (1997-03-20) I was acting through the persona of a member of a primitive tribe who had become engaged in some type of struggle. One of the struggles was to reclaim this boy Stephen which he surmised was the son of his daughter. There was a lot of anthropological and class study proceeding throughout the dream. At one point, my persona, which at this point had changed to someone else, had to engage in this very strange scavenger hunt to defend the family, picking up toy cars and finding notes on them. We found clues under the bed, being directed to follow the yellow brick road, all while being watched by the evil villain who had forced me out through his airlock. What other details? The boy was found by being seen in a photograph by his glasses. There were one female voice that tried to keep me from leaving the airlock of the ship but I ignored her."
"Jessica(P)-04"	"(1997-03-21)"	"#Jessica(P)-04 (1997-03-21) I have just turned 23 yesterday and that fact was included in my dreams as I am standing on a corner with friend Andrew. Calvin, Alice, Harry, and Jim are walking down a street and try to get Andrew to go with them to bars. I am ignored. Andrew does not go. Otherwise, rest of dream hazy -- running through stuff I need to do such as find new job, etc."
"Jessica(P)-05"	"(1997-03-24)"	"#Jessica(P)-05 (1997-03-24) John and I were talking a long time and then we went into another room. I don't remember being driven there and then we are on the floor and I am holding him from behind. Non-descript people are also there. One of the rooms is covered with art."
"Jessica(P)-06"	"(1997-03-25)"	"#Jessica(P)-06 (1997-03-25) Alice and I are talking about jobs and babies and men in a way we never talked before in her brother's (Jim) room. It is comfortable and very chummy, chummy. She is dressed as she is usually is dressed in sweats and full make-up."
"Jessica(P)-07"	"(1997-03-26)"	"#Jessica(P)-07 (1997-03-26) This was a general sex dream. I had dreams I'd taken advantage of all these typically ""beautiful"" women, the type you see in ads and having sex with them, dominating them. Frequently, with a vibrator. The women were the type you see in porn -- augmented bust, big make-up, big hair."
"Jessica(P)-08"	"(1997-03-27)"	"#Jessica(P)-08 (1997-03-27) This dream concerned me interviewing several different people about their ideas of success and jobs and then shifting to being interviewed for several jobs in rapid succession in a number of neutral offices and by people of both sexes in random business suits. The interviewers were not intimidating or frightening. The offices were airy, sunny and pleasant."
"Jessica(P)-09"	"(1997-03-28)"	"#Jessica(P)-09 (1997-03-28) I was an actress in a troupe that was doing a play called the ""Royal Family"" that was like the one in the city now, a play about a really creative family. At first, I was in the audience but later I was acting in the play as an older woman and for some reason, knew the lines, but nobody in the play believed I did and the young lead actress said my lines out loud with me. I was the new kid in town in an ensemble which did not fully accept me but was trying very hard to make a place for me -- like a family, like an ensemble is supposed to be."
"Jessica(P)-10"	"(1997-04-01)"	"#Jessica(P)-10 (1997-04-01) I dreamt about Harry drinking a lot and a lot and a lot of beer and trying to hit on women and not succeeding. I think he was at a party surrounded by random people whom I did not recognize. "
"Jessica(P)-11"	"(1997-04-02)"	"#Jessica(P)-11 (1997-04-02) The following dream was filled with anxiety. I had trouble sleeping all night and through the whole dream I was fighting off these aliens. Harry was there too but he seemed distant though he was assisting me in fighting off the aliens. It was as if he was speaking to me through water. We did, however, successfully defend the non-descript city (a mix of two cities I know) from the aliens."
"Jessica(P)-12"	"(1997-04-04)"	"#Jessica(P)-12 (1997-04-04) This was a dream about escaping. I remember snatches of being on trains and buses and cars and all kinds of transportation devices. In all the snatches I remembering being very pregnant and running from something."
"Jessica(P)-13"	"(1997-04-05)"	"#Jessica(P)-13 (1997-04-05) I am typing on my old 486 PC in my room on the floor. Happy that I got it back. Harry is out with some netters but I don't care."
"Judy(P)-01"	"(1996-12-27)"	"#Judy(P)-01 (1996-12-27) I've been taking classes, but I've only gone to a few, and haven't read all the material. It's now the end of the semester and I'm trying to figure out what classes I'm still signed up for and which tests I can't avoid."
"Judy(P)-02"	"(1996-12-28)"	"#Judy(P)-02 (1996-12-28) I'm staying at some beachside town, perhaps living there permanently, with some unknown friends. Lots of thoughts about whether I can live in a particular house with some people."
"Judy(P)-03"	"(1996-12-28)"	"#Judy(P)-03 (1996-12-28) I'm at a Disneyland-like park (I'm an adult) with some members of my family. There's something sinister about the place though. At one point we're surrounded by many huge sea turtles and the water below us. My mother is there -- somewhat bossy. My nieces are there -- I'm a little frustrated with one because she doesn't follow directions. I'm trying to find the fun rides I remember, but the place is still kind of threatening in some way."
"Judy(P)-04"	"(1996-12-29)"	"#Judy(P)-04 (1996-12-29) Starts out with me attending some press conference/town hall meeting with President Clinton, the vice president and their wives. I sit very near the President and exchange looks. Some people I apparently work with are there. Two of them get in a fight and one is punched in the chest and starts having chest pains. Someone comes to tell me and I get my sister, who's an emergency room nurse, and her sister-in-law, a doctor, to assist. Next scene I'm with an old boyfriend who is an investment banker. I convince him to review some business arrangement of my parents to see if it is financially worthwhile."
"Judy(P)-05"	"(1996-12-30)"	"#Judy(P)-05 (1996-12-30) I'm in a store with my husband -- he is returning a shirt. The salesperson ends up leaving with us -- we take her somewhere. Then I'm at some sort of health club or spa. A friend from high school is there too. I try to talk with him but he is in a part of the club I cannot get into. There was a third part to the dream I can't remember now."
"Judy(P)-06"	"(1997-01-01)"	"#Judy(P)-06 (1997-01-01) I'm working with a lobbyist [a woman] in Washington. Not clear if I'm being paid or volunteering. We go to a meeting for a briefing on some recent event. Everyone eats breakfast but me -- I'm aware I'm pregnant because I'm thinking I should get something in my stomach. I leave the meeting early. Next is a brief scene at a university. I'm there with my husband and some friends. A white limo rolls by with two guys in it. They look like rock-band types -- long Fabio hair and they're stripped to the waist."
"Judy(P)-07"	"(1997-01-01)"	"#Judy(P)-07 (1997-01-01) Dick, my boss, and the senior accounting partner on our account, Veronica, were going to play tennis and invited me along. I didn't want to play because I don't like them and I'm not a good player, but felt pressured to say yes. But by the time we were getting into the car to go there were seven people, and no room for me, so I sent them on and said I wouldn't play. They left, and then I ran into Brandy. I was glad to see her and we decided to walk back to the office together. First we watched some kids play a game on a hill nearby."
"Judy(P)-08"	"(1997-01-02)"	"#Judy(P)-08 (1997-01-02) I was at work, discussing increasing a budget for legal services for one of my clients. A helicopter landed on the roof, let some people out and took others. Then I left and headed through a pretty suburb then to school. At that point, I was back in college, returning to a dorm I felt I had lived in before."
"Judy(P)-09"	"(1997-01-03)"	"#Judy(P)-09 (1997-01-03) First I'm in a church assembly hall with various people [friends] I know, as well as Maria Shriver. Next I'm at a park throwing a ball for a white poodle -- others are there with me. Another poodle shows up at the end."
"Karen(P)-01"	"(1996-11-13)"	"#Karen(P)-01 (1996-11-13) I was ""above"" water that was clear enough to provide a clear view of granite rocks beneath it. Next dream segment, a group of peers (family members) agreed that just punishment for mean and unloving treatment by my husband would be self-castration, unless his behavior improved. He was ""on probation."" The water and rock were out in the open and light. The gathering of peers -- predominantly women -- was in a circle around a fire in a cave with sand on the ground. My husband was in the middle."
"Karen(P)-02"	"(1996-11-14)"	"#Karen(P)-02 (1996-11-14) A group of people had gathered together for a ""problem-solving workshop."" Each of us was asked to represent our world view using scrunched up newspaper. One of the men put his newspaper ball into a beer glass the right way up. My husband put his scrunched up newspaper under a beer glass."
"Karen(P)-03"	"(1996-11-15)"	"#Karen(P)-03 (1996-11-15) The family unit -- my husband, my daughter and I -- were out and about catching trains, looking at shops, generally ""being together."" Husband was at his most pleasant, daughter too."
"Karen(P)-04"	"(1996-11-16)"	"#Karen(P)-04 (1996-11-16) I found myself in an airplane, though I hadn't planned on staying aboard. I admired the scenery, the view of misty mountains, of valleys and fields. I couldn't see fellow passengers, but discussed the scenery with them. As the plane went over semi-arid desert, it had to make an emergency landing."
"Karen(P)-05"	"(1996-11-20)"	"#Karen(P)-05 (1996-11-20) A group of us -- Wes, Lisa and Beth -- were in search of Betsy, whom we thought had been kidnapped. After maneuvering, including hiding on trains, sneaking around likely ""hideouts,"" etc., we discovered what we thought was a likely disused railway carriage. When we opened the door there was a tiger. Although it roared, and had sharp teeth and claws, it was more interested in freedom than in eating us. Once we'd let the tiger out, Betsy appeared snickering from the other side of the carriage and said, ""Fooled you."""
"Karen(P)-06"	"(1996-11-21)"	"#Karen(P)-06 (1996-11-21) I was waiting in a boarding house with my daughter (a toddler) for my husband to arrive. My brother and his wife were there, as was my father. I thought everyone had agreed on where and when we were all going away on a short holiday, but everyone began changing their minds. My husband was running later than expected and the others seemed to be packed and ready to go somewhere else. I felt uninvited and unwelcome in their plans. My daughter and I went outside into the dimly lit street as we thought we could see my husband's car."
"Karen(P)-07"	"(1996-11-22)"	"#Karen(P)-07 (1996-11-22) Someone had left her handbag outside. It was a black bag. I think it may have been my brother's wife. We were at my childhood home."
"Karen(P)-08"	"(1996-11-23)"	"#Karen(P)-08 (1996-11-23) Bill and Hillary Clinton were in town and I was part of the welcoming committee. Hillary was non-plussed, but Bill wanted to dance with me. It was in a formal reception area."
"Karen(P)-09"	"(1996-11-25)"	"#Karen(P)-09 (1996-11-25) I was in a forest, probably a rain forest, looking up at tall trees, just seeing birds. After a while there was a bridge near the treetops. A staircase had been built in a large tree (fig?) with large roots and there was a platform where tickets to the bridgewalk, and souvenirs, were sold. I was with my husband and daughter and we bought tickets and went delightedly on our way. It was a great view."
"Karen(P)-10"	"(1996-11-26)"	"#Karen(P)-10 (1996-11-26) My cousin Jack was imprisoned on trumped-up charges. For the first time in several years, the extended family of uncles, aunts and cousins got together. We cousins closest in age, including his sister, were the ones to come up with an escape plan. We had gathered in the shed at the back of my childhood home and there found proof of the false accusation. Corrupt officials were trying to take credit for JackÕs invention of microwave screen savers."
"Karen(P)-11"	"(1996-11-27)"	"#Karen(P)-11 (1996-11-27) My friend Sandy rang me. She was all upset that an aunt of hers had bought black, magenta and lavender tiles for the bathroom. My daughter and I were at my childhood home, which was empty of others. While we were waiting, I think for my husband, we lit a fire using ice-cream sticks and wrappers in the fireplace."
"Mary(P)-01"	"(1997-02-05)"	"#Mary(P)-01 (1997-02-05) My son Charlie and I are at a school-type building. My fiancee Ken is there but my son and I aren't with him. I'm using a bathroom that is in a type of downstairs or basement level area. I'm aware that Ken is using another bathroom a few feet away and I get the idea that I'll sneak past him and go outside. As I approach the stairs to go outside, I realize there are curtains up on the entryway. At that moment Charlie is poking his head in and I tell him we have to hurry up and go outside so we can surprise Ken. Outside there is a parking lot and a grassy area and Charllie and I start making our way to a bench (or something like it) at the far end of it. I have a hard time making it to the bench and keep falling asleep on the way. I have a hard time opening my eyes and I'm half-conscious that I'm dreaming then and then I'm disturbed and wake up."
"Mary(P)-02"	"(1997-02-06)"	"#Mary(P)-02 (1997-02-06) I'm sitting in a bathroom in what is supposed to be my parent's house and I'm having a watery and bloody discharge. It's quite persistent, not getting worse but not going away either. I leave the bathroom to enter into a convenience store type place and there's a guy who works there watching TV -- the TV is on the wall -- hanging above the cash register area. I'm thinking about how boring his job must be -- it's early in the morning hours -- like 2-4 am and I don't know what I'm doing there and I'm pregnant and everything is fine again."
"Mary(P)-03"	"(1997-02-08)"	"#Mary(P)-03 (1997-02-08) I was in a nightclub, in a bathroom, behind a stall, when a woman with long hair came up to the stall door, pushed it open, and began touching me. I was standing up, about to leave the stall when she approached me and I said, ""I'm pregnant and I'm not up to this."" She didn't care and touched me between the legs, then grabbed my stomach (which was bigger than I currently am). I felt threatened by that gesture, but not afraid. She just seemed menacing and potentially dangerous, but I remained assertive and when I pushed her hands away from my stomach I woke up."
"Mary(P)-04"	"(1997-02-10)"	"#Mary(P)-04 (1997-02-10) A two-part dream. First I was with my husband and a high school friend of his. We were in a store looking at clothes. The store was sports oriented and my husband and his friend were ""jock"" types (even though it wasn't my husband, I knew it was, and yet he wasn't anything like him). The two of them seemed busy looking for something specific and I just kind of walked around following Ken. Then I wanted to try something on but I did it right in the store -- no dressing room. It was then I realized I was pregnant and there were women crowded around like at a department store window watching me. Then I was with my son Charlie. We were on a field trip together. It was outside and my mom was there with us. I was setting up a game on a table. The game was very elaborate and it took me a long time. When I finished, I was talking with my mom and as we looked out, we saw what appeared to be large dark clouds over water but ended up being thousands of black crows diving into water -- the scene was surreal -- dark and turbulent -- with brown muddy hills going up. I saw Bill Cosby there with a bunch of kids, and then started rallying up CharlieÕs class. I kept watching Charlie interact with his classmates and felt bad for him because he was trying so hard to please and make friends. He didn't seem upset, he just kept talking and laughing with everyone."
"Mary(P)-05"	"(1997-02-12)"	"#Mary(P)-05 (1997-02-12) This was a strange ""dream within a dream."" I was aware I was dreaming and I was also aware that I was dreaming I was dreaming. I was laying in bed with Ken and I remember trying to pull my pants down in bed so we could make love but I didn't really do it, although I really felt I was doing it. I also remember talking to him about what time it was -- dreaming I was talking in my sleep and certain I was really talking to him. I was surprised to find I hadn't done either thing although it was so real and I believed I had simply followed or went along with what was happening in the dream. Almost three levels of awareness, with the physical and awake me finally waking up to realize I'd only been dreaming."
"Mary(P)-06"	"(1997-02-13)"	"#Mary(P)-06 (1997-02-13) Strange dream about drugs and my son getting involved in either taking or selling drugs. His father is there and Ken is there and it's threatening. I'm afraid Charlie will get into trouble and I'm telling him both that they better watch out for him because he's getting ideas that drugs are okay. There's an implication that both Ken and CharlieÕs father do drugs also."
"Mary(P)-07"	"(1997-02-16)"	"#Mary(P)-07 (1997-02-16) Dreamt my husband Ken was making love to a blonde woman and he was in Chicago. I just saw him like an observer. He didn't know I was there and it wasn't as if he were cheating on me. It was just an observation."
"Mary(P)-08"	"(1997-02-17)"	"#Mary(P)-08 (1997-02-17) My husband Ken and his mom are talking on the phone but I can hear everything she's saying to him. She's telling him she was sorry that a women he saw at a conference (before coming to be with me) didn't respond to his message that he wanted to marry her because she felt she couldn't be treated with such disregard by him. His mom obviously preferred this woman and though Ken and I are married now, it didn't matter. I was listening and watching Ken from a distance -- I wasn't there but I was there -- he didn't know it -- and he seemed sad about what she was saying."
"Mary(P)-09"	"(1997-02-18)"	"#Mary(P)-09 (1997-02-18) This dream involved Alex (a man who works next door to my workplace) and had a lot to do with time and work for me. It was early in the morning. I was at my parents' house, leaving for work or just stopping there, I'm not sure, on my way to work. I worked in a mall-type place. I was upstairs in an office -- an attorney firm -- and I was talking to a woman about a party or a plan to have a party. It was 5:50 am. I felt there and walked into AlexÕs shop. It was a huge place, like a restaurant, I said hello to him and he said hello, ""Hey, you can go get some espresso since it's 10 to 6,"" (because we were supposed to have lunch). I realized then how early it was and I felt good about being up and out so early. Alex was working on an elaborate structure (he's a sculptor) and it was to be a party of the party or event I was discussing earlier. It was actually hung outside his shop in this mall-type place -- it was huge -- two rows of gigantic musical notes and clefs in sliver, blue and white enamel. I was impressed with it and was surprised by how much work had been done since I last saw him. I told him I thought it was great and we were discussing it in greater detail -- he was telling me how he had to strip it, then glue it, then paint this enamel on, etc. "
"Megan(P)-01"	"(1997-01-31)"	"#Megan(P)-01 (1997-01-31) I went to see my friend Rick at his new job at a pharmacy. I was kidding him about his job and so he started kidding me about being pregnant. Then I said, ""Oh, like you regret raising your child alone,"" and he said ""Yes, I wish it had all been different and he had never been born."" This shocked me because I knew it wasn't true and it was the first time I had heard him say this. Then I went upstairs to my house and I realized I had forgotten to feed my cats for a few days and I felt really bad and fed them two cans of food and they were all weak and bloated and sick looking. I realized if I couldn't even take care of my cats correctly I would never be able to take care of a baby."
"Megan(P)-02"	"(1997-02-01)"	"#Megan(P)-02 (1997-02-01) I'm packing everything up to move on again. I still have some remaining items from my early career as an artist. I have to get a hold of Tabatha to pass all these items on to her because I know she will be thrilled. I want to clear out and get rid of everything in my life that represents my old life -- I do not want to move it to my new home. At the same time, I hear that my friend Angie has begun a new career as a comic -- she has a routine as a fly where she does acrobatic work around a person in the audience and does jokes."
"Megan(P)-03"	"(1997-02-02)"	"#Megan(P)-03 (1997-02-02) I was in a school cafeteria and there were a whole lot of people waiting in line for food but there wasn't a whole lot of food available. All they had was this weird pizza that tasted like cotton with a little bit of tomato sauce and cheese on top, and some really delicious looking hot dogs. I'm a vegetarian so I'm wondering if I should go for the better food even though it's meat. In another part of the dream, I'm laying in bed with my cats and there are rats running around on the floor but my cats don't seem to mind. The rats want to jump up on the bed and cuddle with the cats and me and I feel like I may as well let them, that it will teach me something about tolerance."
"Megan(P)-04"	"(1997-02-03)"	"#Megan(P)-04 (1997-02-03) I was going to church on a date, and while I was there I was very aware that I was going just to pick up a man. I was very conscious of my appearance, and I didn't want anyone to know that I was pregnant. It seemed really important to me to try and find a husband, and I didn't feel like I could get one unless I lied about my condition. The whole thing seems too time consuming and impossible. I know I'll never be able to find one and I get married before I start showing."
"Megan(P)-05"	"(1997-02-05)"	"#Megan(P)-05 (1997-02-05) I was dreaming of my ex-husband (from a long time ago). We were trying to have some kind of sexual experience and I managed to give him a hard-on which surprised him, but then it didn't go anywhere. I realized I was going to have an orgasm and I wanted to get away from him and go have it in the bathroom in private, but I realized I wasn't going to get to the bathroom before the orgasm came (which it did). He wanted me to go on a trip with him and a female friend of his. I asked if it was his girlfriend and it was. Ultimately, I decided it didn't matter."
"Megan(P)-06"	"(1997-02-05)"	"#Megan(P)-06 (1997-02-05) I was busy straightening up and trying to get myself ready to go to work. I was having a hard time making the bed, there were stains all over it and the blankets were heavy and bulky. Ed made fun of me for trying too hard. Then I was trying to fix my hair and I realized my bangs were way too long, going all the way down to my chin, so I had to cut my hair and I worried if it would look okay. After I cut my hair, I realized I had a beard growing and my mom said it would have to go. I realized I'm going to be very late for work."
"Megan(P)-07"	"(1997-02-06)"	"#Megan(P)-07 (1997-02-06) I was involved with food in my dreams. I had ice cream. I saw a chocolate donut being made where they were spraying chocolate on both sides. It was huge. I went to a cafeteria and ate a bunch of food and was left with a bunch of dirty dishes I had to wash afterwards. I learned a new process where you could heat up baked beans with a hair dryer. When I woke up I thought bean soup might taste good."
"Megan(P)-08"	"(1997-02-07)"	"#Megan(P)-08 (1997-02-07) I'm in a park with my friend Rick and part of it has been closed off so that all the people (there's a lot of handicapped people here for some reason) are stuck in one end of the park. We are camping out without a tent and there are people everywhere. I am bleeding heavily (on my period), so I have to go to the washroom which is the typical campground building and I find a shower stall which is somewhat clean to change pads. I thought my pad was soaked but it's almost dry. My other pads got wet somehow so I have to sue a pantiliner and I'm afraid it won't be enough to contain the blood. A woman ranger comes in to put soap in the dispenser and walks in on me."
"Megan(P)-09"	"(1997-02-07)"	"#Megan(P)-09 (1997-02-07) I was in a store and was going to buy some maple syrup. All the bottles were real syrup. They are just half full for some reason and some of them have lids. I'm trying o get the best tasting one. My dad just wants some store-brand syrup. My mother takes some of the syrup and makes a paste with it and puts it in her mouth. She has it on her lips and says it tastes good. Then I went home to my grandmother's house and I was very happy to see her."
"Megan(P)-10"	"(1997-02-07)"	"#Megan(P)-10 (1997-02-07) I was helping Dana move and her brother was there home from college. I am younger, maybe in high school and it feels like the neighborhood where I grew up. I am with her brother in the basement and we start having sex and it is very enjoyable. All he has to do is touch my pubic hair in order for me to orgasm. When we are done, his mother comes downstairs and catches us. It is my ex-mother-in-law. Then we make sandwiches to go to a concert and/or prepare for our trip."
"Megan(P)-11"	"(1997-02-08)"	"#Megan(P)-11 (1997-02-08) My boss decided to throw an impromptu company party. He wants to do it on a Sunday night and I am worried about getting a band and also about being able to stay up late until the end. We are all to wear costumes and mine is a very lovely renaissance inspired Ganesh (elephant god) design sleeves. I am also to give everyone a new key and a real mouse. The new key has an odd shape to it and is meant to replace 40 other keys. I'm trying to get people to sign for their keys and they're signing for the key in funny ways because they're drunk. (They're giving themselves funny names.) We start with the company meeting and someone is doing a political sketch about the company which is stopped halfway through so we can move to another space. It doesn't appear it was stopped in malice."
"Megan(P)-12"	"(1997-02-09)"	"#Megan(P)-12 (1997-02-09) I was at work and just heard that our newest employees were being laid off. I was upset about this. Then, I was with my mother and we were eating lots of different rich foods. Then I was with Ed and we were running from the law for some reason. I had Sunday (my cat) with me and we were in my car which is older and white so its pretty distinctive. We are driving towards the country to find Ed's cabin to stay in. We stop at a county fair to get some ice cream. The cops are there looking for us already. I am just walking around like normal and Ed is really mad at me. But the cops don't notice me because I'm acting normal and so they leave. We start shopping for different clothes."
"Megan(P)-13"	"(1997-02-10)"	"#Megan(P)-13 (1997-02-10) I'm in a big rambling house -- it seems to be the ashram where I live but it's much more wide and open, kind of like a barn or a warehouse. I am busy going from person to person setting them up with e-mail. When I am through with that, I go to wrap a present in my room. There are pieces of old Christmas wrapping paper all over the floor and I am trying to piece it together to get my present wrapped."
"Megan(P)-14"	"(1997-02-11)"	"#Megan(P)-14 (1997-02-11) There's a man after me, my brother and sister, so we go to hide in a room and I can't get the door to lock, so I place a couple of dressers in front of the door. Everything is made out of wood -- the dressers, the door, the floor, etc. Then I somehow end up in a store which is also where I work -- the store is all jumbled up and a mess because they are remodeling. I have to scrape old paint off of the wood. I keep looking at my watch to see how much time I have left to go, because this is quite tedious work and I want to do home."
"Megan(P)-15"	"(1997-02-12)"	"#Megan(P)-15 (1997-02-12) There was a series of long shallow pools that I decided to clean up. The rain and mold had settled in a few areas of the pools and the water was not equally deep. I had a long-handled broom that I was using to swish the shallow water around with. I swished a big wave over to the far side of the pool where there were rich people (or people better off than me) and my father was over there and he came over to tell me now to do that anymore, that I was disturbing them."
"Megan(P)-16"	"(1997-02-12)"	"#Megan(P)-16 (1997-02-12) In one part of the dream I was on a bus, and I kept switching buses and moving to a new bus. It was in the city, but it felt more like the big city where I used to live rather than the city I now live in. In another part of the dream I was instructing someone on how to use an electronic towel. It was important to go over the details carefully so the person wouldn't get electrocuted."
"Megan(P)-17"	"(1997-02-13)"	"#Megan(P)-17 (1997-02-13) I was at school and my stepmother drove up and had her little boy come in to tell me it was time to go. He was drooling. When I went out to the car, there wasn't enough room for me to ride too and I got mad because they expected me to take a bus (they didn't know I was pregnant). My stepmother wanted me to try some new kind of birth control. They were little tablets you hold in your mouth and you had to put about 200 in there. Then it was to be inserted in your womb. I put the stuff in my mouth and the tablets broke open and there was ink inside. I thought maybe it might be poison and might cause an abortion and I was upset."
"Megan(P)-18"	"(1997-02-13)"	"#Megan(P)-18 (1997-02-13) I was in my old apartment in the big city where I used to live and I was having a big party. There were a lot of people there and the place was untidy. I decided to order three pizzas and I felt really guilty because it wouldn't be enough food to feed everyone. I tried to encourage everyone else to order food or go get a burrito from across the street. I was having problems finding the phone in all the mess."
"Rebecca(P)-01"	"(1997-02-12)"	"#Rebecca(P)-01 (1997-02-12) I was in a house with my brother and sisters. We were aware that my mother's boyfriend had died and his funeral was going on. For some reason we weren't at the funeral but none of us seemed to care. His children all walked in the door and disappeared upstairs then a huge white hearse pulled up in front and my mother got out. The casket was unloaded and I thought she wanted us to say good-bye to Ned but it turned out my dad was in there. We were saying good-bye to my dad. Mom said there were two stones on his eyes to keep them shut but they were pastel M&Ms and my brother removed them. Then my mother said the real reason for opening the casket was because my great aunt had died and she had wanted my father to have a necklace of hers so my mother was putting it in the casket. But I put it in and laid it in his hand and it wasn't my father any longer; it was my son, and he wanted to suck on the chain and I told him that was dangerous and to go back to sleep, I'd be with him soon."
"Rebecca(P)-02"	"(1997-02-13)"	"#Rebecca(P)-02 (1997-02-13) I'm at work (veterinary hospital) and a box arrives for me. Inside are seven or eight dog leashes. All different sizes and colors and many with price tags still on them. I'm wondering what's going on and I find a small note which says my dog has died -- she was hit by a car and Joan--the person who adopted my dog last month-- wants me to have all her leashes back. The leashes were bright and new and vivid. Friends are around me but I just feel empty and not surprised."
"Rebecca(P)-03"	"(1997-02-15)"	"#Rebecca(P)-03 (1997-02-15) I'm at work [veterinary hospital] and it's quite busy. Two techs are knocking a cat under anesthesia for a mcu removal. I'm going back and forth in the treatment room not doing much but somehow when the cat gets taken into surgery the two techs leave and I'm in there monitoring it. Everything's fine -- the cat's okay but I cannot remember what I'm supposed to do. I can't remember the formula for third rates, how to prep the cat or even where the mcu is. I search for a calculator but when I find it I don't know what numbers to punch in and I'm not asking anyone for help. I just lean against the wall and wait for the doctor, knowing she's going to wonder what's going on. But I feel very uninvolved, uncaring or useless."
"Rebecca(P)-04"	"(1997-02-16)"	"#Rebecca(P)-04 (1997-02-16) I'm walking through the city airport with my husband and up ahead we see Susie, my best friend from high school. We rush to catch up with her and stop and say hello. I congratulate her for being pregnant and tell her I am too. She has very little to say, so my husband and I say ""bye"" and keep walking. We come to gate 87 and start searching. This is where the $800 from the armored truck which was robbed last week was last seen. I look for floor panels I can pull up. My husand is telling me the police have already done that and I'm wasting my time. But I pull up a piece of the floor and drop into a crawl space. About twenty feet away is a box covered with a black cloth and inside is all the money. "
"Rebecca(P)-05"	"(1997-02-18)"	"#Rebecca(P)-05 (1997-02-18) My sister, a guy I know, and I are walking down this street -- a very quiet street with lots of trees on both sides. We're going to this bar we all know where it is, we've been there before. The bar is in an old Victorian house. We walk in, climb a flight of stairs and the guy goes to order a drink. My sister is nervous, she doesn't like all the curtains surrounding the booths. The guy is at the counter drinking from a glass and he's immediately very drunk. He's spilling his drink all down his chin and shirt and he looks like he's pouring it. My sister is disgusted. She tells me we have to run away from him so we start running. We both have on these huge, heavy, trendy shoes and we're making so much noise as we run down the stairs -- flights and flights of stairs. Now the guy is chasing us and we finally make it outside into this large parking lot. We're running but he's catching up and finally he grabs me and holds me and hugs me and it's wonderful! He tells me not to run because I know we're meant to be together and he tells me we're going to get married. I'm so glad he caught me. My heart is racing and I wish I didn't wake up."
"Rebecca(P)-06"	"(1997-02-20)"	"#Rebecca(P)-06 (1997-02-20) A security guard is standing in front of a building. This tall muscular man walks up to him with a gun and asks where a certain office is. The guard won't tell him. He gets shot but not before he sounds an alarm that rings up to the office. I'm the doctor in the office and I round up all the women and children in the waiting room. It's a battered women's clinic. I make them all go through my office into another office and as we go, I'm deadbolting all these doors behind us. Once I've helped them all hide, I go back into my office and sit behind my desk. The man breaks into the office; he has a gun and he wants to know where a woman is. I'm holding a gun under my desk aimed at him and I have on a bulletproof vest -- I'm not afraid at all. He leaves the office. I'm surprised and relieved because I know the police are here now. But on his way out, the man has started fires in the building so now I have to get the women and children down the fire escape."
"Rebecca(P)-07"	"(1997-02-22)"	"#Rebecca(P)-07 (1997-02-22) I'm sitting in my mother's living room with her, her boyfriend, my husband, and my mother's lawyer. We're talking about money. My husband and I are really broke right now and could she lend us some. She gets up and walks to the couch where there are two large overstuffed cushions with Japanese printed covers. She reluctantly takes a knife and cuts a hole in one cushion. I'm surprised it isn't stuffed with cash. Instead it's full of bright pieces of fabric, small pieces in reds and greens and blues. In all of this, there is a $100,000 bill and a $5,000 bill. I'm sad that after all these years of looking at those cushions, my mother cut them open. I seemed to know there was something special about them and I'm thinking of how my dad must have hidden the cash there. My mother never says she'll lend us the money or even part of it. My husband and I are just sitting there looking at it."
