"n"	"date"	"dream"
"1965-011"	"(2/8/65)"	"#1965-011 (2/8/65) Confusion: lots of violence like in Shakespeare's Caesar - a man is being operated on but he can't hear; - Fr. Kits (Roxanne's f-in-law) comes down stairs; I am in charge of the laundry, bookkeeping and cooking but I also KEEP A RECORD OF EVENTS. I see that things get done: Fr. Kits shakes my hand. Father Andrew in white straw hat shakes my hand; his hand is cold; he embraces me; feel his cold cheek. We WALK DOWNSTAIRS TOGETHER - Father Andrew whispers: The nerve gas has made X (the man) tone deaf, so he cannot hear."" Then we sit at tables; I write but laundry falls on my book - I laugh as I push mountains of laundry aside. I keep writing as I push it back; he laughs too."
"1965-012"	"(2/14/65)"	"#1965-012 (2/14/65) Frank comes up through underground passage with green shoots for planting: gives me complicated instructions for planting. It is SPRING: many people, kids and also war maneuvers. - A Negro is suspected of murder and rape at a big gathering. He has escaped and appears behind me, threatens me. But I embrace and him and tell him we mean no harm; he is moved and tells me he did it out of loneliness. - Marissa Camden we walk upstairs together; I tell her to tell me about her dreams. She walks very fast; I say: ""I wish you would tell me everything,"" and take her by the waist. But she must go inside.... I RETURN TO MY DIGGING. I Find Coal - very surprised to find coal - esp. made from oak leaves - then see Frank return via underground tunnel."
"1965-013"	"(2/18/65)"	"#1965-013 (2/18/65) We are living in IOWA CITY - we decide to move away; pack our belongings, but leave many things behind for Julia H. (neighbor I don't like). At the last minute we have regrets about moving; also plumbing troubles: bathroom water leaks into living room. We have doubts about moving - why? - I see a ROPE SUSPENSION BRIDGE near our house with CAMELS and riders; the camels are resting at the foot of the bridge - see their yellow, leathery skin and huge bodies. Feeling of regret. - Ride through town, where will we go? I call Marissa Camden to say good-bye: she says: ""Don't leave - why not forget about higher degrees, and JUST BE YOURSELF."" ""Why not?"" I think, and we decide to stay; we move into a new house near elementary school and nursery school. - See Dr. Tilden (former employer), she comes out and welcomes me: ""I have a job for you."" OK. IF Zena can be registered in nursery school. ""Fine."" Happy. - Drive to or by a Cathedral, like the one in S. City, and walk through on the inside, at the end of a very big wedding. (!) (Dr. Tilden = Mary Ann in later dreams)"
"1965-014"	"(3/4/65)"	"#1965-014 (3/4/65) I am saying good-bye to Jonathan (friend of family...). John is driving a white bus - with lots of children's toys. Zena looks out the window and almost falls out; I say, ""O LORD HELP ME""... I run upstairs. She is O.K.; later walk in hot sun."
"1965-015"	"(3/16/65)"	"#1965-015 (3/16/65) Frank is to meet me at a public gathering. He is with other people and I am sitting with Isaac and Karina Palmer (friends). Frank waves at me perfunctorily; he doesn't even have the decency to walk over to say ""hello"" let alone wish me a Happy Birthday.... Others get red roses, and Isaac offers to send me red roses, but I say No thank you...."
"1965-016"	"(3/17/65)"	"#1965-016 (3/17/65) I go to the Camden's: Fr. and Marissa invite me to go to the movies; earlier Father Andrew came by for my children! We sit at long tables at the movie. I arrive late, so I sit across the aisle - Father Andrew was worried and comes after me; then we walk in together - later, on the way home, I ride up with Father Andrew and Reynaldo lying on his stomach; we look at the scenery and talk; very happy."
"1965-017"	"(3/20/65)"	"#1965-017 (3/20/65) In Church - no Choir - there is silence - I sit down stairs with Reynaldo as a baby; pink punch will be served in the Social Hall - some people initiated in pale purple thin satin gowns: with tinsel! I enter the Holy Doors by mistake - it's all empty...."
"1965-018"	"(3/22/65)"	"#1965-018 (3/22/65) I am a SERVANT in a large household: Father Andrew comes as a guest. I have to serve him coffee and cookies. He is nervous and sits at a table. I forget to bring him a spoon. I also have to put away the candles. There are many rooms, tables - them move to a different house: Father Andrew comes to visit us; I loan some girls some soap."
"1965-019"	"(4/1/65)"	"#1965-019 (4/1/65) We have a new record player; left on over night; I see a thin plume of smoke: FIRE: feel helpless. I try to yell, but voice won't come. I get a bucket of water. The water only increases the flames: looked like fire in fireplace. - I clean out my cabinets: find puzzle pieces: a blue/white piece and give it to a woman at the door: ""This is just the piece that I needed to complete the puzzle. I am going to make into a PLAQUE."" A small miracle. - At the same time people are against me because I told lies against Churchill....(?) I said he drank beer as a child in school. Gary Lemnos angry. ""But I go to confession,"" I say. We have lots of trouble with the fire (put out eventually?). - At one point I hold a knife and threaten to kill Frank, who has grey hair, and looks different; why? ""because only sex, not love."""
"1965-020"	"(4/7/65)"	"#1965-020 (4/7/65) With Edward: at a party where liberals work for civil rights; one of them is killed: I go to the place where his casket is placed: I stand before the casket, cross myself and a police man comes along, followed by others: they arrest me subversion. I have go to upstairs, I am scared, but then go willingly: ""You don't have to force me.""... I hear that Edward died (just after talking to him on phone), odd feeling."
"1965-021"	"(4/30/65)"	"#1965-021 (4/30/65) We all go to Church - some social function: see Father Andrew in light blue robe coming out to meet us; then walking with unbounded J O Y ""almost above the ground"" - carefully takes off headcape and welcomes people."
"1965-022"	"(4/23/65)"	"#1965-022 (4/23/65) Cardinal wearing red robes: I meet him on the stairs: I am walking up the stairs and he is coming down. - Wide, elegant stairway. The Cardinal is reciting a prayer on each step: actually he is saying the name of a saint & a composer. As we meet he touches my two fingers lightly and I curtsy and introduce myself. ""I AM EMMA"" - He says: ""Why haven't I heard from you before?"""
"1965-023"	"(5/5/65)"	"#1965-023 (5/5/65) Church: looking for my Choir robe - I see children, they look like angels and sing and dance and blow horns: unbounded J O Y: this happens before the liturgy starts but the congregation is listless and files in as usual.... - Marissa Camden, her hands are very white; she leans over and asks me how I am...."
"1965-024"	"(5/6/65)"	"#1965-024 (5/6/65) I go to Father Andrew's house in a crisis: both he and Marissa are asleep. So I cook and clean and run the household. (!) Father Andrew awakens, gets dressed and goes out; later he returns to eat with us. - I talk with Marissa; there are many others around, including our own children. She is not friendly at first, but then asks me to help with a letter in FRENCH. She begins to trust me. She admits how complex her life is. - Saw a child drowning: I saw it go under, I walk through the muck and water, to save it; I am in my nightgown... it is a boy, I life him out of the water and he soon is O.K. again and lives! I tell Father Andrew about it later."
"1965-025"	"(5/18/65)"	"#1965-025 (5/18/65) I have come to Church late at night & bring some small gift surreptitiously. I see Father Andrew - ST. GEORGE FIGHTING THE DRAGON. It takes place above the altar; it is a fierce battle and he used small gold spears to kill huge dragon. THERE IS NEVER ANY DOUBT AS TO WHO WILL WIN. - A ceremony of blessing of food: 7 men robed in black carry food to a special table in rear where I also had placed some gifts. But they were of stone not real food. - Just as I begin to feel alone, Frank sits next to me in the pew which now have upholstered cushions on them."
"1965-026"	"(5/31/65)"	"#1965-026 (5/31/65) Storm: there is a huge airplane with a ""tail section"" that flies of the capitol and gets stuck - I see this and how the plane can't get away and bursts into flames. Am very scared. - I run to take SS (Wendy's friend) home; also afraid that Frank is in the building; then on a train: we meet train that blocks our path - must get out and WALK."
"1965-027"	"(6/4/65)"	"#1965-027 (6/4/65) We are on a trip: very rough roads; mud and we keep getting stuck in the mud. We travel by car and plane. Father Andrew appears; tells us to replant some plants. Then alone with Father Andrew: he shows me his broken gold ornaments. (Part of a cross??) ""Should I buy a new one?"" I ask. ""YES."" I am to call Mrs. Jenner who is the ordinance supplier. I will call her and go away happy. - See Father Andrew walk downstairs with robes hitched up and standing in a pond of water only head showing, with his acolytes, PRAISING GOD with loud voice!"
"1965-028"	"(6/6/65)"	"#1965-028 (6/6/65) Mrs. Palmer (Marissa's mother) has a swing set - she says she got it from the Levant's originally (friends of Frank's)."
"1965-029"	"(6/21/65)"	"#1965-029 (6/21/65) Father Andrew is on a trip: there is an Indian dance or show; Father Andrew gets an arrow wound in his right hand. - We put on a skit with a secretary acting as a ""medium"" on stilts. Father Andrew smiles at me. I say to someone, ""Father got his right hand between an arrow and a tree."" We laugh. He puts his bandaged hand around my shoulder. Very happy."
"1965-030"	"(6/30/65)"	"#1965-030 (6/30/65) Walk with Father Andrew, through a house, we walk up and down together; I am very happy; I am going to confession; I am not afraid and not guilty; we are in an old stone house. Many people there; good friendly feeling; FEELING OF LOVE. I end up downstairs: I kneel and pray: ""I thank you LORD! For you have so richly blessed me."" ""Yes, indeed!"" ""Please teach to do the little things better."" Father Andrew touches my shoulder, gently."
"1965-031"	"(7/18/65)"	"#1965-031 (7/18/65) See Greeks looking for apartments. Someone, looks like Sione Ontell (?), tells me that Cindy speaks to herself; and that Vicky (her daughter) is ""way off"" and does a lot of daydreaming. I try to make supper, but do not have enough food. - Look out and see blue, blue sky."
"1965-032"	"(7/26/65)"	"#1965-032 (7/26/65) I receive 4 letters: from Father Andrew. But then I discover that 3 of them are from other people (bishops?). I am thrilled that they wrote me and save letters till after meal (my usual practice). Father Andrew arrives with Marissa - Marissa is wearing blue satin ""royal"" gowns. I hide the letters in a blue capsule and then I can't find them. Finally an old lady shows up and shows me where she hid them for me. I read ""THANK YOU for your 2 letters - it is as though we had never been separated."""
"1965-033"	"(8/1/65)"	"#1965-033 (8/1/65) Father Andrew calls me to his office; I am on a high board and I SLIDE DOWN, saying: ""I have been doing too much."" Father Andrew shows me PUZZLES and tells me to find missing puzzle pieces."" ""They are legion."" Then he says, ""Show me your report, I would like to see it."""
"1965-034"	"(8/3/65)"	"#1965-034 (8/3/65) We talk about Marissa and Leila - forget she is Marissa's sister; I am too outspoken and gossipy. Dream ends before I know the consequences...."
"1965-035"	"(8/10/65)"	"#1965-035 (8/10/65) I am looking at Jonathan's paintings: they look like MONET painting or SEURAT landscapes.... He & Marjory (his wife) live in a hotel suite - they are very intimate; made love just before we arrive (she has a strap off her shoulder and he still has an erection). - Handsome man calls for a date with Wendy; but after talking to me, decides he wants to date me... because I'm for real!"
"1965-036"	"(8/20/65)"	"#1965-036 (8/20/65) At a Meeting at Church: Father Andrew comes over to our table and holds up his hands in a blessing. It makes a shadow. - I am reading a paper; he extends his hand and holds mine very tight; long handshake. Feel warm current of LOVE and STRENGTH flow through me."
"1965-037"	"(9/4/65)"	"#1965-037 (9/4/65) Big banquet at Shirley Roland's - right outside of Church - I see people come to Church, they carry crosses made of iron spikes taken from icons outside of Church. It is a form of penance. Father Andrew enters with a group of Catholic, Protestant and Jewish clergymen; he is wearing his blue/white robes. He rushes to close the doors and I try to help. I try to repack a package of food, eggs, chickens, etc. for the poor. Nevena (his daughter) helps me. - Later: climb up a LADDER with Frank to show him the Church. See a pocket gopher nearby."
"1965-038"	"(9/12/65)"	"#1965-038 (9/12/65) There is an ECUMENICAL meeting and we are to go to a Retreat. Father Andrew & Marissa come to the house where they are to meet. Father Andrew looks at the stove where I did some cooking and turns off the burner: and dowses some water on another pot that was overheated. Marissa there too - very pale and aloof. I take her head into my hands and kiss her. - They all go off on a bus or train, while I go up many stairs. I see painting, esp. one of a woman painted in the style of late PICASSO - it is like a MIRROR IMAGE. Someone explains its meaning."
"1965-039"	"(9/18/65)"	"#1965-039 (9/18/65) I am riding on a bus to someone's wedding: DON'T KNOW WHERE WE ARE... or where we are going. I see beautiful scenery: I ask the bus driver where I could use a phone: he says: ""Here."" I look at him and say, ""You look like my analyst."" Then I trudge through the snow to find a phone; I cannot find it. I cannot remember what day it is."
"1965-040"	"(11/5/65)"	"#1965-040 (11/5/65) I see Frank as he comes in from the outside; see a hill side covered with autumn leaves and red maple trees. We (who?) tells Frank he is a dictator. I get very angry at him and stuff his mouth with leaves. - Visit Julia H. (neighbor). It is very cold; ice and snow; I return home as she has company. - Mrs. Lemnos and her husband come to our house. Mrs. Lemnos (ANNA) asks about leaving some blue shoes. I say, ""I will look for them."" But instead find 8 combs, old and broken... on a baby grand PIANO...."
"1965-041"	"(11/20/65)"	"#1965-041 (11/20/65) I ride in a car through a luscious countryside to Church; someone asks, ""Who are you?"" ""I represent Father Andrew...."" - See an old man eating - I help him; go back to get something. See crowd, somewhere on the campus; I say THANK YOU for your card or gift; see POPE JOHN ride back (with ME?) to Church through luscious countryside...."
"1965-042"	"(12/2/65)"	"#1965-042 (12/2/65) With Zena, walking her to Nursery school: see lots of children in white blouses & dark skirts; like Cath. school uniforms; they are playing in the yard before school starts; I look inside and see Catholic priest and a brown clergyman's hat. = Father Andrew's hat. I look inside the hat; see Father Andrew waiting in hallway behind the door. I go on walking and see Marissa Camden at a street corner. What is she doing there? I talk to her a while and try to make a date. She is evasive. - I am still in nightdress and coat - (inappropriate dress) and I have left Zena home alone; I rush back and take her to nursery school."
"1965-043"	"(12/3/65)"	"#1965-043 (12/3/65) Father Andrew is performing a baptism: Dr. Logothetis' (?) child is being baptized; we come from a lecture and have to look through locked doors: catch a glimpse and hear chanting. - Wally brings us cakes shaped like bowls. - We stand near the Church office and there are piles of bulletins sent out by the multigraph machine. Father Andrew, in robe (color?), comes out of office and puts his hand on my shoulder. ""How are you?"" - Frank in Japanese kimono type, grey, is lying on the ground. Father Andrew says to Frank, ""You may have it; it will be more dressy for you."" - Father Andrew helps raise Frank up. Frank offers him 75 cents, but Father Andrew waves his hand and says he may have it FREE."
"1965-044"	"(12/15/65)"	"#1965-044 (12/15/65) Someone in Church committed suicide - a protest against religion; sign of unbelief; very sad. I am with Father Andrew and Marissa Camden at the end of a service. - Go to play with children and ride in a sleigh. Marissa beckons me: ""Let us ride together,"" but only a short ride."
"1965-045"	"(12/20/65)"	"#1965-045 (12/20/65) I am with Father Andrew: reviewing my past back till 1941. We are lying side by side; I ask him if he has recovered his strength? I want him to eat supper with us. But he says No. ""What makes your spirits high?"" I ask. ""I don't know."" ""...too much like John Alden and Priscilla."" ""Not as much as you think,"" he says."
"1966-001"	"(1/4/66)"	"#1966-001 (1/4/66) Drive with Father Andrew and Marissa and many children: see an accident; Father Andrew stops to get out; Wally runs down too: ""they are all right""; they return and all come to my house: Marissa sits at my table and I make her something to eat; she shows me her ""charm bracelet"": I got her for Christmas; she complains of noise at the big party; says: ""this is like an apartment... need a bigger place."" She helps with the dishes."
"1966-002"	"(1/14/66)"	"#1966-002 (1/14/66) In Church - near the altar during the consecration: but I am not paying attention; still trying to get dressed, tying the shoe laces of large black shoes. Father Andrew raises incense burner, looks like a hypodermic needle, and I fall on the ground and am very ashamed: ""LORD have Mercy""... I leave off lacing my shoes and attend to the service. Then take Zena to a woman who sits at another ""altar""; she sets children on her lap, like Santa Claus, and prays over them. - Then someone says: ""Did you see Mrs. Lily Lemnos"" ""She is the best mother""... awaken."
"1966-003"	"(1/17/66)"	"#1966-003 (1/17/66) Evelyn Helgerson comes to visit - big mess in the house; she comes in by the back door; she has to pick up raisins from the floor. Connie Lemnos (wife of Gary Lemnos) is making posters and drawings of angels; I am a bit jealous; she also paints larger paintings. Norman Segal comes to talk to us; a moment alone with him: I say: ""I am at such a point in my life, I don't know; help me..."""
"1966-004"	"(1/19/66)"	"#1966-004 (1/19/66) Frank works too hard and has bad asthma attack; I nurse him back to health."
"1966-005"	"(1/19/66)"	"#1966-005 (1/19/66) At a wedding: see Father Andrew chanting; then I leave the service to call for kids; then I return and I say, ""he needs more choir boys... needs more help""... suddenly he gets pale and red and interrupts the service; he yells at kids: breaks out in cold sweat: Father Andrew reels and almost faints: I help him over to a bed, I fan him and give him a glass of water; my heart beats wildly; afraid; I listen to his heart: ""You will be O.K."" And then he recovers, and returns and finishes the wedding ceremony."
"1966-006"	"(1/25/66)"	"#1966-006 (1/25/66) At Church: bulletin to be typed; I hear bad news: I am holding a black-white dove in my hands; - we all get on a bus and drive to Father Andrew's. I see Marissa Camden; she is expecting, but does not show; very flat; - in their bedroom: see old, bathing suits hanging on hooks; in their bathroom: she wears blue bathrobe, like Karina Palmer; Marissa says she is 13 days overdue (the baby that is)."
"1966-007"	"(2/8/66)"	"#1966-007 (2/8/66) With Frank on a trip: - See many poor Jews talking, they denounce Christ. - With a stranger - he is my husband; Frank with another woman; she flirts with him. Frank and I see a tank with 2 capsules that have messages coded inside (like Luna 9). - See Reynaldo go to Boys' club. I sleep late in my dream: think of the beginning of a poem: ""dreamworld = looking glass world."""
"1966-008"	"(2/16/66)"	"#1966-008 (2/16/66) I go to a Columbus Isles Meeting: I wear a card which says: ""foundress."" I am among many strangers who are very curious about me. Walk in a lobby with many newspaper stands. - Try to call Father Andrew: I talk to him; he says he is sorry I did not work in the morning; he also wanted to take me out to lunch; ""Aren't you tired of going to Columbus Isles meetings?"" he smiles; I say: ""I feel I must do my duty first!!"""
"1966-009"	"(3/5/66)"	"#1966-009 (3/5/66) In the Church auditorium: I am lying down; v. sleepy. Father Andrew & Maggie talk about Sunday of Orthodoxy. He says to her: ""You talked to Fr. Schiller?"" (Gr. Orthodox theologian). I feel jealous of Maggie; then I ask Father Andrew, with my eyes closed (!), ""Are you going to Roxanne's child's baptism?"" ""Yes"" - feeling of joy at St. George's Church: We are waiting for baptism to begin: see huge vaulted ceiling: looked like Sistine Chapel... see paintings in color: see figures of CHRIST, like Michelangelo's Last Judgment... see huge white hand, left one, rejecting those who rejected His teaching; I say to myself: ""Why create fear in the worshipper? Why not base it on LOVE?"" I imagine CHRIST with outstretched arms! - Then see ANGEL blowing trumpet at end of time: ""Why at the end? Why not before last judgment?"" Then see Roxanne, wearing a luminous green tie and suit. She kisses me; ""Are you coming to the baptism?"" ""Yes"" (!) But I am barefoot and disheveled; ""How are things with you?"" she asks; ""Just fine."" Then see Toni K. (R.'s husband), he runs his hands through my hair: ""Ah, beautiful."" Then see priest, Ukrainian, quite young, in black cassock: laughing: ""Everyone rejoices at Baptisms."""
"1966-010"	"(3/7/66)"	"#1966-010 (3/7/66) Flying in a plane over the Rockies: scared; look down over trees and ridges; land on plateau. I see Dick & Rita (friends from the '50s), they are getting married at a special ceremony. - A re-dedication. (!) - In a strange town; go to Catholic Church and take Communion at night; in the middle of the night; see the host...."
"1966-011"	"(3/10/66)"	"#1966-011 (3/10/66) Father Andrew: I help him with many tasks and difficulties at his house and at his office; we talk of many things; also about myself and about Zena: she is there too; she has a twin: who is normal; Zena talks and acts like a 7-yr old, old grandmother; very amazed; everyone is astounded; I feel very proud; later I hear that Father Andrew got shook up again. - I am sitting outside, waiting, setting my hair in pins; see Marissa Camden come in; she is worried; I feel a little guilty; I get up to meet her; she is friendly; we go in together to see Father Andrew, he is O.K. again."
"1966-012"	"(3/11/66)"	"#1966-012 (3/11/66) I go to see Father Andrew: I tell him about plans for social action: he tells me other plans of the Board; a big program costing much money; ""Why does such a big, beautiful Church not do something?"" I ask; I put my head down, reach for his hand, and fall into a deep sleep. I awake in his house (!): I see a maid in the bathroom; looks like a Vermeer painting of a Dutch girl using cleanser to polish a mirror. She is wearing a white bonnet and a green dress. - Also see a glass instrument for getting ready on time, lying on top of a gold watch."
"1966-013"	"(3/21/66)"	"#1966-013 (3/21/66) John and Marjorie (his wife at the time), they are reading to each other; Dan & Greta (old friends), she is wearing satin wedding dress; Marissa Camden, we talk about people who have a weak heart; also see her upstairs in the Church; I am not properly dressed: so I put on a black skirt with difficulty: They go off together and leave me and Wally behind."
"1966-014"	"(3/26/66)"	"#1966-014 (3/26/66) I am pregnant: go to doctor; I have an 8 lb baby due next week.... I sit in a big hall, at a concert ?, and I lose 2 teeth; first one crumbles and then the other comes out whole."
"1966-015"	"(4/1/66)"	"#1966-015 (4/1/66) We all go in to the liturgy: children are helpers? See Wally and Reynaldo pushing a baby carriage; I walk into Church and sit near the front; Father Andrew in white robe: very informal; at one point, he sits at the side in a blue chair and he fastens a seat belt and talks to us. - See Mrs. Connor. I lie in bed with her and talk to her about HOLY WEEK; tell her how I love the services and hate to miss them; I start telling her about '63 when I attended all the services of Holy Week; Father Andrew comes to sit with us; we talk informally. I see his Week-at-a-Glance - under the cellophane I see a little notation: *Spain      *Texas \      / Emma I look outside and see a green tree in a rain puddle: bright light shining on it: I say: This is like life seen from eternity - only a flash of Light."
"1966-016"	"(4/13/66)"	"#1966-016 (4/13/66) People at our house: modern; then go to Eastern Orthodox meeting; at a small place near the University put some mail in slot."
"1966-017"	"(4/18/66)"	"#1966-017 (4/18/66) Bombing of a place ""down under""... feeling of shock."
"1966-018"	"(4/19/66)"	"#1966-018 (4/19/66) At a new Church: very large and strange - I sit outside with strangers; I see Father Andrew - half stripped to the waist (looked like CHRIST figure with lance wound), see him from the back; try to go past him and up to the choir loft, but the stairway is walled up; ""Go up to the Choir the other way""; Chris (choir director) is very friendly, he won't mind if you're late."" says Father Andrew. - friendly; leaves."
"1966-019"	"(4/21/66)"	"#1966-019 (4/21/66) Visit Frank's parents with Zena: see small room with many dolls; I must change a baby's diapers; very wet and lots of mess; - walk downstairs with grandfather: he is wearing brown pants and shoes, but looks quite old; we walk in familiar streets, then ride on train: many new buildings: most of them half finished. (!) We ride past an unusual train with many books, like a library car; - also see POPE PAUL VI: first his picture, then Pope himself; very happy & I say: ""I saw the Pope."" - Take communion from Father Andrew; he is wearing a white robe."
"1966-020"	"(5/8/66)"	"#1966-020 (5/8/66) Huge new house near the ocean: closets; porches; swimming pools; 2 baths; and small storage spaces; (a little cupboard off Wendy's room); Big Church function: many people & kids; Father Andrew beckons me, he is very pleased with me; a Japanese woman nearby watches me; another lady wants to talk about pacifism; ""We need this in our Church""; I give Mrs. A. (the Japanese lady) my wallet because she is the treasurer; ""You take what you need"" - You make them, yours and mine, equal... wouldn't it be nice if we all had the same!"" I see that she takes $5 - out of $20 - and says: ""You're nice""... and leans over to kiss me. - Then I go looking for Frank: near the beach I see 3 red planes rise from the water, take off into the air; the 2 lighter planes rise easily, but the other one almost does not make it - almost nosedives! - See H. kids, Wilts and Pearsons (all neighbors) in a wading pool, getting ready to share candy; I say ""Don't you do anything but eat?"" They say: ""Ah, there's Mrs. (Dreamer)"" and they laugh. - I am walking with Zena - still can't find Frank."
"1966-021"	"(5/13/66)"	"#1966-021 (5/13/66) In Texas with the Wilders and Butch: in place like a park and Church: we march up with candles! - In a lab: see people tasting things and experimenting; - Frank's father says to Butch to look up the word ""chopsticks"" in the Bible; Frank smiles - he knows the heathen reference; - then see MY GRANDFATHER: I say, ""rhabata-Knjata-erte-plitchky""... (a Czech rhyme I learned to walk to while mushroom hunting with him in the woods as a child); Grandfather has tears in his eyes, and says he's too old for mushroom hunting.... - Wendy drives train home."
"1966-022"	"(5/15/66)"	"#1966-022 (5/15/66) Eli admires and tentatively hangs my painting. I say, ""I copied some of the figures; I guess all artists do some of that."" I am lying down; can't open my eyes. ""Whereas I could see, now I am blind."""
"1966-023"	"(6/2/66)"	"#1966-023 (6/2/66) Received 2 old wrist watches from Father Andrew: one red, which did not work; one, similar to mine, with a second hand that did work! I was happy to get them; as a ""reward"" for helping him with his book!"
"1966-024"	"(6/10/66)"	"#1966-024 (6/10/66) First cleaning out drawers with Frank - find drawings; scraps of paper; lost items; dishes; rearrange things; Jonathan comes by: we are making supper; fight with Frank; impatient; ""We will eat at 1:20 pm."" I pus fish in the oven for that time; then he says, ""We'll eat when it's ready, in 20 minutes... but that's the same time."" John leaves; says he may return tomorrow; - I look out of the window and then go by bus to S. City: go over what looks like the Golden Gate Bridge to the dentist: I ride and half float; I lose my purse, cross a deserted and dark street: Go into building, look for Dr. Dawson - no such name; a very tall, blond caretaker comes out and hands me a modern phone: I call Frank, he is not angry; I return in time for dinner. I look out: next door a lovely woman and child, she looks like the Virgin Mary: we serenade them; she is very beautiful; I feel unworthy. I wonder if we should invite her? I see boys play outside: I wash dishes: see beautiful blue sky and white flecked clouds and half moon and transfigured dove hovering in the sky. I look up and say ""I can't stand such beauty"" and see second dove... quote: ""Ah Bright Wings"" (Gerald Manley Hopkins)."
"1966-025"	"(6/25/66)"	"#1966-025 (6/25/66) Go back to nursery school: Mrs. Pearlman is back; I am tired, lie down on the bed. Hear other teachers talk about me, then see group of people gather for a meeting; see Father Andrew in shining, shortsleeved robe standing under a bridge taking photos of dignitaries; I run up to him as he walks by and impulsively say ""I knew it was Father,"" then he hesitates, smiles and gives me a bottle. I am very ashamed and realize I am still a baby. - Then I hear him talk to others and also hear how they criticize my running the nursery school; ""Can't I do anything right?"" ""Well, this was O.K. in fact it was excellent."""
"1966-026"	"(7/6/66)"	"#1966-026 (7/6/66) Dancing with Jonathan: very close; warm feeling; try to talk - at the Church office; Hillary is working there. ""Aren't you enthralled by the view?"" But she is too busy. - See children from Church water skiing: Donald K. drives a motor boat; then announces says Christ does it - St. Mary's won over!"""
"1966-027"	"(7/27/66)"	"#1966-027 (7/27/66) I am in Father Andrew's office while he is at a rel. convention; a girl comes in in despair: asks for help; I tell her I will take Communion and ask Jesus for help and for her not to despair. She is very grateful; I leave keys in door and go other part of the office. Father Andrew finds her and asks why I left the office; then see him sitting back and telephoning. - I am leaving on a plane with Zena: there is talk of plane trouble; then get ready for take off; a beautiful stewardess leans over me and says ""Don't be afraid,"" count to 10... don't join any other Church other than the Episcopal."""
"1966-028"	"(8/12/66)"	"#1966-028 (8/12/66) Dinner at Church - Michael (janitor) very friendly; blow him a kiss; then talk to Father Andrew: we walk out arm in arm, under low door; I must stoop. ""What does this mean?"" Father Andrew asks; ""We must be humble."" ""Yes Father."""
"1966-029"	"(8/17/66)"	"#1966-029 (8/17/66) Eli is writing a thesis and comes to visit us to finish writing his thesis. After a few days he gets very restless, because he has frittered away his time; he runs after teenagers and makes a fool of himself; he returns to say good-bye; he leaves in a black car. I ask him to wait until I change my clothes and can say good-bye, but he gets mad, very mad says I'm keeping him from his work... he even tries to slap me. - I talk with someone else and say ""I hope that Eli can come to realize that he is so mad because he sees his thesis = F figure. (!) So he is really mad at his father, not at me... and I could help him since I almost have a Ph.D. - What good is it if I can't help him?"" Then we talk a while, then Frank gives him a drink and he stays, and I help him later. In the meantime see Father Andrew trying to clean up messy room, lots of water in small swimming pools. He also rehearses his sermon and has trouble memorizing. He stammers several times and I say he should learn to improvise and to be more flexible. (!!) While he practice I start to clean up and empty a small pool of water - throw it out the open door into the garden. Father Andrew is grateful and full of praise: ""Oh I've done this before""; then go on talking to Eli."
"1966-030"	"(8/23/66)"	"#1966-030 (8/23/66) Father Andrew and I are coming out of a Church; I wait for a ride; see Father in old blue car; run to hop a ride; he is very nice; he shows me a piece of verse. He asks me to translate it from the Greek. - Then we go into a Methodist or Episcopal Church, to look it over. We have to stand outside in the rain. I remember wiping off the rain from his face and neck, very gently. - Then I see an analyst: he asks me why I am so self-oriented. I have trouble answering."
"1966-031"	"(9/66)"	"#1966-031 (9/66) We are on a houseboat: with a therapist: a warm person; first a man, then a woman who leans over me as I lie down; she says she loves me. I return to talk - then see beautiful view of the sea: ""I came to see the view"" and then I see the San Francisco Bay (vivid image) - but therapy is at an end. Then I get the bill: 2 invoices; he explains them in detail and I can't see how I can pay; everyone walks away; they mock me; they say I can stay on the houseboat, while they go to have fun. Feel hurt."
"1966-032"	"(9/7/66)"	"#1966-032 (9/7/66) At the Camden's during a Rainstorm: I have to return wet clothes dried; next day go up and help Marissa. She is out of breath and weak. - I call Frank on the telephone; he is very distant; tells me that R and M are lost; I am angry. I talk to Father Andrew and he says she is expecting a baby; she shows me a baby moving in her stomach; Father Andrew says I should tell him when she can't breathe and to help her."
"1966-033"	"(9/9/66)"	"#1966-033 (9/9/66) I have to get Reynaldo from a sandbox from the far end of the field to come in for dinner; see shadow on mountains rise and fall; talk of a summer drought. - ""we had so many babies die we finally stopped counting so that if they died it would no matter... old superstition."""
"1966-034"	"(9/18/66)"	"#1966-034 (9/18/66) With Eli: he talks to others but also with us; we move to a new apartment: lots of new space; sunshine; green leaves; many extra drawers; see Wendy with boy friends: she yells at them: ""No I don't want to do this"" (go for a ride); I have insight that her saying ""no"" forces them to use force."
"1966-035"	"(9/21/66)"	"#1966-035 (9/21/66) Overlooking Lake Columbus: there is a drought. See mud and rivulets of brown water; people are canoeing and being dragged through the mud. We look down over a cloud bank: see a man who turns and spins like on a ferris wheel but does not fall - I empathize as I see him twirl three or four times; then after a while I see the lake clean again. I am thankful. - Later sitting next to Marissa and Father Andrew, ""Yes, almost always I have my spirits lifted.""..."
