"n"	"dream"
"B-056"	"#B-056 (2001-11-11 (16)) First I dreamt that there was a Rolling Stones concert on TV and that Dad kept flipping channels and we weren't able to see it. Then, we finally settled down, and we could see it. And he wanted me to be careful of turning up the volume on the amplifier because one of our speakers was out already. And then I was on the porch and ___?___ had shipped us this big piece of furniture by accident. [laugh] And so we had it setting around and we didn't know what to do with it. And then we were at a park. Then I was writing a current event, and I was writing something about the echoes of the amplifiers ringing in my head. And I just remembered she'd heard that already. [laugh] I don't know what she's going to think when she hears it again. And then I was at the park. We were having a picnic, a picnic with Samantha, Sandra and Derek, and Quinn, and Clark and Marilou were there too. And we were all sitting around, and I was sitting far away at first, but then I heard where they all were and I came with the left-over bowl and joined them. And I thought that they were singing the Westport High School alma mater, but that was some other group of people. And the thing that Sound & Vision shipped to us by accident was sitting behind our table and was like, it was like what do we do with it, and not related to the fact that that's not where it came from. And then I woke up."
"B-057"	"#B-057 (2001-11-12 (16)) I had a dream. I dreamt that we were in the back yard and that Lucy and Robert were planning to buy a house, and we had several rows of chairs set up in the back yard. And Lucy and Robert were looking in the window of our house, and they were going to tell the people in the back row, who were going to tell the people in the next row, who were going to tell the people in the next row until it got all the way to the front row, about the comments about our house. And it was supposed to be like a communication system without them having to yell. That was weird. And then I dreamt that we were in this hotel and this guy was kind of like overstaying his welcome. He didn't check out or something. And he wasn't supposed to be in that certain room. So they took him and they were going to take him to another room, and the other room was like a dark cellar thing like an elevator shaft, and they just threw him down the elevator shaft, and he went, ""Ahhhhhhhhhhhhhh....."" And then I woke up. [laugh]"
"B-058"	"#B-058 (2001-11-14 (16)) We were at the park with the boom box and Mom, we were playing with Celine Dion's CD and we took it out for some reason and [laugh] Mom stepped on it and cracked it. And she said, ""She was beautiful, but now she's cracked."" And the case and the CD were both cracked. And then we were running around the lake and we were playing a tape in this tape player that I'm using right now, and it's just this little thing about twice the size of the palm of my hand and it has a little strap on the side of it. But in my dream it had a much longer strap that would go over my shoulder, and I had it over my shoulder and I was running with it. And it was playing something; I don't remember what. And then I kind of woke up."
"B-059"	"#B-059 (2001-11-15 (16)) I had a dream about the amplifier. I dreamt that we were, first of all, I dreamt that we were going into this movie theater, but then before the movie started, we were at home and we were watching the movie with the amplifier on. And we were going to take an intermission for a while, and I put it on tuner and, it started doing this thing where it went louder and louder all by itself. And so I took it and I held the knob and I kind of clicked it back into place, and then it was okay for a while. Then it started going down, down, down, down instead of up, up, up, and so then I had to kind of click it into place again, which is really not the way to do it in real life. "
"B-060"	"#B-060 (2001-12-02 (16)) I kept missing school for one reason or another, even that I was going to meet some people somewhere. We were going on this like underground bus system, and the bus driver couldn't really see the signs as to where to go, and we were afraid she might fall off the thing, fall off the path and go down into this oblivion. And we got off and Mom called her to make sure she got to the place where she was going, and we were at lunch and then I realized it was 12:40 and there was no point in going back. Then I dreamt that I had Chemistry first period. Another dream I had was that -- I can't remember it now. "
"B-061"	"#B-061 (2001-12-05 (16)) I was dreaming up a storm last night. First of all I had a dream that I was at the pool and I was kind of swimming with some people. And then I went up on the deck and was ready to dry off. And Mom was trying to convince me to listen to a personal player, but I was too chicken. Then I convinced Mom to go in the car and get our lunch and we sat in the car and listened to the radio and ate our lunch. And then I dreamt that we were staying at this hotel, Mom and me, and I think Mom and me and Dad was supposed to come later with Sandra and Uncle Charlie. And Mom and I had this room. I'm trying to think. Oh, we went out to dinner at the little restaurant that they had there, and I can't remember, this was something scary in the room. I don't remember exactly, but I dreamt that when Dad and Sandra got there, I gave Sandra this purple rose which was called a la la loo flower [laugh] and I wanted to sing ""La La Loo"" on a CD along with a harp playing it, which we really don't have a rendition with no words, but I dreamt that we did."
"B-062"	"#B-062 (2001-12-07 (16)) Dad and I were taking a walk through the city, and we were like, it was like almost like Disneyland. There were like these rides set up and these little booths, but somehow I had the notion that it was just the city the way it was. And we were crossing busy streets and going through alleys, and I was carrying Mom's little flat recorder, the black one that's flat. And I had the shoulder strap over my shoulder. It was kind of under my arm, the way I carried it. And I was playing the Wee Sing tape as we were walking, and for some reason or another I didn't want Dad to hear ""Bluebird"" when we came to it, and I kept hoping that somehow this tape would stop or something. And I don't remember exactly what the final -- oh, I remember. We had finished our walk before ""Bluebird"" was supposed to come on, and we got back to the house and I shut off the tape, and we went on with our day, and then I woke up. That was kind of a strange dream, wouldn't you say? "
"B-063"	"#B-063 (2001-12-14 (16)) I was in school and that I was drawing a picture, and for some reason when I was done drawing the picture, I got up on Frank's (?) desk and I perched and I did something really sick. And I kept doing that and doing that and doing that for almost like fifteen minutes, and everybody around me was staring at me, but in my dream I just didn't care. I don't know what it was about the picture I was drawing, or anything, but oh, it was so embarrassing. I woke up relieved, but when I woke up, I didn't remember my dream until I got to school and I sat down at my desk. Every so often I'll have a dream like that, because the dreams tell the truth about your subconscious. "
"B-064"	"#B-064 (2001-12-15 (16)) I was living a story, and that there was this poor family that lived in a house and their mother worked ten hours a day for fifty cents an hour. And they had a Santa Claus shaped radio that they'd use to keep in contact with their mother; it was a two-way thing. And the oldest one was kind of hard to deal with ____?___ too much ____?__. And I can't remember too much, but also Mom and I were sitting at my desk? and for some reason I had to take the knobs off the amplifier. First I took the volume knob off while it was pretty loud, then I couldn't turn it down, so I said, ""Give it back to me, put it on and turn it down."" And then I took it off and gave it back to her. [laugh] And I took the selection off too. I don't know why, I guess we needed to trace them for something. Then we were talking about what to get those kids a new toy for Christmas. And then I woke up. "
"B-065"	"#B-065 (2001-12-17 (16)) First I had a dream that for some reason Mom was, I was trying to show Mom the difference between non-compressed audio and MP3, and she had a CD with MP3's on it, and somehow some way it played in my CD player. And it sounded like a tape, it sounded like a cassette tape, and I was trying to tell her that, and I couldn't seem to figure out how to explain to her the density of each stream of audio difference of the quality."
"B-066"	"#B-066 (2001-12-17 (16)) We were practicing on the steps of a fountain-like thing, and it was after school, and we were just having all kinds of bad luck. Mrs. Dougherty thought that if she got, she went home and she got her other shirt, then maybe we would behave better, and so she took her shirt off and she was in her slacks and her bra, and she goes home, then comes back with a baby shirt. And then her CD player won't work, and for some reason she had it connected to a TV. I didn't really understand that. [laugh]"
"B-067"	"#B-067 (2001-12-18 (16)) I had a dream last night; actually, I had several choppy ones. I dreamt that I was in Ms. Hanson's class, and she was having us copy things. She had this bag that stunk and she just wanted us to copy what was due on Monday and make sure we understood everything. Then I was watching a variety show, and they had Jackson Browne perform the Stay (Loadout) song. And then we were having this Christmas party, and Alicia was there, and Mrs. Andersen and Lawrence were all there. And it was Allison's birthday, I think, and Allison didn't come yet. And then we put on this CD of instrumental stuff, and Mrs. Andersen and I were singing. And I was telling Mrs. Andersen, I mean, I Mrs. Andersen was telling me that my grade was gift (?) of my voice, and I told her that Mrs. Dougherty really brings it out in me and she should volunteer for us sometime. And then she said that she had to go, but then she came back with this big jar, that was like a candle thing, and she gave it to Allison for her birthday. And then she was helping us lift things into this truck for some reason. And then I woke up."
"B-068"	"#B-068 (2001-12-22 (16)) I was getting radiation done for some reason, and I was so afraid that it wasn't going to enough, I mean, that it was going to be too much. And the radiation would come from a laser beam from the CD player, and the CD would spin around, and when the CD would be a certain point, they would complete the circuit and the radiation would happen. And next thing I knew I was going to a party at headquarters with Terri. Mrs. Dougherty was at the reception desk. In the back of the, when you get into the party it was like a store, and I was looking at all these different things -- stuffed animals and tree-top angels and things, things and then I started thinking about Brittany's reindeer and I woke up."
"B-069"	"#B-069 (2001-12-26 (16)) I was at Uncle Carl and Aunt Joyce's house and I was feeding chickens back there, in their back yard, and I was sitting out there looking at the flowers and things. And I was singing this song to the tune of ""Blue bird,"" something like, ""Blue bird, chicken corn in your flowers,"" something really stupid like that. I can't remember, but I think, oh, Dad told me in my dream, ""If you were a flower sitting on the fence, and there was this gas in the fence that was affecting you, you would try to burn the fence up."" I don't remember exactly how it went, but it was something about covering your tracks. I should have said it when I first woke up, because then it was fresh in my memory. "
"B-070"	"#B-070 (2001-12-27 (16)) It was more humorous than anything. I dreamt that the subwoofer exploded and caused a big fire in my room, and we were all running to get out of the house. And all of a sudden I was at school, and I needed a book from the library. And I went to Mrs. Thayer at lunch time and I was telling her that I needed to check out a book, but then when I got there, my memory went blank and I didn't know, I didn't remember what I wanted to check out. But then I just said, I made up a story that I needed a book about growing plants, and so she took me into the Warrior Vision room and she was looking on the computer for something, the card catalog in the computer. And Mrs. Talmadge was over working with the other people, but, and then I was eating my lunch and she handed me the book, and I said, ""Thank you,"" and she said, ""We'll have to make a lunch date some time."" And then I was going back to class because the bell had rung, and I had to go across the street over to the Bell Building, and then down and around to the main building. And I never did get to class before I started having another dream. I dreamt that we were at the, we were going to ride our bikes to the mall, and we did and we got there, and I was running along behind Mom and Dad with this pillow. And we decided we didn't want to take the pillow in with us, in the mall, so I ran back to the bike, tossed it in the dumpster and then ran back to Mom and Dad. And then I woke up. [laugh]"
"B-071"	"#B-071 (2001-12-28 (16)) First of all I dreamt that I was in Spanish class, and there were only four other people there. And I remember telling Ms. Hollander that I have a mandatory chorus rehearsal to go to, and she let me out, ""no problemo."" Then I went and I came into the auditorium and I sat down with four other people who were kind of in the auditorium; we were up in the balcony. And Mrs. Dougherty was kind of pacing around and talking to us, like she does, and kind of instructing the other people as to how they were supposed to stand and all when we went on stage, and then all of a sudden, in poured the class and they were noisier than anything. And they were just real loud and ruckussy in their sound filled the auditorium, and trying to get everybody quieted down, I don't remember exactly how. But we were supposed to be taking pictures for the yearbook, I guess, and everybody had to be in long pants and some kind of a shirt, which really didn't make a whole lot of sense, but that's how it was in my dream. And then Mrs. Dougherty was explaining how some of the boys were so fat that they couldn't even sit down in their chairs. And then I woke up and it was like 6:00. Then I went back to sleep and I had another dream. I dreamt, first of all, that I was in my bedroom and that it was daylight. And I had this bathtub full of Christmas decorations, which that's the place I was storing my presents for Christmas. But I was taking the bears out and putting them around, and this one bear I hung on the door, and it was this snoring musical bear where it had a three-way switch to just snore or just snore and play music too. And the other thing was this reindeer. It was just like the mechanical one that I used to have, only the mechanical one doesn't run any more. But in my dream the mechanical part didn't run, but for some reason it was playing 94.9 and it was sound, and that just made me go bananas in my dream. [laugh] I closed my door, I closed both of my doors so they latched in my dream, and [whispering] I kind of perched on the bed and then it was the bathtub that I perched on. It was so wild that I was kicking my legs around and stuff, and I was holding onto the railing. [regular voice again] Oh, that was another one of those embarrassing dreams. I hope nobody ever listens to this tape. And then when that wild episode was over, I came back into the bedroom from being in the bathtub, I came back into the bedroom, and there I found Mom on my bed snoring away, and I wondered how she got in there and what she saw. And then I woke up."
"B-072"	"#B-072 (2001-12-29 (16)) Dad took me to the radio station where I'm going to intern and just kind of set me loose to explore around. And I came to this big foyer area that had a white floor and a big huge Christmas tree, and there were carolers sitting and this elderly woman who was directing them, kind of like Barbara. And I went over to her and I talked to her, and she was this really high soprano that could hit this high B-flat, and she couldn't understand why I couldn't. And so I told her that, I told her to tell Mom and Dad to meet at the big Christmas tree at 7:00 o'clock. And then she kind of led us on this tour thing, and we went into this other foyer that had carpeting and there were like boxes and stuff all piled all over everywhere. And she watched me go into this other little room where I had to climb over boxes to get to her, and there was like a broadcast booth and I sat there in the back. And it turned out that this is Melinda's car and it's not a transmitter, but a receiver in there. [laugh] And Melinda's car drives away and drives back home. [laugh] And Dad says, ""She was sitting over there till we got there."" Then I had this subordinate dream that my watch said 7:48 in the morning when I was supposed to have been out the door at 7:00, and Bobby's clock said 2:00 in the morning, and I couldn't read the time on mine. And I went clear to the microwave and the microwave said 2:00 in the morning. That was weird; I didn't know exactly what time it was."
"B-073"	"#B-073 (2002-01-01 (16)) This is the first dream of the year 2002. I dreamt that I was at the radio station -- no, first I dreamt that something funky was going on with our amplifier, and Dad was going to get another one to have on reserve in case ours doesn't work. And we were going to Circuit City or Best Buy and pick one out and then set it up somewhere and make sure that it worked. And I'm waiting and waiting for us to go and Dad's on the computer and watching TV and talking to John and doing stuff and getting computer games, and we haven't been yet. And then I woke up from that one and I kind of drifted into another dream that we were driving around town up by Penelus (?) Park and Mom was scared to carry a two-way radio to keep in touch with me. I don't why, probably because I was, or I used to be, well, I used to be. I dreamt that I was at the radio station for my first day my title would be ""teletist"" -- and it looks a lot like my bedroom, and I was sitting down talking to either Katelyn or Lydia or somebody, and then I realized I was naked. And so I closed myself in my closet and I got some clothes on and then I came out and started doing some things. And they had this large buffet set up or chicken and bacon and beans and salad, and these big, gigantic cookies. And I took a bite of one of these cookies and then I woke up."
"B-074"	"#B-074 (2002-01-02 (16)) First I dreamt that Mom and I were going to take a boat out with Ms. Garland and her people, and have like a little parade through the channel. And we were at the park feeding pigeons at the pond and we got up and we went home and we went in the garage and we kind of, we had to climb up this ladder to get on the boat. And Mom started it up to make sure it had plenty of fuel, and we were just standing there watching it run, and I was kind of nervous. Then we shut it off and hitched it up to the car and driving down the street, and then before I knew it, we were in the parade. And I don't remember too much after that."
"B-075"	"#B-075 (2002-01-02 (16)) I can't believe that I had this -- well, yeah, I can because my head comes up with stuff like that. [laugh] I dreamt that I was by the Christmas tree and we had this angel with a music box. and she had these fiber optic lights that would change different colors and bright and dim depending on the strength of the signal. We were just cleaning garbage out from underneath the couch, and then I woke up."
"B-076"	"#B-076 (2002-01-12 (16)) I was in the Navy and that I was trying to install this thing on the ship, and it was this little CD player in a wicker basket that was supposed to hang from one of the doorways and people could just go and sit over there and listen to it on the sound system. And I was walking around the ship with Ms. Garland and some other people and all of a sudden we were out on the deck singing Christmas carols. And Ms. Garland kind of turned into Mrs. Dougherty and she was leading us in song, and then I realized that we weren't on a ship but we were in a building and I was singing with the group in this building. And then I went into this office and I started speaking Spanish to Lydia, who is the promotion lady at the radio station. The only thing I can think why I dream about Lydia is because I was going to intern there, but now I find out they don't take anybody unless they're 18, and I took it pretty hard. So I think I'm going to have another dream about her tonight."
"B-077"	"#B-077 (2002-01-13 (16)) Melinda and I were riding home from school and we got out of the car and we started walking down this dirt road, and she told me that this was where her husband's mother and father were. And so we were walking down this dirt road, and before we knew it we were in the woods, and there were these geese all around and then there were baby geese in this little area. And then we saw somebody come up behind us and start shooting. And somebody was accusing us of doing that. And then I went inside and Mom had spilled root beer all over my bed [laugh] and I was talking about how good I take care of a baby when I really don't have one, and I probably never will."
"B-078"	"#B-078 (2002-01-19 (16)) For some reason or another I was getting a keyboard, either I was getting one or Melinda was going to bring one over. And it had steel keys, and we were back from a walk, and I got a call from Melinda's cell phone saying that she would be right over bringing the keyboard and we were going to jam. And so I went upstairs to get my sound system set up, get the mixer ready to take the keyboard and mix it with my voice. And I, for some reason the CD burner was sitting on my chair. And then I realized that there were two of them; there was one in its normal position and one that was sitting on my chair. And I was supposed to put it on top of the tape player, which is to my right when I'm sitting at my desk, and the amplifier and CD burner are to my left. And I was supposed to put the second CD burner on top of this tape player, and there was also this extra external CD player that would feed stuff into the mixer for me that I had to, and so I was stacking up all these units and then I turned the light off and I sit down and I turn on my amplifier, and the amplifier is just this massive, this massive receiver like I see in Sound & Vision and it's got this fluorescent display that these wild colors that change color with the tone that I hear. And it had a tape deck built right into it. I was like, ""Wow!"" And I exploring all these different functions, and I was listening to a Kenny Rogers tape in it and it sounded pretty good. It didn't sound as good as my other tape player though for some odd reason. And if I was listening to this tape and watching the display fluorescently change and the indicators flash, I slowly faded into consciousness and my radio came on and startled me awake. I never did get set up to jam with Melinda, which she really doesn't play the keyboard. I was just dreaming that."
"B-079"	"#B-079 (2002-01-20 (16)) I was at this farm like type thing, and what in the world is going on with this tape? And I had this dream that there were these horses and [laugh] this guy stepped away and I had to hold them like dogs on a leash and keep them from running away. And they were starting to like wrestle me down and stuff, and finally the guy came back. They were starting to eat the clothes off my body, and the guy came back and got them under control. And we were taking them down to the water for some reason, and then all of a sudden, when I reached the second floor, I realized that we were at our house. And somehow I had the notion that Dad was going to bring the PU (?) around front in the truck, and [laugh] I was going to have to climb out the window and cross this little bridge-like type thing going out in the back of the truck and ride along in the back. And then I woke up."
"B-080"	"#B-080 (2002-01-21 (16)) I remember vaguely. We were in the old brown truck that we used to have, and for some reason it was a stick shift. And Dad and Mom and I are starting out on this long road trip and we're driving this stick shift. And I think the radio was being real difficult, so we just shut it off, and I had the notion that the ____?__, and I think a back-up one too. And I think I remember something like -- oh gee, so vague -- you would shift the stick shift and there was this chain that would kind of whip around a little bit. And there was this stuffed dinosaur in the truck that was like hanging around on the floor, and I think the stuffed dinosaur got in the way of the chain. I don't remember. And then I woke up."
"B-081"	"#B-081 (2002-01-22 (16)) I was going to be the sound technician at somebody's wedding, and then I realized that it was Sandra's wedding instead of Zane and Chelsea's wedding like we're planning. And Sandra was in town staying with us and we were hanging aaround and it was like 2:30 in the afternoon and the wedding was supposed to be at 4:00. And I had to get all my stuff together and hurry up and get over there, and I got over there finally in time. And Sandra took me up in the church to show me their sound board and I was kind of assessing it and everything, and Sandra is standing in front of the window that overlooks the church, you know how sound booths have, and she's standing in front of this window to keep other people from seeing in. She's kind of pointing things out here and there, and then up comes the pastor of the church in his loud preaching voice, up into the booth and says, ""Now who is doing what up here?"" And then I woke up."
"B-082"	"#B-082 (2002-01-22 (16)) We were on this boat thing. It was kind of like a boat and a bus all in one. I think it was one of those duck things. And it was supposed to take us all the way up to the top of the state and then back down, for whatever reason, and it would go on water sometimes and it would go on land sometimes. And we would sit there like we're sitting on a bus, and then we'd get up and walk around and see all this stuff around. And Melinda was there and I was led back in this kitchen area with her and Mrs. Horne was there and she slipped down and she says, ""Hide behind me. I'll get in a lot of trouble."" And so I kind of like hide behind her because she's so big, I can hide behind her. And they sit down and start eating this breakfast, like eggs and stuff. And she gets up and I kind of get up and I stand and I look at these people sitting on the couch, and then I like go in the bathroom behind someone. And then I woke up."
"B-083"	"#B-083 (2002-01-31 (16)) This is either January 31st or February 1st. I think it's January 31st. I don't remember too much about my dream last night because I let myself sleep in until like 8:30 this morning, off and on. And so I was kind of dozing and having different little scenes going on. But the one that I can remember most is that we had, I was back in Westport, of course, and we had this thing going on where we had chickens, of course, I think we had three of them. We haven't had three in a few years. And we also had this cow, this mini, mini, mini, miniature cow that was like the size of a Chihuahua dog that kind of was there to keep an eye on the chickens and stuff like that. She would run her dogs off because the chickens were just too chicken. [laugh] I can't really remember any kind of situation except I picked her up once, holding her and showing her to the kids on the porch, just like a Chihuahua person would pick up their Chihuahua dog. And then I went around to the front gate and put her in the yard and she ran over and kind of made friends with the chickens, and that's all. And then I woke up."
"B-084"	"#B-084 (2002-02-01 (16)) I was in Spain with Mom and Dad, and somehow we got our car over there and we were riding on a bus, and we were riding back to our hotel where our car was. And I was asking the bus driver in Spanish where this mountain with these carvings on it was so that we could drive over to it. And I was constantly translating for Mom and Dad in different places. And then we were in our car and it was like we were driving through an amusement park. It was all kinds of stuff, only it was all in Spanish. And I was constantly translating. And then next thing I knew we were in this auditorium watching this show, and again it was all in Spanish because we were supposed to be in Spain. And the person next to us who was giving us these candies, this box of candy called Blue Bird Song Candies, and it was the oddest, dumbest thing. And then I thought that I had woken up, but I was still dreaming, so I was basically dreaming of waking up. And I dreamt that I was telling Mom what a scary, scary dream I had. And she said, ""You have scary dreams almost every two weeks."" "
"B-085"	"#B-085 (2002-02-06 (16)) I've got a lot of updating to do on this tape. First of all, a couple nights ago I had a dream that I was coming home from a trip and on the way home we stopped at school and it had kind of renovated, and first of all Mrs. Talmadge had left the library, and second of all, the lobby had been renovated and everything and the bathrooms had amazing turnstiles called ""yoo hoo"" turnstiles because you had to say, ""Yoo hoo"" when you went through them. And Mom and I were talking about eating lunch in the lobby, and then we continued on home and my house had been renovated. There was a bed in the dining room with a tape player just sitting on top of it, and where the monitor is there was a shelf full of books and I was thinking, ""How strange is that!"" And it was an old-fashioned antique bed and I called it the dench beds. [laugh] And last night I had a kind of a hodge podge dream. First I had a really kind of scary dream that I was with this girl, this other teenager, in this house and we were eating these candies, and first she gave me this one candy that was out of a pot of, you know, she just made it and she gave it to me. And it was so good. But then we went in this other room and there was a big accordion-shape candy, and just being near it made me short of breath, and I couldn't breathe very well. And she gave me a piece and I was almost ready to pass out and I ran out of the room. And then I woke up. Gee, I don't know. Oh, and then I had another little dream that night that Canada and Russia were going to war for some reason, and we were going to get inside of Canada. Dad was thinking about going over there and videotaping most of the whole thing. I know there was more, but I can't think of it now."
"B-086"	"#B-086 (2002-02-09 (16)) Mom and I were at the store, Service Merchandise, I think it must've been, and she was buying kitchen supplies. And then we were in the Electronics Department, and we saw this big, we saw all kinds of speakers and stuff like you see in Circuit City. [laugh] We also saw this box, this big Grand Year box that had a picture of Celine Dion, and it was a keyboard, a Celine Dion keyboard, and it was supposed to be a replica of one that she played. And Mom got it for me, and I was thinking to myself, surprising Mom by learning to play, but I was thinking how this Celine Dion keyboard was brown and it angled kind of slightly up like the mixer. And it was really strange because it had this stand-alone amplifier with an internal speaker, and I used a like speaker wire to connect it. I was sitting on the stairs with this keyboard on my lap and I connected it to this amplifier with speaker wire and I was going to play, and I was going to surprise people. And things kept happening and I never got to. I think they were going to the beach and walking along the beach and I was telling people that I was going to do it. Then I woke up. I never did get to do it. "
"B-087"	"#B-087 (2002-02-10 (16)) I was on a cruise ship and I remember we were with some of the fire people and we were eating chicken fingers and stuff from the buffet. And we were kind of dancing at this little dance bar buffet restaurant on the cruise ship, and then we decided that we weren't going to, we decided we were going to get in little dinghies and go row alongside of the ship. And so I was in my little dinghy and I kept tipping it over like a canoe, and by the time I knew it, I was floating on top of it. And then all of a sudden we were at home, and Mom and I were blasting the sound system waiting for Dad and the fire people to come over and join the party. And some lady -- I think it was the HRS lady from Melinda's case -- came in and wanted some tea, some herbal tea from Mom. And she was real rude. And we ended up shutting off everything before the people got to the party. And then I woke up."
"B-088"	"#B-088 (2002-02-16 (16)) Me and Hayleigh were trying to make something and I had these three-dimensional cookie dough kids, these little statues and a three-dimensional heart statue. And I was trying to stand them up on the cookie sheet and make the kids hold the heart, but they kept falling down and rolling around, and I don't know how I was going to bake them. But Mom was going to bring Terri and Mrs. Dougherty over for tea or something. I knew I had to hurry up and get them in the oven so they'd have time to bake, but I couldn't get the darned things to stand up. But once I did get them in the oven, Hayleigh, something happened and Hayleigh pushed two very delicate plates off the shelf and they broke all over the floor and everything, so then I had a mess to clean up. I don't remember too much more. Then I woke up."
"B-089"	"#B-089 (2002-02-18 (16)) We were at some theme park like Disneyland or Six Flags, but I couldn't figure out which. And for some reason we were with Uncle Carl and Aunt Joyce. And Dad was showing me this ride that was like a race car and he said that if it was going to go on a roller coaster, it had to have three seat belts for the same passenger, one that goes on top of another. And they had to wrap around the front seat and go in the back seat so that they could be for two passengers. And all of this looked really scary, and I noticed that this car had something in it that most race cars don't have, which is in the audio system. And then we were looking around at some other different rides and seeing how wild they were, and we figured, ""Hey, let's go on this conveyor belt through this place."" And it was like a building with a couple of different things in it. And we went, we jumped on the conveyor belt and we saw this monster just running across it. I started running too and I couldn't figure out why we were running. And then we were at this show watching the Little Mermaid swim around this fish aquarium tank. It was supposed to be like she was singing a song, but we all know she wasn't singing in the water."
"B-090"	"#B-090 (2002-02-22 (16)) Yesterday, last night, I had a dream that Dad and I were at Scenic Point having a picnic and Dad was over doing his exercises and I had the boom box on my blanket. And I was playing the ""Wee Sing"" tape. And it was playing and going on and going on like the stuff that it has and then a couple songs before ""Blue Bird"" I decided it wouldn't be such a good idea for us to hear that, so I shut off the tape and put on the radio. And soon after Flounder from the Little Mermaid was coming up to our blanket like a pigeon and he had claws like a bird and he perched on my hand for a little bit. And then he jumped back into the water and I jumped in with him and I swam around for a little bit. And then getting out was like no challenge at all. The water was like a few feet down from the sea wall and after that we were going to meet Mom at this far thing like Disneyland and there was this playground that we were going on and I was supposed to have a tape machine, because I was going to record all the noise and sounds and everything from the fair, but I guess I left it at the picnic area. It was really Mom's boom box and we were going to go see Mom on this playground. And we did and I found her sitting on the bottom of this like walk-in bird cage, and we started talking about different things, and we planned to go to this like show with elephants or something. But I woke up before we got there. That was weird! But I think it has a lot of roots of my past. In this dream about me singing ""Blue Bird"" I wasn't really scared; I just didn't feel comfortable playing it in front of Dad. And the Disneyland fair thing, there was a lot of, we went to Disneyland a lot when I was younger and we met up with Samantha, Sandra and Derek at different places. So that's that."
"B-091"	"#B-091 (2002-02-23 (16)) Dad and I were on this car trip and we had the Peavey system that for some reason I had the notion that the Peavey system just kind of like stayed in the car like a thing along the way in case we need it, and it was there and we took it out. We went out in this back woods campsite area and we set up and we were testing it out. And I was mostly, I was standing like about two or three feet away with the wireless microphone and talking while Dad made some adjustments and some checks and some tests at the board. And then I was going to sing something but we really didn't have time. We had to pack up and continue on the journey home. And as we were taking down the Peavey system and putting it away, it was getting really dark and we built a campfire. And I dreamt that Dad told me he planned to bring me there for my birthday, and he said, ""I've been checking out your equipment"" and I was like, ""Why?"" And, ""Well, I want you to have a nice evening,"" which I can imagine what that would mean. And I said, ""Well, I would sure like to have the Peavey system along for my birthday thing."" And, let me see, I think there was something else. Oh, then we were in the car on the way home and we were coming around the alley, we were going to pull in the back"
"B-092"	"#B-092 (2002-02-24 (16)) I can't believe the bizarre dream I had last night. First of all I dreamt that Samantha and Sandra were in town and we were going to go to dinner with Pavarotti. [laugh] And we were waiting and waiting and waiting at their little apartment, and he never showed up. So we thought, ""Fine, we're just going to dinner ourselves."" Well, we never did go to dinner. We brought them home, and I was like typing up a storm because it was Sunday night and my essay was due on Monday. And I also had my vocabulary to do, and I was thinking maybe I could handwrite it, but I wouldn't get very far. And so typing up a storm and also something happened to the computer, and it gets this weird thing going on, like it shows the keyboard on the screen like highlight the letters as you type them. And in order to get rid of this, we have to like do a whole bunch of ""escape"" and all this stuff, and I haven't even saved my work to a floppy. And then I wake up with a start and I realize that the whole time I was typing I wasn't writing my essay, I was describing and writing about the system, the system from my EJ thing that's called the Escort 2000. And I wake up with a start and I realize my essay is already turned in. I turned it in on Friday, and I like breathe a sigh of relief. [laugh]"
"B-093"	"#B-093 (2002-02-25 (16)) Dad gave me a pill that would make me pregnant, just as a practice run. And then I started having really bad cramps and stuff, and then I decided I really don't want this because it's not worth a practice run. And I was supposed to go to the doctor and get this shot to take it away, but instead they gave me a pill and it was a pill, it was like an olive and had been soaked in juice. All the olive juice went down my throat with the water and kind of made my mouth numb. But the olive wouldn't go down. I asked her to cut it in half. She was looking around, she didn't have a knife, so we had to take it home and cut it in half. And in the second part of the dream we were walking with Grammy to -- I don't know -- just around the neighborhood, and we stopped at this church that had a fountain and everything and I wanted to explore while they walked through. Well, I went around the back and I climbed up the back steps and I perched on this little ledge and grabbed onto the window and I could see the sound board and stuff. Everybody was in there, but somehow the pastor said hello to me. He saw me over there. [laugh] And there wasn't much more to it."
"B-094"	"#B-094 (2002-02-27 (16)) A security guard in the court building was showing me all kinds of devices that he had for when he was leading people into jail. And one of them was this white cup, this silver blue box with this black display in it, supposedly had a mind of its own, and it would just speak to people for no reason at all and just say things about them and stuff. And I dreamt that one of our neighbors suddenly died in her family -- I think it was her father or husband or somebody -- and we were going to have a condolences reception, like I had organized a little party for everybody. And it was like Mom totally took control of the whole thing, and I don't remember exactly how it went. But I was going to bring the sound system out in the front yard and hook it up and be the DJ, and Mom was controlling the whole thing and I just said out of, not really meaning it, but to show her what I felt. I said, ""I don't have to bring my sound system out here. You guys want to control the whole thing, you go right ahead."" And that's how it was. Then I woke up."
"B-095"	"#B-095 (2002-02-28 (16)) We were going to this party with the fire people, and we were driving along in the car, which for some reason our car had a siren. Anyway, we were driving along and I was supposed to call some chief on the radio and tell him we were going to be a little late, and so I did. And it started out as a professional, short transmission, but then it turned into a long-winded friendly, teasing thing. And I never did get to the party. I don't know any more. It was kind of dumb."
