"n"	"dream"
"1199"	"(2007-04-22 (16)) I was at school. Calvin was enemies with this fat girl. She had water coming out of her shoes and I my leg felt wet, so I figured she sprayed me, but she'd actually hit me with her belt. My leg was cut and bruised and people thought that I needed to be operated on."
"1200"	"(2007-04-23 (16)) I was at school. Calvin and I played this game of sliding around a corner, but we kept getting in trouble. I was then at a shop and Ezra was there. Jeremiah walked past. Seamus and Silas were on an escalator. I was then back at school. I was at our bench. Ms Bigwood asked me if I ever liked anyone at school and I was thinking 'Yeah, Eugene, but I aint telling you!'. I said yeah and then she told us a story. There were big public toilets and people wouldn't leave?"
"1201"	"(2007-04-24 (16)) I was at 'Mom's'. There was a bull ant running around the house. I needed one for school and so instead of killing it, everyone was trying to catch it. They were really dangerous. Some boy wet his pants and the floor was really wet. I had told Mr Quinlan that Ezra said he'd seen him with Mom and he said it wasn't true. I said that I didn't think it was. I was in Mom's room and I saw the ant. She caught it with her fingers and I had to get a Milo tin with this spiffy lid. Someone pricked my finger and it hurt."
"1202"	"(2007-04-25 (16)) Eugene was sitting next to me. He was talking to someone and laughing. I think I was involved in the conversation too and I was looking at his hair and I wanted to touch it. I went to this lady's house with Mom and Ezra. She was rich and had this nice house. She gave us food. I was trying to work out what food I could eat because of my diet. We were hiding from someone. I was then at home and someone kept coming to the door trying to find me and I was pretending that I wasn't there."
"1203"	"(2007-04-25 (16)) Jesus just died. He went to this place and there were lots of people standing outside. This lady was talking to him. She said he was going to die again soon. All these people ending up chanting ""Jesus!"". And he looked like Tom Welling."
"1204"	"(2007-04-26 (16)) I was at a video shop looking for Salo."
"1205"	"(2007-04-26 (16)) Darren, Mom and I were in a pool. I was hitting them with a belt thing. Later, Mom gave me $215 in $5 and $10 notes. She was on the outside of a balcony. Mom knew this special password and username to access a database for this car site."
"1206"	"(2007-04-27 (16)) Clark and Raya (both from Smallville) were somewhere with me. I ended up with powers at one stage. Raya said we had to do something to this box. We didn't get near it though and it exploded. We moved away from it and it exploded again. It responded to movement, so we made everything in the shop that moved, move. I was then in a container as I had been captured for something. Raya hosted some dating show and matched me and Clark. Later, Dad was on the show. Raya said that the next match wasn't ""spiritual"", but purely from watching me because I was funny. The match was a black woman and Dad and I were laughing."
"1207"	"(2007-04-27 (16)) I had a pimple on my chin. When I squeezed it, LOTS of pus came out and when I stopped squeezing it all sucked back in."
"1208"	"(2007-04-28 (16)) I was on an excursion and I saw Eugene in the line. Madelyn and I were walking home. She lived near Mom's. We went down Beach Road towards Centerville. She lived on a street called Algiers or something. I remembered driving down it before with Mom. I ended up at this guarded place. Autumn was in there. They used it for experiments. There was a big shop/Timezone thing. We could play and take anything we wanted. There was a game where you throw spaghetti at the wall. Mom came and I managed to grab some chocolates. Autumn was asking us to tell her who liked her."
"1209"	"(2007-04-28 (16)) I was at some house and we had lived there forever. Ezra had a second room and it had two of my bookshelves in there. I found a heap of dreams I had written from 2001 and 2002 and some from 1996."
"1210"	"(2007-04-28 (16)) I was at home and I thought nobody was home. Then I heard a cough and I realized Dad and Ezra were in Dad's room."
"1211"	"(2007-04-28 (16)) I was watching Kiss Kiss Bang Bang. There was this boring part where this girl scratched her face on top of this guy with a bandaged chest. I was in a pool with Ezra and I was chasing him. I caught him eventually, but when I did a plastic thing went over my face and I couldn't breathe. Then I woke up and in real life I had trouble breathing."
"1212"	"(2007-04-29 (16)) I was in a forest with Dad and Ezra. We were running away from the police. We took some of their uniforms. We went to go hide somewhere. We found this playground and were hiding in the structures. The police came and Dad and Ezra were talking to them and they didn't hide."
"1213"	"(2007-04-29 (16)) Clark Kent (Smallville) was with me and a group of people. We were at this place with all these dark rooms. People were hiding in them. We were going into them and in one of the rooms, something moved. Ben Affleck was in this pile of toys. We hit him in the head with a hammer and it broke and he was fine."
"1214"	"(2007-05-01 (16)) Jeremiah and I were friends and we were at Mom's or something. He was Calvin at first. I wanted to go home and so he drove. We had no 'L' plates and he could drive fine. I wanted to drive, but realized I couldn't. I got home and Mom found out and she went and got Jeremiah."
"1215"	"(2007-05-01 (16)) I didn't do an optional assignment in Physics. Mom was annoyed and really angry. She and Darren were talking about Nathan Greenbaum being a ""fatherly figure"". I thought they were talking about Dmitri, but then Mom said ""top of the class"" and I realized it was Eugene. She went to school and told them to put me into tennis. I was like ""What?! You can't put me in tennis, I'm doing six IB subjects!"". I had a plant and it moved. I was going to call it Harris, after Ryan Cartwright in Seriously Weird. Ezra and Clayton had some stinky thing. I couldn't smell it, but it hurt me and made my mouth taste yuck."
"1216"	"(2007-05-02 (16)) I was at Oliver Queen's (Smallville) house. I was looking out the window and he was fighting some people. I saw him with an arrow and then saw Green Arrow's outfit and I called out that he should use it. He came back and Lois (Smallville) came in. She saw the arrow and I said something about it being replica. Later, I was sleeping in his bed. Mom took my bag because she thought it was rubbish."
"1217"	"(2007-05-02 (16)) Calvin and I were in this forest thing. Sometimes it wasn't Calvin. There was this horse and we had to hide up this tree."
"1218"	"(2007-05-02 (16)) Nana, Poppa, Aunt Sally, Ezra, Dad and I were at some fair place. Then Darren and Mom came in a car. Darren was speeding up and we went past him. Then I was driving in a walking place. I was going 15kp/h. I was walking to a phone or a computer and I thinking 'I can't walk that slow'."
"1219"	"(2007-05-03 (16)) I was at school. I did some test. I got a level 8 on one part. Eugene and Darius were there. Darius had a look at what I wrote. I was walking to the carpark. Calvin was talking about Evelyn and Darius and how Eugene runs from me. Dad was waiting for me."
"1220"	"(2007-05-03 (16)) I was hanging out in a room out the back of Mom's. Ezra and a friend asked me who it was I was supposed to like and they were like ""Swamp Boy, right?"". There were golf clubs there. I was then in an airplane and they handing out Pokemon Diamond and if everyone handed them around they would release Pokemon Pearl. Ezra couldn't wait and opened up Diamond."
"1221"	"(2007-05-03 (16)) I was at home. The weather and the cats were being weird. I thought someone was in the house and tried to call Mom, but I got that ""a... b... c..."" and it was really creepy. I was trying not look down the hall because I figured that I didn't want to see if I was going to die."
"1222"	"(2007-05-04 (16)) Clark Kent and Lex (both from Smallville) were somewhere. Sometimes it was me. This girl could morph into people. She turned into Autumn. The episode went for 60 minutes because it was a ""choose your own"" ending. Clark got trapped through glass in his face. He said something to Lex about glass. It was then real life and Chloe (Smallville) was complaining about the soil."
"1223"	"(2007-05-04 (16)) I was watching this movie thing and Rodney said his name was Undram Parker. I was like 'Eugene's bro!'. I was thinking 'What the hell?! It's Pritchard!'."
"1224"	"(2007-05-05 (16)) I was in a car with Mom. Somehow I discovered that we were related to Darius. He was the ""biological"" son of Ivan with some woman. She said something that made me doubt it, so I asked what the last name was. She didn't remember but asked how many people would be called Darius. I asked if the last name was Ivanovich and she said it sounded right. She said that we had met before. I was thinking that I needed to text Calvin and that Evelyn would be happy about this. I was also thinking that I was glad it wasn't Eugene that I was related to. He was in a movie playing at this weird theatre. This guy gave people remotes and the guy next to me kept talking to me. I left. I was then somewhere with Nana. She had this video of Darius and a weird town which was mushed in a bowl. She had all these Pokemon Pearl games for the GameBoy Advance and I was wondering why she had them. Later, I was in a car with Ezra, waiting for Mom. We had 'P' plates."
"1225"	"(2007-05-05 (16)) I was spying on Michael Rosenbaum. I had to hide. He fell and there were no shadows?"
"1226"	"(2007-05-06 (16)) Uncle Gabriel had made this big garden. There were coins and he had made a garden from a coin. We were somewhere with this family. The father looked like John Schneider. He had a lump on his leg and it was shaped like a shark head. The mother wanted a photo of the family in the pool. The father was going to show me some 80's thing which had something to do with the coins. The house looked like Mom's house and Mom was there too. Ezra was listening to Johnny Get Angry on the XBOX 360 and was dancing."
"1227"	"(2007-05-06 (16)) I was at school outside these fences. Calvin and Samantha were there. This teacher was saying that people who didn't go to the Year 11 ball, couldn't go to the Year 12 ball. I was talking to Calvin and Samantha about people who I write in my diary and Samantha kept saying ""Eugene"" and ""Ooh"", which got annoying. She had a different boyfriend."
"1228"	"(2007-05-07 (16)) Dad and I went through a drive thru deli thing. We went past there often. We had a dog. Dad said ""Vagina. Hi, can I get a burger and a bottle of water?"". I said ""Why did you say vagina?"" and he hadn't realized."
"1229"	"(2007-05-07 (16)) My leg was constantly twitching. I was in a building and I was someone else. A doctor was giving the results. The twitcher wasn't allowed in the room, but everyone else was. The Intro Calc classroom was around the back of the building. I was thinking that I didn't remember ever coming here. Darius and Eugene were waiting outside."
"1230"	"(2007-05-07 (16)) I was watching the Come on Eileen music video. People were getting killed on this stage thing. Mom was getting a game for the Xbox 360 from the shop. It looked cool, but she was like ""you're not allowed to play until I'm done"". Darren bought chocolate and he gave me the one with nuts. I ate some while watching a movie. I realized I had eaten 25 rows and I was upset because I was still on my diet."
"1231"	"(2007-05-08 (16)) I was playing Pokemon Ranger and I angered this bee Pokemon. I was then in a room which was full of bees. I was at a shop walking around. I wanted to eat some chocolate."
"1232"	"(2007-05-08 (16)) I was at Nana's watching movies. There was some old movie that had something about champagne. Chloe (Smallville) was in it and was talking to someone about Clark (Smallville). This movie came on directed by Erik Stolhanske and I was about to ask Ezra if he'd seen Beerfest yet, but he asked first. It came on and all it was was farting and burping and doing moves from Banjo Kazooie."
"1233"	"(2007-05-08 (16)) I was at home and Dad was on my computer. Vivian and Mom were staying over. I had to share a bed with her or something."
"1234"	"(2007-05-09 (16)) I was typing in my password for something. Ezra was in my room. It showed and it said 'dmit' (the password was 'dmitrikohler'). I was like ""What the hell? Oh! It showed the middle of the password!"" to try and make it seem like it was another word. I was going through my dreams and there was one with Eugene."
"1235"	"(2007-05-09 (16)) These people were in this mental hospital. There was this worker guy and he said ""6'6"", blonde hair and now look at my girlfriend"" or something. I was at school and it was home time. I got out later than Eugene and was walking right behind him. He walked up the Year 8 block, and I figured that he was meeting with Bradley. I got to the car and Mom and Ezra were there. Mom was asleep. She was going to take us home because she was really tired."
"1236"	"(2007-05-09 (16)) I was doing Biology revision. I was watching this TV show with Scott Lowell. There was an episode with Allison Mack. She was in this dark room and all these people were knocking on the door, but they were bad. This fat lady's tongue was joined? This guy from a previous episode was hugging her."
"1237"	"(2007-05-10 (16)) I drew a picture in Alejandro's book. He really liked it and didn't believe that I drew it. He said ""she doesn't like scrapbooks""."
"1238"	"(2007-05-10 (16)) I was at a shop and this wrestler guy was chasing these two guys. They jumped into basketballs. He punched them through the wall. I said ""I've seen too many movies""."
"1239"	"(2007-05-10 (16)) I was playing Sims 2. I was 'mating' this guy with this other guy, but the kid turned out ugly. I was annoyed. The kids were actually kittens and appeared in real life, but they were all munted."
"1240"	"(2007-05-11 (16)) I was at this place. Dad and Eugene were there. I think it was the future or something. They were picking people to get married and to breed. Eugene's father Abraham was there and he sounded just like Eugene. Eugene and I got picked."
"1241"	"(2007-05-11 (16)) Mom, Darren, Ezra and I lived in this barn. I had my computer and another computer, which I didn't use. Mom was on Neopets. I noticed that I had suddenly logged on and I was like 'How the hell did that happen?'. It turned out that Mom had 'guessed' my password, but my password was 'alexlumsden642'. I was saying ""How the hell do you guess that?!"" We had to vote for something. Calvin and Terrence were there. We went to this house and the rooms were all bouncy. They were all strange shapes and were too small for my computer to fit."
"1242"	"(2007-05-11 (16)) Douglas Hall (The Thirteenth Floor) was at this hotel. He started spacing out for a couple of seconds and he was trying to get Ray (his counterpart). His room was on the 13th floor."
"1243"	"(2007-05-11 (16)) I was playing this Sims 2 game. I met SimMe and we were trying to shake hands, but we couldn't. So I got this guy to. I think the guy was married to someone, but he decided he wanted to be with this other girl (who was me, but not). Dmitri was there."
"1244"	"(2007-05-11 (16)) I was at Midvale shops. Dad was in the car. This Native guy asked if I was a 'miss'. Dad came and they left. They then asked Dad if he was a 'mister'. We were shutting the windows and stuff because they wanted to kill us."
"1245"	"(2007-05-12 (16)) I was playing Super Mario and I was playing the level with metal Mario. Then it was real life and I was on an excursion. Calvin and I were running around. We went into the boys toilets and he locked us in a cubicle. Chriss came in and started talking to him and then he went to look over the door, so I opened the door and hit him then I ran out, laughing. I found this place with chairs on the steps. Darius and Eugene walked past me. I ran up the stairs and went right to the back, which was pitch black. I found an empty spot. Someone touched my leg and then sat in the seat next to me. It was Eugene. It was then not as dark. He saw me and was talking to Tanita, who was in front of us. She asked me something but I didn't understand and Eugene said ""You like me, hey?"" I said no. He said ""oh"" and looked shocked and started crying. Darius got annoyed that he was sitting next to me. Later, Eugene was on the phone and he was talking to Mom. There was a video on there of me when I was little. He said I was a cute baby and I said ""Ew, babies are ugly"". I ended up with my head on his lap looking up at him. I noticed that his eyes were a nice brown. Then I realized where I was and I was like 'What the hell am I doing here?!' and sat up. Later, I was at school and I was emptying my bag. I had a big bag of rubbish. I asked Ms Solomon if I could chuck it in a bin. She said ""Ok, you've got twenty minutes"". I had trouble walking there and then I realized I'd forgotten my bag, so I went back. Ms Solomon was annoyed. Mr Gutenberg was near the office singing Ring of Fire, and then he was singing Am I Ever Gonna See Your Face Again. He gave me and Samantha a beer. Ms Solomon asked ""Who gave you that?"" and we said ""No-one"". I was in class and I realized that it was Sunday. I was then confused why I was at school. The class had a different seating plan and I found an empty spot at the back, so I sat there. I saw a note on the desk two seats away, saying Swamp Boy. Eugene got up and sat there. He was asking about Swamp Boy. I realized that Calvin wrote it. There was a spelling mistake and it said ""Swampa Boy"". I saw Ezra. There was a list about Eugene that someone had written and it said ""caring, sensitive, aggressive, energetic, quiet""."
"1246"	"(2007-05-13 (16)) Calvin and I were going to some casino. Later, he turned into Tom Welling. It was night and there was this creepy dude down this street. We only had a couple of dollars so we got more money. We saw Seamus and Elijah and I said ""Shiggan!"". There was a bus stop and Ezra was with us. This guy asked us questions. He said that I was similar to his girlfriend because she was ""anti-Christian"". We turned into Pokemon and we were going to see Skarmory."
"1247"	"(2007-05-13 (16)) Jayson was standing at this window holding Ezra's phone. Ezra was around too. Jayson fell into this pool."
"1248"	"(2007-05-13 (16)) Mom went on a date and she was naked on her bed. Darren was around. My door wouldn't shut properly."
"1249"	"(2007-05-13 (16)) Dad and I were at this shop and there were burglars. Dad was hiding in this hole. Later, the burglars were downstairs at Mom's. Mom went to the pickup. I ran down but didn't get in properly and she had to stop the car and we got caught again."
"1250"	"(2007-05-13 (16)) I was at a shop and Ms Pendleton asked if I did media. She asked if Calvin and my ""second best friend"" did. I was like ""huh?"". Evelyn and Samantha were there too. I then realized she meant Samantha and said ""Oh! Samantha!"" There were bags there and I was looking at them. Mathea took the one I wanted. Seamus and Elijah were at the shop."
"1251"	"(2007-05-13 (16)) I was at Mom's. Calvin was there. Eugene and Darius were standing at the door of Mom's room. Eugene kept looking at me and I was trying not to look."
"1252"	"(2007-05-14 (16)) I was in a car talking to Ezra. We were discussing the idea that the world is a game like ""Sims 2 or Animal Crossing"" and what we would do if we found out. I was thinking I'd wish for Eugene."
"1253"	"(2007-05-14 (16)) Ezra had some disease. There were maggots. It came from ants. Snoopy was the one carrying it, so Dad went out and bashed him to death. Mom was trying to stop me going out there to stop him. Later this dude hit an animal and I discovered the car and then he got hit by a car. I got a needle in my foot? There were frogs and I was like 'Why are they here?"". The lawn was prickly."
"1254"	"(2007-05-15 (16)) I was in 'science' and we had Ms Quintana. We had to read this thing out loud. She picked Eugene and he had to pick a number and he picked eight, which was me and I had to read."
"1255"	"(2007-05-15 (16)) Ezra and I were fighting and he almost broke his back."
"1256"	"(2007-05-16 (16)) I was at school and Ms Vickers as my English teacher. We had done essays and she had written ""Izzy 'may' need some help"". I had gotten 175, which was bad. Evelyn was there, as were Calvin and Eugene. Mom got me and Ezra later. I asked Mom if the games had come and then I saw an opened box. I ran down the hall naked. I ran into my room to get changed and got the games. I had been playing DS already. Dmitri was somewhere lining up."
"1257"	"(2007-05-16 (16)) I was in some virtual reality type thing. The clouds covered holes in the sky. I saw a Eugene character. He looked up at me and I was going to do a reality check, but I didn't. Granma bought lollies. I was on the net on this site. Eugene had an account and I was reading everything on his profile. He had a comment that said ""read more movies"". There was a list of movies and out of them he'd only seen two. Autumn was on the site too and then I was talking to her about reality checks. I went to do one, but decided I was awake."
"1258"	"(2007-05-17 (16)) I, except it wasn't me, went to this garden with this guy. I don't remember who he was. Someone was knocking on the door and I had to run back to the house and he told the 'ripper' to accompany me. But I went inside and locked the door and the ripper cut the door open anyway. He had a scalpel and I got it off him and stabbed him with it. He undressed and he looked weird. I don't know what happened but we had sex. I was then thinking I wanted to be with him now."
"1259"	"(2007-05-18 (16)) I was at 'school'. Evelyn, Calvin and Autumn were around. Elijah and Dmitri were in the library. Eugene and Darius came in. I pointed Darius out to Calvin and we were laughing. Later, they were having a meeting thing at McDonald's. Mom took me there and I changed my mind. She convinced Autumn to come out to the car, so I started it up and went to drive off but it kept rolling even when my foot was right down on the brake. Ezra was there with Rodney."
"1260"	"(2007-05-19 (16)) I was at school. Ms Solomon took a photo of the class for Christmas. She was going to give us a copy the next time she saw us. I wanted it so I could get a photo of Eugene and I was hoping she wouldn't give us a small copy. Alejandro was holding a book. I went to a video shop and I had a quick look for Campfire Tales. Ezra had taken movies out a couple of days earlier. This lady recognized me and the movies I wanted had been taken. There was some Government thing to do with teeth? I was playing some Pokemon type of game. Mom was watching this Little Britain thing and Andy was in an oven. I realized I'd played the game before and I thought it was Pokemon Ranger."
"1261"	"(2007-05-20 (16)) Meredith and Derek (both Grey's Anatomy) were getting married. It was Meredith's fourth wedding. She was somewhere and saw a man in the distance and asked who else was in the building and was told no-one. She went upstairs and found her father. He said that every Thursday he'd disappear to see if he missed his family."
"1262"	"(2007-05-20 (16)) Mom was with this weird dude. People thought that I couldn't afford this roll and I was like 'what the hell?!'."
"1263"	"(2007-05-21 (16)) I was at school. I was talking to Madelyn about me having a test. Autumn came past and I asked her ""what test?"". She said we had a Physics test. Her two front teeth were missing and I was like 'what the hell?'. Later, I was at the bench with Calvin and Evelyn. Then I was in a classroom. Eugene and Darius were playing this game. First they put pillows everywhere. Eugene came close to me so I put my foot near his to see what shoe size he was. I was trying to hide my sock from him. I wanted to text Mom to pick me up but I didn't have any credit."
"1264"	"(2007-05-21 (16)) I was at this house and there was a murderer guy. When the lights went out someone died. I was in this room with all these movies. I saw To Kill a Mockingbird. Then it disappeared. Joseph Cotten was in a wheelchair. It turned out that the killer had 'killed' him and then taken over his body. George (Grey's Anatomy) put this water helmet on Izzie (Grey's Anatomy). Alex (Grey's Anatomy) already had one on. Then they put blue liquid on them. They were slowly edging away from the killer. Some people and I hid in a room. The power went out and I looked out the window and realized it was actually a movie. I was then out there walking with some people. I found a card and it turned into a phone. It was Ms Bigwood's phone and some person was yelling that I was stealing phones. Then Ms Corbett was there and I sad ""now this'll be Ms Corbett's phone"" and it was. She came and I was saying that I was picking them up to give to the owner."
"1265"	"(2007-05-22 (16)) I was at school. Evelyn was next to me and Jeremiah and Alejandro were sitting in front of me. They were discussing Pokemon Diamond and Pearl and they had it. I asked how they got it and Jeremiah said ""off the net"". I said ""We ordered it off the net too, but they still haven't arrived. I want it now! Pokemon rocks!"" etc. Jeremiah was like ""calm down!"". He went over to the other side of the class for a while. I was looking down at the floor and someone sat down. I saw Eugene's shoe. I looked up and Evelyn was talking to him."
"1266"	"(2007-05-23 (16)) I was at school. Spaceman and Tigger were in my bag. Ezra had put them in there. I didn't want to take Tigger home because of Dad."
"1267"	"(2007-05-23 (16)) I was at school and I was at the bench alone. Someone was speaking over near C2. I fell off my chair and Mr Norris helped me up."
"1268"	"(2007-05-23 (16)) Ms Bigwood was talking to someone. Then she was delivering paper to some place. We were at Fun Factory. I saw Madelyn on a bridge."
"1269"	"(2007-05-23 (16)) I'd drowned some girl and everyone was all spazzy about it. Then I some guy and I had eggs from an owl. This girl cheated on him (I was now observing) with his best friend and she got pregnant."
"1270"	"(2007-05-23 (16)) I was at Mom's and Ezra put wood up in front of my door and then tried to get in with a chainsaw and was trying to kill me."
"1271"	"(2007-05-23 (16)) I was walking out to the car from school. Eugene and Darius were next to me at the road. Eugene's car was a couple cars from Mom's. I got in our car and then all the cars moved out of the way, drove up and missed the turn. I was thinking 'Yay! I can be behind Eugene!'."
"1272"	"(2007-05-23 (16)) There was something about Gregory Peck, but I don't remember anything else."
"1273"	"(2007-05-24 (16)) I was in Chemistry. Alyssa came in with a note from a host. Mr Reilly was there. I was thinking 'Yay! The games have come!'. I went to the office to sign out. Mom said she signed Ezra out. She said that the wrong games had come and instead we got 'Solission' and Super Mario 2. I said ""We have to buy them again!""."
"1274"	"(2007-05-24 (16)) We had an excursion. Calvin and Evelyn were with me. Eugene and Darius were behind us. There was white chocolate and a big line up a big escalator. I went into the line Eugene was in. We had to slide down a slide to get down. I was then somewhere else and I said something about Darius to Evelyn. She said ""Don't talk about that, not today"" and I asked what was so special about today and she said it was her birthday. I was like ""Oh my God! I can't believe I forgot your birthday!"". Then I thought that it was August 24th and I said ""You're birthday was last week. She went quiet and then I realized it was May 24th and told her. She was like 'huh?'."
"1275"	"(2007-05-24 (16)) Ezra was driving a car. There was a big water thing."
"1276"	"(2007-05-24 (16)) Autumn said she liked Elijah."
"1277"	"(2007-05-25 (16)) Somehow, I got a hold of Eugene's calculator or iPod, it kept changing. I took his valence table because it was better. His music was stuff I'd never heard of and I was thinking that I loved him even more. I told Jeremiah about the valence table, and then he wanted it. He was in a basketball club which changed to a soccer club called Sleepwalkers. Calvin was there. Some people did this dance thing. Gregg and someone married. Classmate-M-28 had his arm around Mackenzie. I was thinking 'ew' but that I wouldn't mind if it was Eugene and I. Calvin went in front of this camera filming the match. He asked Eugene why his shirts were green. He said that green was a good colour. Alejandro said ""they're not full of colour, but they have lots of character"", but colour and character were supposed to be the other way around. Evelyn wanted to do a quiz thing I'd gotten. I was saying it was random. This bus drove into a book shop and I saw Goosebumps books and got excited. There was a big house and I was flying around and I fell. At some point, Ms Solomon gave me work back and I got a level 3."
"1278"	"(2007-05-26 (16)) I was at school. Calvin and I had to stay back along with Samantha and someone else to dig and bury graves. Samantha got hers done, but Calvin and I got our grave dug and then ran out of time. Dad picked me up at 7pm. The next day, we got in trouble for burying them where we did. I was told to write an essay. I was in some house. Nana and Poppa were being mean. I was at Mom's. Mom and Darren were moving the table. There was a movie shelf and Dog Soldiers was in there. I said ""So many movies I want to watch"". You had to pay for them. Amelie was in there and a movie called Hare. Ezra and this kid with corn were there. There was something with Christina Aguilera."
"1279"	"(2007-05-26 (16)) I was at a shop and we asked about Pokemon Diamond and Pearl. They said that there was a delay because there was a problem with the compatibility."
"1280"	"(2007-05-27 (16)) I was at school. Jeremiah and Bradley were talking about Pokemon Diamond and Pearl and how it was taking forever. I asked if they preordered it and they said no. I said that I did and it was taking forever."
"1281"	"(2007-05-27 (16)) I went to Mom's. It started raining and I ran to the door. There was a package and it was Pokemon Diamond and Pearl. The door wasn't fully closed and I pushed it open. I was like ""Uh... ma?"" She looked and there was a guy at the top of the stairs. We ran behind Mom's car and I was hugging my game. The guy took Mom's car and I was thinking 'Damn it, my CD!'. Then another guy came and we jumped in another car and locked the doors and were winding the windows up. I put the games in the back seat. Mom drove and he started chasing us. She lost control and we hit a woman and crashed through a fence. We were then at a hospital and Ezra had a bloody face. Dad had dropped him off at Mom's and he had gone to his room and the guy punched him in the face. I was at Mom's again and I remembered about my laptop. I said ""Oh my God, my laptop!"". I asked Ezra if they took our laptops and he said ""I don't have a laptop"" (meaning they'd been taken). I ran to my room and saw an empty desk. I started crying and fell to the floor. They took my external hard drive too. There was a phone had the peoples' number in it. I called him and was speaking in a Spanish accent. We both were talking silly and then I was threatening to kill him, but I didn't say it seriously. I went downstairs and Tiana, Gilbert and Classmate-F-19 were in a car. They talked to me and asked me about my laptop. [I woke up crying] ."
"1282"	"(2007-05-27 (16)) I was on MSN and Calvin's account was cal6@hotmail.com. His password was amsedro or something. Ezra was trying to look."
"1283"	"(2007-05-28 (16)) I was on an excursion. We missed the bus and had to drive there and were late. It was some wine testing thing. I was wondering why we were doing wine testing. We had to pick a name but the instructions didn't make sense so I picked a really long one. Someone said something about a ""sky of Milo"". There was a book which was full of Heroes pictures and there were lots of Milo Ventimiglia. Calvin was next to me and Samantha was sitting on my other side. We had a quiz later to remember the names that everyone picked. Calvin's name was Nubu. I tasted this wine whose name was the name I'd picked and it was really hot. It burnt my skin too and everyone was throwing up from it. There were no booklets left, to mark off each wine which also described each one, so I had to tell this woman. She was all fancy like and looked like the Petrelli mother (Heroes). She was a cow. She didn't come until it was over. We had to stay until 1.30am to buy wine. Evelyn said ""I can stay till four"". We were sitting near the bags and I went to sit down near Eugene's bag, thinking about taking stuff, but then he came and took it. Calvin was sitting with Genevieve."
"1284"	"(2007-05-28 (16)) I was at school and Ms Bigwood gave me this report thing. My best subject was accounting and my worst subject was 'battery' because I was only there for one lesson. Then, I was at a cinema and Dad was there. He was listening to old music on a Foxtel-like screen."
"1285"	"(2007-05-29 (16)) Mom made me stay home. Dad and Ezra were there. Then I was back at Mom's because I forgot my clothes."
"1286"	"(2007-05-29 (16)) I had a dream with Eugene and Calvin, but that's all I remember."
"1287"	"(2007-05-29 (16)) Dad and Ezra were watching some TV show. There was an oldish guy who was a prostitute or something and people thought he was a 'brickle'. This rich guy was selling his duck for a high price. A lady warned him he'd get killed."
"1288"	"(2007-05-30 (16)) I was driving with Mom. I was driving well and was thinking how noobish I once was."
"1289"	"(2007-05-30 (16)) I was talking to Dad about the balloon question from the exam, but he was busy."
"1290"	"(2007-05-30 (16)) I was at Mom's. Ezra was there. He was going to scare Mom, but she never came out of her room."
"1291"	"(2007-05-30 (16)) I was chasing someone. I saw Jeremiah, who I didn't recognize, and asked him if he'd seen anyone. He said no, but kept looking around. I saw the person and continued to run after them. I caught up with them behind this building and they gave my DS to Eugene, who I also didn't recognize. He said he had nothing until he got this DS. He gave it back to me and I put it in my pocket."
"1292"	"(2007-05-30 (16)) I was on this raft thing and it was put together well and had seats on one side. Jeremiah, Eugene, Autumn and I were on it. There was an explosion and then there was a big banner thing saying ""Happy Mynew Year!"". Then there were other people on the raft and someone decided to take a photo. We were sitting around. Eugene and I were at the back next to each other, kneeling. He put his hand on mine and squeezed it. We then both moved. The raft was sinking and we had to hang on to the 'tail'."
"1293"	"(2007-05-31 (16)) Dad went on a date with some creepy woman. I was at Nana's and they'd found an apartment on top of the one where the creepy lady lived so Dad didn't want it. Dad drove me to the place. He had said that Poppa was going to."
"1294"	"(2007-06-01 (16)) I was reading a book, but was seeing it. It was set in an office place and there was a killer. This guy was in the elevator and the door started opening. He pressed the close button but then the top was opening and then the side and he kept pressing all the close buttons. He got out and went to go outside. He heard a voice. A cop person told him not to go any further but he did and he got killed by some invisible thing. Earlier, the same thing had happened to a lady. It reminded me of Se7en and it also had '7' written on the bottom. I started writing a book. It started off about some woman snuggling in bed with her husband. Whatever I wrote was really well written though. I was thinking of calling the husband Eugene and basing it on Eugene. Mom and Darren were at the table (at Mom's house). It was in a different area and a house around the corner was on fire. I was watching something of these actors and stuff. There was a clip of Mika and ""how nice he is"". There were these goat/zebra things. He tried to hug it. Then he tried to hug these actors, but they didn't want him to hug them. Hugh Laurie was singing and he had piercings and I was like ""Yuck!""."
"1295"	"(2007-06-01 (16)) Calvin was in this big room full of quizzes and stuff I'd done. He was trying to find out who I liked (obviously, Eugene). I found this thing which had pictures of Johnny Depp, Devon Sawa, and Seann William Scott. I said it wasn't mine. Madelyn and Tucker were there. There was something about Sims 2 Seasons for the DS and it was weird."
